,date,close_price,cm_C,cm_P,nm_C,nm_P,cq_C,cq_P,nq_C,nq_P
217,2017-11-23,2.9915,0.157652,0.157652,0.153943,0.153943,0.152008,0.152008,0.163442,0.163442
218,2017-11-24,2.9905,0.168432,0.168432,0.16333,0.16333,0.16207,0.16207,0.16481400000000002,0.16481400000000002
219,2017-11-27,2.967,0.163684,0.163684,0.165453,0.165453,0.17167000000000002,0.17167000000000002,0.178007,0.178007
220,2017-11-28,2.8955,0.176386,0.176386,0.173532,0.173532,0.172287,0.172287,0.180001,0.180001
221,2017-11-29,2.8905,0.16918,0.16918,0.16711900000000002,0.16711900000000002,0.166741,0.166741,0.17493699999999998,0.17493699999999998
222,2017-11-30,2.8555,0.17974,0.17974,0.17993599999999998,0.17993599999999998,0.181326,0.181326,0.185281,0.185281
223,2017-12-01,2.8385,0.189146,0.189146,0.18948900000000002,0.18948900000000002,0.18704,0.18704,0.190936,0.190936
224,2017-12-04,2.8575,0.163904,0.163904,0.164996,0.164996,0.166151,0.166151,0.170706,0.170706
225,2017-12-05,2.9055,0.157629,0.157629,0.165222,0.165222,0.17056300000000002,0.17056300000000002,0.178289,0.178289
226,2017-12-06,2.8685,0.16685999999999998,0.16685999999999998,0.173483,0.173483,0.174746,0.174746,0.181091,0.181091
227,2017-12-07,2.8435,0.160159,0.160159,0.16839500000000002,0.16839500000000002,0.171495,0.171495,0.176652,0.176652
228,2017-12-08,2.8645,0.149057,0.149057,0.16241,0.16241,0.165458,0.165458,0.172792,0.172792
229,2017-12-11,2.8985,0.140898,0.140898,0.157275,0.157275,0.164438,0.164438,0.171794,0.171794
230,2017-12-12,2.8465,0.14915,0.14915,0.166801,0.166801,0.169549,0.169549,0.177233,0.177233
231,2017-12-13,2.8705,0.150294,0.150294,0.160281,0.160281,0.164198,0.164198,0.175353,0.175353
232,2017-12-14,2.8505,0.141665,0.141665,0.159393,0.159393,0.166657,0.166657,0.177234,0.177234
233,2017-12-15,2.8165,0.144646,0.144646,0.158421,0.158421,0.16525,0.16525,0.175013,0.175013
234,2017-12-18,2.8275,0.147548,0.147548,0.158935,0.158935,0.167797,0.167797,0.175978,0.175978
235,2017-12-19,2.8695,0.149555,0.149555,0.15548599999999999,0.15548599999999999,0.16071400000000002,0.16071400000000002,0.17006300000000002,0.17006300000000002
236,2017-12-20,2.8755,0.145285,0.145285,0.15900799999999998,0.15900799999999998,0.163101,0.163101,0.171955,0.171955
237,2017-12-21,2.8925,0.15496,0.15496,0.159394,0.159394,0.165352,0.165352,0.174405,0.174405
238,2017-12-22,2.8775,0.136197,0.136197,0.155211,0.155211,0.163641,0.163641,0.17361300000000002,0.17361300000000002
239,2017-12-25,2.8760000000000003,0.148491,0.148491,0.157781,0.157781,0.163528,0.163528,0.174121,0.174121
240,2017-12-26,2.8925,0.177681,0.177681,0.15742899999999999,0.15742899999999999,0.16150799999999998,0.16150799999999998,0.174519,0.174519
241,2017-12-27,2.8335,0.213696,0.213696,0.164662,0.164662,0.165248,0.165248,0.175111,0.175111
242,2017-12-28,2.8555,0.166524,0.166524,0.164849,0.164849,0.171053,0.171053,0.181855,0.181855
243,2017-12-29,2.8575,0.145019,0.145019,0.150573,0.150573,0.159754,0.159754,0.174077,0.174077
244,2018-01-02,2.9075,0.142682,0.142682,0.141552,0.141552,0.151789,0.151789,0.167474,0.167474
245,2018-01-03,2.9115,0.141702,0.141702,0.13758599999999999,0.13758599999999999,0.14840599999999998,0.14840599999999998,0.16229000000000002,0.16229000000000002
246,2018-01-04,2.9195,0.141987,0.141987,0.13776,0.13776,0.148285,0.148285,0.160553,0.160553
247,2018-01-05,2.9325,0.141447,0.141447,0.137542,0.137542,0.147316,0.147316,0.161553,0.161553
248,2018-01-08,2.9435,0.15201199999999998,0.15201199999999998,0.143625,0.143625,0.15196800000000002,0.15196800000000002,0.16322799999999998,0.16322799999999998
249,2018-01-09,2.9695,0.1365,0.1365,0.134747,0.134747,0.146348,0.146348,0.159589,0.159589
250,2018-01-10,2.9935,0.145343,0.145343,0.136488,0.136488,0.144045,0.144045,0.154392,0.154392
251,2018-01-11,2.9915,0.14311300000000002,0.14311300000000002,0.13946,0.13946,0.14538900000000002,0.14538900000000002,0.150341,0.150341
252,2018-01-12,3.0185,0.14404,0.14404,0.13727899999999998,0.13727899999999998,0.145745,0.145745,0.14987899999999998,0.14987899999999998
253,2018-01-15,3.0425,0.167518,0.167518,0.14909,0.14909,0.151027,0.151027,0.156028,0.156028
254,2018-01-16,3.0645,0.167812,0.167812,0.150983,0.150983,0.156563,0.156563,0.159888,0.159888
255,2018-01-17,3.0715,0.181576,0.181576,0.164517,0.164517,0.171246,0.171246,0.173315,0.173315
256,2018-01-18,3.1075,0.190684,0.190684,0.18171800000000002,0.18171800000000002,0.18865,0.18865,0.18999000000000002,0.18999000000000002
257,2018-01-19,3.1135,0.22135,0.22135,0.180428,0.180428,0.18549200000000002,0.18549200000000002,0.18893800000000002,0.18893800000000002
258,2018-01-22,3.1305,0.23598400000000003,0.23598400000000003,0.18470699999999998,0.18470699999999998,0.188156,0.188156,0.189197,0.189197
259,2018-01-23,3.1725,0.274753,0.274753,0.18116500000000002,0.18116500000000002,0.18526800000000002,0.18526800000000002,0.185829,0.185829
260,2018-01-24,3.1715,0.577308,0.577308,0.20087,0.20087,0.200986,0.200986,0.201438,0.201438
261,2018-01-25,3.1505,0.185252,0.185252,0.191563,0.191563,0.18878,0.18878,0.19301300000000002,0.19301300000000002
262,2018-01-26,3.1715,0.166641,0.166641,0.17307,0.17307,0.176836,0.176836,0.186868,0.186868
263,2018-01-29,3.1145,0.185556,0.185556,0.178619,0.178619,0.178905,0.178905,0.183698,0.183698
264,2018-01-30,3.0745,0.162259,0.162259,0.168929,0.168929,0.172261,0.172261,0.179882,0.179882
265,2018-01-31,3.1125,0.165054,0.165054,0.172461,0.172461,0.177534,0.177534,0.181659,0.181659
266,2018-02-01,3.1345,0.160104,0.160104,0.171938,0.171938,0.17757699999999998,0.17757699999999998,0.181031,0.181031
267,2018-02-02,3.1455,0.162657,0.162657,0.17292000000000002,0.17292000000000002,0.17941600000000002,0.17941600000000002,0.184359,0.184359
268,2018-02-05,3.1805,0.177385,0.177385,0.181673,0.181673,0.1841,0.1841,0.18654300000000001,0.18654300000000001
269,2018-02-06,3.1085,0.22078299999999998,0.22078299999999998,0.218683,0.218683,0.209188,0.209188,0.21259899999999998,0.21259899999999998
270,2018-02-07,3.0215,0.255078,0.255078,0.23805700000000002,0.23805700000000002,0.219298,0.219298,0.217915,0.217915
271,2018-02-08,2.9375,0.257918,0.257918,0.23667399999999997,0.23667399999999997,0.211157,0.211157,0.212073,0.212073
272,2018-02-09,2.8025,0.39218200000000003,0.39218200000000003,0.366897,0.366897,0.32629,0.32629,0.30969800000000003,0.30969800000000003
273,2018-02-12,2.7995,0.306226,0.306226,0.29078699999999996,0.29078699999999996,0.256934,0.256934,0.250338,0.250338
274,2018-02-13,2.8475,0.264723,0.264723,0.282572,0.282572,0.26109,0.26109,0.249135,0.249135
275,2018-02-14,2.8655,0.253315,0.253315,0.273312,0.273312,0.258213,0.258213,0.242992,0.242992
276,2018-02-22,2.9245,0.25364200000000003,0.25364200000000003,0.23824499999999998,0.23824499999999998,0.238698,0.238698,0.23702800000000002,0.23702800000000002
277,2018-02-23,2.9555,0.20477,0.20477,0.21086100000000002,0.21086100000000002,0.215946,0.215946,0.216693,0.216693
278,2018-02-26,2.9655,0.286174,0.286174,0.219926,0.219926,0.21584,0.21584,0.210585,0.210585
279,2018-02-27,2.9175,0.318069,0.318069,0.22897699999999999,0.22897699999999999,0.22071500000000002,0.22071500000000002,0.213308,0.213308
280,2018-02-28,2.8705,0.557651,0.557651,0.24269000000000002,0.24269000000000002,0.22761199999999998,0.22761199999999998,0.21594499999999997,0.21594499999999997
281,2018-03-01,2.8835,0.231364,0.231364,0.22531199999999998,0.22531199999999998,0.22023299999999998,0.22023299999999998,0.20942600000000003,0.20942600000000003
282,2018-03-02,2.8555,0.227996,0.227996,0.217304,0.217304,0.21333000000000002,0.21333000000000002,0.20901199999999998,0.20901199999999998
283,2018-03-05,2.8545,0.21409899999999998,0.21409899999999998,0.205229,0.205229,0.203879,0.203879,0.19976300000000002,0.19976300000000002
284,2018-03-06,2.8885,0.201629,0.201629,0.19729000000000002,0.19729000000000002,0.197702,0.197702,0.197515,0.197515
285,2018-03-07,2.8695,0.204028,0.204028,0.197467,0.197467,0.199302,0.199302,0.199506,0.199506
286,2018-03-08,2.8935,0.20550700000000002,0.20550700000000002,0.198919,0.198919,0.197481,0.197481,0.19577,0.19577
287,2018-03-09,2.9035,0.202426,0.202426,0.196852,0.196852,0.197017,0.197017,0.196485,0.196485
288,2018-03-12,2.9055,0.21556999999999998,0.21556999999999998,0.204753,0.204753,0.20473,0.20473,0.20511500000000002,0.20511500000000002
289,2018-03-13,2.8725,0.21456999999999998,0.21456999999999998,0.21001999999999998,0.21001999999999998,0.208443,0.208443,0.20708400000000002,0.20708400000000002
290,2018-03-14,2.8625,0.22012800000000002,0.22012800000000002,0.21182199999999998,0.21182199999999998,0.209092,0.209092,0.210141,0.210141
291,2018-03-15,2.8905,0.19606700000000002,0.19606700000000002,0.194526,0.194526,0.201512,0.201512,0.207011,0.207011
292,2018-03-16,2.8625,0.18954000000000001,0.18954000000000001,0.191315,0.191315,0.201997,0.201997,0.20956,0.20956
293,2018-03-19,2.8925,0.21091999999999997,0.21091999999999997,0.203569,0.203569,0.207671,0.207671,0.21226199999999998,0.21226199999999998
294,2018-03-20,2.8945,0.21096900000000002,0.21096900000000002,0.199628,0.199628,0.214571,0.214571,0.218525,0.218525
295,2018-03-21,2.8845,0.20670500000000003,0.20670500000000003,0.19283699999999998,0.19283699999999998,0.20482899999999998,0.20482899999999998,0.211917,0.211917
296,2018-03-22,2.8565,0.216015,0.216015,0.204709,0.204709,0.20986,0.20986,0.21961399999999998,0.21961399999999998
297,2018-03-23,2.7805,0.32758699999999996,0.32758699999999996,0.2767,0.2767,0.255927,0.255927,0.252798,0.252798
298,2018-03-26,2.7325,0.311198,0.311198,0.254775,0.254775,0.243146,0.243146,0.24203000000000002,0.24203000000000002
299,2018-03-27,2.7375,0.29935,0.29935,0.231791,0.231791,0.230346,0.230346,0.23172199999999998,0.23172199999999998
300,2018-03-28,2.6865,1.0,1.0,0.258828,0.258828,0.24816999999999997,0.24816999999999997,0.242804,0.242804
301,2018-03-29,2.7325,0.263707,0.263707,0.247259,0.247259,0.242098,0.242098,0.235143,0.235143
302,2018-03-30,2.7145,0.266967,0.266967,0.250329,0.250329,0.249375,0.249375,0.24226999999999999,0.24226999999999999
303,2018-04-02,2.7015,0.255524,0.255524,0.24714899999999998,0.24714899999999998,0.24604299999999998,0.24604299999999998,0.24597,0.24597
304,2018-04-03,2.6915,0.259925,0.259925,0.246406,0.246406,0.242465,0.242465,0.243876,0.243876
305,2018-04-04,2.6955,0.256903,0.256903,0.24639899999999998,0.24639899999999998,0.24229,0.24229,0.242806,0.242806
306,2018-04-09,2.7085,0.273782,0.273782,0.250921,0.250921,0.243292,0.243292,0.24391300000000002,0.24391300000000002
307,2018-04-10,2.7735,0.25385,0.25385,0.240411,0.240411,0.232773,0.232773,0.234391,0.234391
308,2018-04-11,2.7755,0.247379,0.247379,0.236553,0.236553,0.234302,0.234302,0.235144,0.235144
309,2018-04-12,2.7425,0.252104,0.252104,0.242601,0.242601,0.242143,0.242143,0.243707,0.243707
310,2018-04-13,2.7195,0.25918,0.25918,0.24882600000000002,0.24882600000000002,0.245231,0.245231,0.24430700000000002,0.24430700000000002
311,2018-04-16,2.6585,0.27989,0.27989,0.263866,0.263866,0.258615,0.258615,0.255554,0.255554
312,2018-04-17,2.628,0.274868,0.274868,0.262772,0.262772,0.25508600000000003,0.25508600000000003,0.25195500000000004,0.25195500000000004
313,2018-04-18,2.6435,0.266889,0.266889,0.256533,0.256533,0.251058,0.251058,0.24914099999999997,0.24914099999999997
314,2018-04-19,2.6745,0.256091,0.256091,0.24593800000000002,0.24593800000000002,0.241035,0.241035,0.24006,0.24006
315,2018-04-23,2.6565,0.27476,0.27476,0.229303,0.229303,0.23031300000000002,0.23031300000000002,0.23488699999999998,0.23488699999999998
316,2018-04-24,2.7175,0.28771599999999997,0.28771599999999997,0.232791,0.232791,0.235985,0.235985,0.236994,0.236994
317,2018-04-25,2.6935,0.721079,0.721079,0.228843,0.228843,0.232938,0.232938,0.234981,0.234981
318,2018-04-26,2.6545,0.23476100000000003,0.23476100000000003,0.23197399999999999,0.23197399999999999,0.23291199999999998,0.23291199999999998,0.232825,0.232825
319,2018-04-27,2.6425,0.23984899999999998,0.23984899999999998,0.240576,0.240576,0.240346,0.240346,0.236326,0.236326
320,2018-05-02,2.6455,0.26426,0.26426,0.24594000000000002,0.24594000000000002,0.240798,0.240798,0.237304,0.237304
321,2018-05-03,2.6535,0.261932,0.261932,0.251242,0.251242,0.243585,0.243585,0.238612,0.238612
322,2018-05-04,2.6335,0.272057,0.272057,0.254404,0.254404,0.24231999999999998,0.24231999999999998,0.23701599999999998,0.23701599999999998
323,2018-05-07,2.6745,0.266908,0.266908,0.24956599999999998,0.24956599999999998,0.237848,0.237848,0.233934,0.233934
324,2018-05-08,2.7145,0.246324,0.246324,0.238583,0.238583,0.236657,0.236657,0.23589699999999997,0.23589699999999997
325,2018-05-09,2.7110000000000003,0.242164,0.242164,0.23532899999999998,0.23532899999999998,0.232909,0.232909,0.23666399999999999,0.23666399999999999
326,2018-05-10,2.7235,0.22700399999999998,0.22700399999999998,0.217323,0.217323,0.218223,0.218223,0.22089099999999998,0.22089099999999998
