,date,cum_profit_0_-0.1,cum_profit_0_0,cum_profit_0_0.1,cum_profit_0_0.2,cum_profit_0_0.3,cum_profit_0.05_-0.1,cum_profit_0.05_0,cum_profit_0.05_0.1,cum_profit_0.05_0.2,cum_profit_0.05_0.3,cum_profit_0.1_-0.1,cum_profit_0.1_0,cum_profit_0.1_0.1,cum_profit_0.1_0.2,cum_profit_0.1_0.3,cum_profit_0.15_-0.1,cum_profit_0.15_0,cum_profit_0.15_0.1,cum_profit_0.15_0.2,cum_profit_0.15_0.3,cum_profit_0.2_-0.1,cum_profit_0.2_0,cum_profit_0.2_0.1,cum_profit_0.2_0.2,cum_profit_0.2_0.3
80,2018-04-02,88.4793,90.0962,91.7131,93.33,94.9469,85.4755,87.0924,88.7092,90.3261,91.943,82.4716,84.0885,85.7054,87.3223,88.9391,79.4677,81.0846,82.7015,84.3184,85.9353,91.2149,92.8266,94.4382,96.0499,97.6615
81,2018-04-03,88.4296,90.052,91.6744,93.2969,94.9193,85.4166,87.039,88.6614,90.2838,91.9063,82.4035,84.026,85.6484,87.2708,88.8932,79.3905,81.0129,82.6354,84.2578,85.8802,91.123,92.7404,94.3578,95.9752,97.5926
82,2018-04-04,88.217,89.8437,91.4703,93.0969,94.7236,85.1971,86.8237,88.4504,90.077,91.7037,82.1772,83.8038,85.4305,87.0571,88.6838,79.1573,80.7839,82.4106,84.0372,85.6638,90.8829,92.5045,94.1261,95.7477,97.3693
83,2018-04-09,87.9073,89.5363,91.1653,92.7942,94.4232,84.8844,86.5133,88.1423,89.7713,91.4002,81.8614,83.4904,85.1193,86.7483,88.3772,78.8384,80.4674,82.0963,83.7253,85.3543,90.561,92.1849,93.8088,95.4327,97.0567
84,2018-04-10,87.8967,89.5368,91.177,92.8171,94.4573,84.8543,86.4945,88.1347,89.7748,91.415,81.812,83.4522,85.0924,86.7325,88.3727,78.7697,80.4099,82.0501,83.6902,85.3304,90.51,92.143,93.7759,95.4088,97.0417
85,2018-04-11,88.2869,89.9405,91.5942,93.2478,94.9015,85.2165,86.8702,88.5238,90.1775,91.8311,82.1462,83.7999,85.4535,87.1072,88.7608,79.0759,80.7296,82.3832,84.0369,85.6905,90.7201,92.3653,94.0105,95.6557,97.301
86,2018-04-12,88.3644,90.0226,91.6808,93.339,94.9972,85.2842,86.9424,88.6006,90.2588,91.917,82.2041,83.8623,85.5205,87.1786,88.8368,79.1239,80.7821,82.4403,84.0985,85.7567,90.7798,92.43,94.0802,95.7304,97.3806
87,2018-04-13,88.7398,90.4029,92.066,93.7291,95.3923,85.6445,87.3076,88.9707,90.6338,92.2969,82.5491,84.2122,85.8753,87.5385,89.2016,79.4538,81.1169,82.78,84.4431,86.1062,91.1415,92.7967,94.452,96.1072,97.7624
88,2018-04-16,88.8343,90.5,92.1656,93.8313,95.4969,85.7309,87.3966,89.0622,90.7279,92.3935,82.6276,84.2932,85.9589,87.6245,89.2901,79.5242,81.1898,82.8555,84.5211,86.1868,91.2318,92.8898,94.5477,96.2057,97.8636
89,2018-04-17,88.697,90.364,92.031,93.698,95.365,85.5901,87.2571,88.9241,90.5912,92.2582,82.4833,84.1503,85.8173,87.4843,89.1513,79.3764,81.0434,82.7104,84.3775,86.0445,91.0387,92.6984,94.3581,96.0178,97.6775
90,2018-04-18,88.6185,90.2859,91.9532,93.6206,95.288,85.511,87.1783,88.8457,90.5131,92.1804,82.4034,84.0708,85.7382,87.4055,89.0729,79.2959,80.9633,82.6307,84.298,85.9654,90.9428,92.6029,94.2631,95.9233,97.5834
91,2018-04-19,88.6042,90.2717,91.9393,93.6068,95.2744,85.4961,87.1637,88.8312,90.4988,92.1663,82.3881,84.0556,85.7232,87.3907,89.0583,79.28,80.9476,82.6151,84.2826,85.9502,90.9326,92.5929,94.2532,95.9135,97.5737
