,date,cum_profit_0_-0.1,cum_profit_0_0,cum_profit_0_0.1,cum_profit_0_0.2,cum_profit_0_0.3,cum_profit_0.05_-0.1,cum_profit_0.05_0,cum_profit_0.05_0.1,cum_profit_0.05_0.2,cum_profit_0.05_0.3,cum_profit_0.1_-0.1,cum_profit_0.1_0,cum_profit_0.1_0.1,cum_profit_0.1_0.2,cum_profit_0.1_0.3,cum_profit_0.15_-0.1,cum_profit_0.15_0,cum_profit_0.15_0.1,cum_profit_0.15_0.2,cum_profit_0.15_0.3,cum_profit_0.2_-0.1,cum_profit_0.2_0,cum_profit_0.2_0.1,cum_profit_0.2_0.2,cum_profit_0.2_0.3
74,2018-03-23,103.8726,105.4646,107.0567,108.6487,110.2408,100.754,102.346,103.9381,105.5301,107.1222,97.6354,99.2274,100.8195,102.4115,104.0036,94.5168,96.1089,97.7009,99.2929,100.885,91.3982,92.9903,94.5823,96.1743,97.7664
75,2018-03-26,103.839,105.4312,107.0233,108.6155,110.2077,100.7195,102.3117,103.9039,105.4961,107.0882,97.6,99.1922,100.7844,102.3766,103.9688,94.4805,96.0727,97.6649,99.2571,100.8493,91.3611,92.9533,94.5454,96.1376,97.7298
76,2018-03-27,103.7473,105.3395,106.9317,108.5239,110.1161,100.6278,102.22,103.8122,105.4044,106.9966,97.5084,99.1006,100.6927,102.2849,103.8771,94.3889,95.9811,97.5733,99.1655,100.7576,91.2694,92.8616,94.4538,96.046,97.6382
77,2018-03-28,103.7473,105.3395,106.9317,108.5239,110.1161,100.6278,102.22,103.8122,105.4044,106.9966,97.5084,99.1006,100.6927,102.2849,103.8771,94.3889,95.9811,97.5733,99.1655,100.7576,91.2694,92.8616,94.4538,96.046,97.6382
78,2018-03-29,103.7927,105.391,106.9892,108.5875,110.1858,100.6635,102.2617,103.86,105.4583,107.0566,97.5342,99.1325,100.7308,102.3291,103.9273,94.405,96.0033,97.6016,99.1999,100.7981,91.2758,92.8741,94.4724,96.0706,97.6689
79,2018-03-30,103.8473,105.4524,107.0576,108.6628,110.268,100.7057,102.3109,103.9161,105.5212,107.1264,97.5642,99.1693,100.7745,102.3797,103.9848,94.4226,96.0278,97.6329,99.2381,100.8433,91.281,92.8862,94.4914,96.0965,97.7017
80,2018-04-02,103.8175,105.429,107.0405,108.652,110.2635,100.6648,102.2763,103.8878,105.4993,107.1108,97.512,99.1235,100.735,102.3466,103.9581,94.3593,95.9708,97.5823,99.1938,100.8053,91.2066,92.8181,94.4296,96.0411,97.6526
81,2018-04-03,103.7647,105.382,106.9992,108.6165,110.2337,100.6022,102.2195,103.8367,105.454,107.0712,97.4397,99.057,100.6742,102.2915,103.9087,94.2772,95.8944,97.5117,99.1289,100.7462,91.1147,92.7319,94.3492,95.9664,97.5837
82,2018-04-04,103.5522,105.1737,106.7951,108.4166,110.038,100.3828,102.0042,103.6257,105.2472,106.8686,97.2134,98.8348,100.4563,102.0778,103.6992,94.044,95.6654,97.2869,98.9084,100.5298,90.8746,92.496,94.1175,95.739,97.3604
83,2018-04-09,103.2425,104.8663,106.4901,108.1139,109.7377,100.0701,101.6939,103.3177,104.9414,106.5652,96.8976,98.5214,100.1452,101.769,103.3928,93.7251,95.3489,96.9727,98.5965,100.2203,90.5527,92.1765,93.8003,95.424,97.0478
84,2018-04-10,103.2488,104.8815,106.5143,108.1471,109.7799,100.062,101.6948,103.3276,104.9603,106.5931,96.8752,98.508,100.1408,101.7736,103.4064,93.6885,95.3213,96.954,98.5868,100.2196,90.5017,92.1345,93.7673,95.4001,97.0328
85,2018-04-11,103.5575,105.2025,106.8476,108.4927,110.1378,100.346,101.9911,103.6362,105.2813,106.9264,97.1346,98.7797,100.4248,102.0699,103.7149,93.9232,95.5683,97.2134,98.8584,100.5035,90.7118,92.3569,94.0019,95.647,97.2921
86,2018-04-12,103.6636,105.3137,106.9637,108.6138,110.2639,100.4406,102.0906,103.7407,105.3908,107.0408,97.2175,98.8676,100.5177,102.1677,103.8178,93.9945,95.6446,97.2946,98.9447,100.5948,90.7715,92.4215,94.0716,95.7216,97.3717
87,2018-04-13,104.0912,105.7463,107.4014,109.0565,110.7116,100.8517,102.5068,104.1619,105.817,107.4721,97.6122,99.2673,100.9224,102.5775,104.2326,94.3727,96.0278,97.6829,99.338,100.9931,91.1331,92.7882,94.4433,96.0984,97.7535
88,2018-04-16,104.2197,105.8775,107.5354,109.1932,110.851,100.9706,102.6285,104.2863,105.9441,107.6019,97.7216,99.3794,101.0372,102.695,104.3529,94.4725,96.1303,97.7882,99.446,101.1038,91.2235,92.8813,94.5391,96.1969,97.8547
89,2018-04-17,104.0467,105.7063,107.3658,109.0254,110.685,100.7926,102.4522,104.1117,105.7713,107.4309,97.5385,99.1981,100.8576,102.5172,104.1768,94.2844,95.944,97.6035,99.2631,100.9227,91.0303,92.6899,94.3494,96.009,97.6686
