,date,cum_profit_0_-0.1,cum_profit_0_0,cum_profit_0_0.1,cum_profit_0_0.2,cum_profit_0_0.3,cum_profit_0.05_-0.1,cum_profit_0.05_0,cum_profit_0.05_0.1,cum_profit_0.05_0.2,cum_profit_0.05_0.3,cum_profit_0.1_-0.1,cum_profit_0.1_0,cum_profit_0.1_0.1,cum_profit_0.1_0.2,cum_profit_0.1_0.3,cum_profit_0.15_-0.1,cum_profit_0.15_0,cum_profit_0.15_0.1,cum_profit_0.15_0.2,cum_profit_0.15_0.3,cum_profit_0.2_-0.1,cum_profit_0.2_0,cum_profit_0.2_0.1,cum_profit_0.2_0.2,cum_profit_0.2_0.3
90,2018-04-18,103.9544,105.6144,107.2745,108.9345,110.5945,100.6994,102.3595,104.0195,105.6795,107.3395,97.4444,99.1045,100.7645,102.4245,104.0846,94.1894,95.8495,97.5095,99.1695,100.8296,90.9344,92.5945,94.2545,95.9145,97.5746
91,2018-04-19,103.9456,105.6057,107.2659,108.926,110.5861,100.6902,102.3504,104.0105,105.6707,107.3308,97.4349,99.0951,100.7552,102.4154,104.0755,94.1796,95.8398,97.4999,99.16,100.8202,90.9243,92.5844,94.2446,95.9047,97.5649
92,2018-04-23,103.9383,105.5984,107.2586,108.9187,110.5789,100.683,102.3431,104.0033,105.6634,107.3236,97.4277,99.0878,100.748,102.4081,104.0682,94.1724,95.8325,97.4926,99.1528,100.8129,90.917,92.5772,94.2373,95.8975,97.5576
93,2018-04-24,103.8941,105.5543,107.2144,108.8745,110.5347,100.6388,102.2989,103.9591,105.6192,107.2794,97.3835,99.0436,100.7038,102.3639,104.0241,94.1282,95.7883,97.4485,99.1086,100.7687,90.8728,92.533,94.1931,95.8533,97.5134
94,2018-04-25,103.8941,105.5543,107.2144,108.8745,110.5347,100.6388,102.2989,103.9591,105.6192,107.2794,97.3835,99.0436,100.7038,102.3639,104.0241,94.1282,95.7883,97.4485,99.1086,100.7687,90.8728,92.533,94.1931,95.8533,97.5134
95,2018-04-26,103.8941,105.5543,107.2144,108.8745,110.5347,100.6388,102.2989,103.9591,105.6192,107.2794,97.3835,99.0436,100.7038,102.3639,104.0241,94.1282,95.7883,97.4485,99.1086,100.7687,90.8728,92.533,94.1931,95.8533,97.5134
96,2018-04-27,103.8941,105.5543,107.2144,108.8745,110.5347,100.6388,102.2989,103.9591,105.6192,107.2794,97.3835,99.0436,100.7038,102.3639,104.0241,94.1282,95.7883,97.4485,99.1086,100.7687,90.8728,92.533,94.1931,95.8533,97.5134
97,2018-05-02,103.8941,105.5543,107.2144,108.8745,110.5347,100.6388,102.2989,103.9591,105.6192,107.2794,97.3835,99.0436,100.7038,102.3639,104.0241,94.1282,95.7883,97.4485,99.1086,100.7687,90.8728,92.533,94.1931,95.8533,97.5134
98,2018-05-03,103.8941,105.5543,107.2144,108.8745,110.5347,100.6388,102.2989,103.9591,105.6192,107.2794,97.3835,99.0436,100.7038,102.3639,104.0241,94.1282,95.7883,97.4485,99.1086,100.7687,90.8728,92.533,94.1931,95.8533,97.5134
99,2018-05-04,103.8941,105.5543,107.2144,108.8745,110.5347,100.6388,102.2989,103.9591,105.6192,107.2794,97.3835,99.0436,100.7038,102.3639,104.0241,94.1282,95.7883,97.4485,99.1086,100.7687,90.8728,92.533,94.1931,95.8533,97.5134
100,2018-05-07,103.8941,105.5543,107.2144,108.8745,110.5347,100.6388,102.2989,103.9591,105.6192,107.2794,97.3835,99.0436,100.7038,102.3639,104.0241,94.1282,95.7883,97.4485,99.1086,100.7687,90.8728,92.533,94.1931,95.8533,97.5134
101,2018-05-08,103.7336,105.4,107.0663,108.7327,110.3991,100.4681,102.1345,103.8009,105.4672,107.1336,97.2026,98.869,100.5354,102.2017,103.8681,93.9371,95.6035,97.2699,98.9363,100.6026,90.6716,92.338,94.0044,95.6708,97.3371
102,2018-05-09,103.5506,105.2203,106.8899,108.5596,110.2293,100.2797,101.9494,103.6191,105.2888,106.9584,97.0089,98.6786,100.3482,102.0179,103.6876,93.738,95.4077,97.0774,98.747,100.4167,90.4672,92.1368,93.8065,95.4762,97.1459
