,date,cm_C,cm_P,nm_C,nm_P,cq_C,cq_P,nq_C,nq_P,etf变动,etf绝对值
188,10/13/2017,-0.438148769,-0.235923137,-0.232418356,-0.060477555,0.213375846,0.159986781,0.253995455,0.291847705,-0.001081666,0.001081666
189,10/16/2017,-0.221420167,-0.03853853,-0.207804584,-0.312922463,0.534781405,0.551843848,-0.070659217,0.188155445,0.003970402,0.003970402
190,10/17/2017,0.026168729,0.058893699,0.552057899,0.418484439,-0.03175734,-0.059088579,0.648597232,0.687769972,-0.000719036,0.000719036
191,10/18/2017,-0.711548833,-0.92256283,-0.780847181,-0.825028049,-0.179792717,-0.345196102,-0.793786733,-0.824444277,0.007915093,0.007915093
192,10/19/2017,-0.5518592,-0.501961741,-0.132046865,-0.216893374,0.204800961,0.099400002,-0.17945658,-0.396937952,0.001427807,0.001427807
193,10/20/2017,0.294933213,0.071259164,0.489493486,0.360449209,0.370243515,0.324646889,0.365987197,0.384336029,-0.005346641,0.005346641
194,10/23/2017,0.116748357,-0.156274359,0.652447955,0.696288225,0.431267999,0.241970614,0.52462814,0.611345689,0,0
195,10/24/2017,0.287644878,-0.282133861,0.90115954,0.904268609,0.753939377,0.714803788,0.610734824,0.57381817,0.005733739,0.005733739
196,10/25/2017,0.172082282,-0.300728769,0.533153486,0.591243937,0.282331196,0.362030966,0.501555713,0.461680031,-0.001425263,0.001425263
197,10/26/2017,-0.319009933,-0.228789954,0.027155508,0.074291584,0.780104265,0.817326355,0.544605149,0.560536137,0.008920607,0.008920607
198,10/27/2017,-0.492624011,-0.494271383,-0.601444535,-0.566985293,-0.581758648,-0.531528917,-0.546773791,-0.557736465,0.015915119,0.015915119
199,10/30/2017,0.456106177,0.45830132,0.563731177,0.476348435,-0.212970522,-0.048217433,-0.192538162,-0.128886237,-0.004177546,0.004177546
200,10/31/2017,-0.717512155,-0.728578331,-0.634815916,-0.663355254,-0.70420683,-0.730361085,-0.585100843,-0.555031466,-0.003495892,0.003495892
201,11/1/2017,0.048019268,0.089013242,-0.126488993,-0.202280365,0.622903663,0.715536776,0.39918199,0.513989828,-0.003157341,0.003157341
202,11/2/2017,-0.486585866,-0.599100668,-0.538224554,-0.481357547,-0.623286404,-0.584314486,-0.735335868,-0.782794556,0.001759634,0.001759634
203,11/3/2017,-0.594244709,-0.470256758,0.235383648,0.282445588,0.240921888,0.338309784,0.175312032,0.10704505,0.001756543,0.001756543
204,11/6/2017,-0.818641949,-0.831041882,-0.407869367,-0.392892594,-0.189729069,-0.088591966,0.027784469,-0.082376244,-0.002805541,0.002805541
205,11/7/2017,,,,,,,,,0.011253737,0.011253737
206,11/8/2017,,,,,,,,,-0.000695531,0.000695531
207,11/9/2017,,,,,,,,,0.004176092,0.004176092
208,11/10/2017,0.187815165,0.384783208,0.904019463,0.916809593,0.786093292,0.809968344,0.849621092,0.853162311,0.011436493,0.011436493
209,11/13/2017,0.720905523,0.778413564,0.637861678,0.691897148,0.500043116,0.530101486,0.26439636,0.281853067,0.003426418,0.003426418
210,11/14/2017,0.838383769,0.754879442,0.733428385,0.795528258,0.681908948,0.681127155,0.450105393,0.422446017,-0.005463548,0.005463548
211,11/15/2017,0.548891712,0.626007275,0.044157406,-0.09800131,-0.040511089,0.036657653,-0.009879014,-0.023723503,-0.004120172,0.004120172
212,11/16/2017,-0.495749424,-0.532661981,-0.708730241,-0.685929349,0.240429894,0.245091834,0.475400394,0.654568825,0.010687812,0.010687812
213,11/17/2017,0.260792489,0.848322781,0.505978836,0.521791636,0.784445725,0.844418169,0.860121913,0.899580377,0.01927341,0.01927341
214,11/20/2017,-0.092942445,0.870514976,0.820818701,0.876716945,0.754718654,0.790538968,0.720891261,0.746371182,0.00251004,0.00251004
215,11/21/2017,0.23830271,0.931777796,0.528259824,0.602521625,0.282318377,0.57341845,0.523085335,0.548035569,0.017025538,0.017025538
216,11/22/2017,-0.670649353,-0.165288628,0.575878533,0.577106358,0.679998756,0.662853231,0.523235517,0.526551976,0.006564911,0.006564911
217,11/23/2017,-0.613680068,-0.560038457,-0.35675489,-0.083613847,-0.542515583,-0.544609698,-0.431549026,-0.359880587,-0.024457851,0.024457851
218,11/24/2017,-0.249356389,-0.239434148,-0.788095581,-0.692288826,-0.53924471,-0.518072171,-0.800569293,-0.795083938,-0.00033428,0.00033428
219,11/27/2017,-0.503373815,-0.520042335,-0.09517755,-0.118521671,-0.037483432,-0.061129303,-0.274251074,-0.300483297,-0.007858218,0.007858218
220,11/28/2017,-0.257715202,-0.152808183,-0.611842362,-0.427153972,-0.038300164,-0.076818897,-0.336296183,-0.129062119,-0.024098416,0.024098416
221,11/29/2017,-0.832627096,-0.312176773,-0.294751683,-0.291421335,0.011781884,0.013423883,0.016660375,0.060575191,-0.001726817,0.001726817
222,11/30/2017,-0.884325463,-0.85254221,-0.844217718,-0.829261737,-0.863714815,-0.86192891,-0.646159045,-0.637983089,-0.012108632,0.012108632
223,12/1/2017,-0.862114217,-0.847206172,-0.512365935,-0.443315878,-0.300193089,-0.394710605,-0.42639911,-0.42714742,-0.005953423,0.005953423
224,12/4/2017,-0.709330747,-0.72030643,-0.646217725,-0.65562732,-0.63266889,-0.649065926,-0.642509141,-0.640763572,0.006693676,0.006693676
225,12/5/2017,-0.312852926,-0.362922219,0.069752923,0.06855732,0.243991393,0.236795516,0.377400386,0.370658633,0.0167979,0.0167979
226,12/6/2017,-0.810389065,-0.781828018,-0.816463515,-0.805646995,-0.755199444,-0.758719711,-0.748232974,-0.74869623,-0.012734469,0.012734469
227,12/7/2017,-0.407171231,-0.313318358,-0.214792828,-0.208109876,0.142608579,0.115901801,0.28901929,0.255931061,-0.008715356,0.008715356
228,12/8/2017,-0.734748388,-0.723861835,-0.376326549,-0.40591154,-0.161861006,-0.314376744,-0.19092636,-0.299306321,0.007385265,0.007385265
229,12/11/2017,-0.920235148,-0.918501735,-0.797014073,-0.778227597,-0.618914309,-0.624558731,-0.636229126,-0.668788685,0.011869436,0.011869436
230,12/12/2017,0.246213442,0.113601488,-0.864679482,-0.847217077,-0.730336133,-0.759189722,-0.849754069,-0.848161924,-0.017940314,0.017940314
231,12/13/2017,-0.587371553,-0.657858485,-0.521223537,-0.508700793,-0.166905059,-0.236464912,-0.134351536,-0.162832497,0.008431407,0.008431407
232,12/14/2017,0.399656396,0.344452058,0.252459195,0.184842592,0.397562217,0.386026394,0.230130339,0.205373086,-0.006967427,0.006967427
233,12/15/2017,0.034234429,0.059989627,0.080572835,0.144616297,-0.185775101,-0.220609413,-0.073575422,-0.17834258,-0.011927732,0.011927732
234,12/18/2017,-0.717101842,-0.662986207,0.569335883,0.413532536,0.532774466,0.236421526,0.690487983,0.705989285,0.003905557,0.003905557
235,12/19/2017,-0.637633237,-0.638259924,-0.710208565,-0.646848077,-0.406730142,-0.463798656,-0.126270914,0.006206441,0.014854111,0.014854111
236,12/20/2017,-0.111114922,-0.050597981,-0.411809204,-0.409129721,-0.080119755,-0.146807189,0.00123091,0.003775333,0.002090957,0.002090957
237,12/21/2017,0.220145406,0.470808174,-0.511546169,-0.419536479,0.404791634,0.531632979,0.424650114,0.636695942,0.005912015,0.005912015
238,12/22/2017,0.855386064,0.825129441,0.308954396,0.312212757,0.363516652,0.574103103,0.574133233,0.496674306,-0.005185825,0.005185825
239,12/25/2017,-0.11505947,0.111205745,-0.504319281,-0.521546908,-0.055762493,-0.156084224,0.814668777,0.2884822,-0.000521286,0.000521286
240,12/26/2017,-0.429207615,-0.26181792,-0.405775432,-0.418998586,0.162047798,0.064537501,0.232286638,0.040210981,0.005737135,0.005737135
241,12/27/2017,-0.867667801,-0.811911656,-0.947242847,-0.946287626,-0.609687459,-0.87246954,-0.533594685,-0.676771574,-0.02039758,0.02039758
242,12/28/2017,-0.963573392,-0.94000946,-0.894541527,-0.883327485,-0.85261643,-0.872165975,-0.792592373,-0.832818239,0.007764249,0.007764249
243,12/29/2017,0.179784715,0.190440394,0.341224062,0.318518449,0.568913981,0.511082979,0.659663313,0.709324563,0.000700403,0.000700403
244,1/2/2018,-0.456621135,-0.5725704,-0.828046976,-0.567919468,-0.814582727,-0.804107048,-0.764053932,-0.806748084,0.017497813,0.017497813
245,1/3/2018,0.053139814,-0.260560612,-0.279553333,-0.426567188,0.303153933,0.304541198,-0.175206808,-0.088570129,0.001375752,0.001375752
246,1/4/2018,0.88691492,0.909138748,0.950302402,0.9614117,0.967905807,0.976725821,0.958238949,0.965273667,0.002747725,0.002747725
247,1/5/2018,-0.134782511,-0.470884094,-0.091752178,-0.085782483,-0.031466339,-0.020818611,0.033329667,0.067422414,0.004452817,0.004452817
248,1/8/2018,-0.691750218,-0.722545307,-0.77608841,-0.766825959,0.276363186,0.039160178,-0.41149586,-0.449004167,0.003751066,0.003751066
249,1/9/2018,-0.76379379,-0.758107104,-0.677963,-0.660273843,-0.807160175,-0.801359242,-0.689222165,-0.70998614,0.008833022,0.008833022
250,1/10/2018,0.660340123,0.677943766,0.002615309,0.186323631,-0.80969721,-0.817542507,-0.247102043,-0.274797541,0.008082169,0.008082169
251,1/11/2018,0.237522367,0.206248102,0.368698487,0.382306586,0.349074929,0.354232501,0.082964395,0.017036456,-0.000668114,0.000668114
252,1/12/2018,0.075840519,0.154290985,-0.142328487,-0.172894228,0.120209698,-0.002984577,-0.415954942,-0.364037571,0.009025572,0.009025572
253,1/15/2018,0.728868254,0.889137639,0.853470964,0.864905585,0.805945961,0.872882106,0.70138918,0.735814858,0.007950969,0.007950969
254,1/16/2018,-0.40418068,-0.396334241,-0.031765294,0.050518966,0.142062747,0.182619387,-0.006608719,-0.025368802,0.007230896,0.007230896
255,1/17/2018,-0.295013831,-0.236501799,-0.129243792,-0.156665449,0.053409269,-0.007284707,0.046582686,0.014125991,0.002284223,0.002284223
256,1/18/2018,0.258554712,0.318478969,0.434554233,0.398929344,0.267480779,0.271209476,0.157519839,0.172513919,0.011720658,0.011720658
257,1/19/2018,-0.501479715,-0.47934646,-0.074897451,-0.078768133,0.050055384,0.046081716,0.049443107,0.035215648,0.001930813,0.001930813
258,1/22/2018,0.012442375,0.05955741,0.316508707,0.27758549,0.51307924,0.500278523,0.433970802,0.291710632,0.005460093,0.005460093
259,1/23/2018,0.041846327,0.117602332,-0.160983942,-0.162054591,0.207239151,0.225105952,0.406269385,0.401696292,0.013416387,0.013416387
260,1/24/2018,-0.076372868,0.342735024,0.327392859,0.311549887,0.426489572,0.444979065,0.38761753,0.383903965,-0.000315209,0.000315209
261,1/25/2018,-0.23270782,-0.241733071,-0.100856963,-0.100828657,0.139143414,0.144962505,0.236994036,0.238370889,-0.006621472,0.006621472
262,1/26/2018,-0.680627113,-0.701579455,-0.517337925,-0.523360051,-0.266864942,-0.288065377,-0.059499211,-0.011721856,0.006665609,0.006665609
263,1/29/2018,-0.772865715,-0.727508312,-0.373320412,-0.404182769,-0.049423586,-0.019843636,0.10116045,0.215190925,-0.017972568,0.017972568
264,1/30/2018,0.885744665,0.881642829,0.890483058,0.893956951,0.440500119,0.395224816,0.441131658,0.381842944,-0.012843153,0.012843153
265,1/31/2018,-0.450247674,-0.383744933,0.105498656,0.095177555,0.695248438,0.690782215,0.289198487,0.196068644,0.012359733,0.012359733
266,2/1/2018,-0.288670101,-0.271405891,0.054357921,0.026560495,0.267677915,0.293028814,0.282390836,0.311935394,0.007068273,0.007068273
267,2/2/2018,-0.79276052,-0.793832958,-0.64464656,-0.670033219,-0.403153942,-0.405628106,0.0780515,-0.038179116,0.003509332,0.003509332
268,2/5/2018,-0.652641522,-0.713446916,-0.459988201,-0.537610048,-0.414514173,-0.415338608,-0.256424665,-0.397717492,0.011127007,0.011127007
269,2/6/2018,-0.719613672,-0.790657,-0.698173002,-0.272467033,-0.508610163,-0.154035503,-0.528535557,-0.51882402,-0.02263795,0.02263795
270,2/7/2018,-0.972908775,-0.959215747,-0.910530405,-0.647235046,-0.837255814,-0.830144852,-0.77997447,-0.799280314,-0.027987775,0.027987775
271,2/8/2018,-0.743447082,-0.692749084,-0.208633511,-0.178315065,-0.270035061,-0.269184351,-0.364635799,-0.232448298,-0.027800761,0.027800761
272,2/9/2018,-0.500593986,-0.509757004,-0.344933567,-0.345494789,-0.487621567,-0.474026109,-0.497052403,-0.506090049,-0.045957447,0.045957447
273,2/12/2018,-0.679573085,-0.687860935,-0.720423543,-0.494188837,-0.73624211,-0.733146656,-0.614671545,-0.649612701,-0.001070473,0.001070473
274,2/13/2018,-0.542376612,-0.519421952,-0.372070233,-0.375415501,-0.087166669,-0.069038553,-0.707487504,-0.408998682,0.017145919,0.017145919
275,2/14/2018,0.607651004,0.622696292,-0.119989927,-0.071970601,-0.073400953,0.126115336,-0.191472603,-0.126809584,0.006321335,0.006321335
276,2/22/2018,-0.103908344,-0.009110597,-0.68290952,-0.637374735,-0.619479469,-0.636544963,-0.718125227,-0.704838947,0.020589775,0.020589775
277,2/23/2018,-0.4275436,-0.435424314,-0.343270211,-0.335002815,-0.18552841,-0.072260996,-0.177571177,-0.269716106,0.010600103,0.010600103
278,2/26/2018,-0.548473389,-0.513828961,-0.746761301,-0.707642928,-0.318845961,-0.399341262,-0.211080458,-0.049792906,0.003383522,0.003383522
279,2/27/2018,0.140539676,0.340191782,-0.504638627,-0.457582629,-0.671914097,-0.621777438,-0.502695923,-0.397155532,-0.016186141,0.016186141
280,2/28/2018,-0.255487133,-0.02949558,-0.482478314,-0.489053318,-0.405384169,-0.334907429,-0.067155093,-0.13067189,-0.016109683,0.016109683
281,3/1/2018,-0.920882808,-0.915182347,-0.735203522,-0.691552692,-0.859886068,-0.831684956,-0.874486434,-0.870643885,0.004528828,0.004528828
282,3/2/2018,-0.72933148,-0.702852782,-0.492110309,-0.500570691,-0.490023833,-0.504757849,-0.723669346,-0.708075695,-0.009710421,0.009710421
283,3/5/2018,-0.5110874,-0.459678202,-0.381960536,-0.341764149,-0.18694049,-0.254588588,-0.382280547,-0.303202253,-0.000350201,0.000350201
284,3/6/2018,-0.892280781,-0.853879794,-0.724926234,-0.667113486,-0.561015711,-0.548037814,-0.424309965,-0.426112131,0.011911018,0.011911018
285,3/7/2018,-0.769003142,-0.74636659,-0.813747953,-0.83623924,-0.662828193,-0.529956041,0.103288357,0.149574671,-0.006577809,0.006577809
286,3/8/2018,-0.630850763,-0.532836543,-0.762386213,-0.780640354,-0.7855956,-0.815259373,-0.764988363,-0.790546726,0.008363826,0.008363826
287,3/9/2018,-0.795314524,-0.797711131,-0.579297771,-0.583769323,-0.39421441,-0.350267168,-0.228892465,-0.205705182,0.003456022,0.003456022
288,3/12/2018,-0.820113939,-0.8440766,-0.281314965,-0.301822929,-0.314563452,-0.307200804,0.126651051,0.154197881,0.000688824,0.000688824
289,3/13/2018,-0.490112988,-0.446601019,-0.658857194,-0.467327016,-0.807308932,-0.797653043,-0.569207133,-0.23152434,-0.01135777,0.01135777
290,3/14/2018,-0.705385086,-0.710692689,-0.766526041,-0.781937272,-0.851760562,-0.879106094,-0.731974679,-0.705784582,-0.003481288,0.003481288
291,3/15/2018,-0.821681107,-0.810851051,-0.70719954,-0.728668808,-0.804572757,-0.778240406,-0.214033092,-0.233844557,0.009781659,0.009781659
292,3/16/2018,-0.928041334,-0.915748614,-0.903370152,-0.91597913,-0.142142585,-0.022061948,0.602293622,0.681815026,-0.009686905,0.009686905
293,3/19/2018,-0.441549699,-0.543486118,-0.594173537,-0.632650143,0.48061551,0.485903207,0.61296022,0.657467196,0.010480349,0.010480349
294,3/20/2018,-0.723770283,-0.713448073,-0.857682221,-0.846220917,-0.870865606,-0.874160677,-0.688629312,-0.633305641,0.000691443,0.000691443
295,3/21/2018,-0.85830806,-0.772724383,-0.797554681,-0.778273385,-0.256951396,-0.097359491,-0.159157789,-0.096354396,-0.003454828,0.003454828
296,3/22/2018,-0.539863062,-0.462130647,-0.86236561,-0.852321891,-0.801216953,-0.790354191,-0.852887832,-0.844103113,-0.009707055,0.009707055
297,3/23/2018,-0.545555607,-0.481130218,-0.676575823,-0.309725843,-0.583316308,-0.534612738,-0.350307052,-0.340395385,-0.026605986,0.026605986
298,3/26/2018,-0.429445106,-0.406197534,-0.188749425,-0.13737831,-0.372783023,-0.318706137,-0.539654074,-0.526055137,-0.017263082,0.017263082
299,3/27/2018,-0.600869565,-0.421067215,-0.384670373,-0.463291663,-0.159200482,-0.193281929,-0.17253365,-0.076403249,0.001829826,0.001829826
300,3/28/2018,-0.418577736,0.031904376,-0.896325686,-0.897301756,-0.925583775,-0.90855512,-0.941611869,-0.947290833,-0.018630137,0.018630137
301,3/29/2018,-0.549534749,-0.531387436,-0.757165543,-0.755952722,-0.708104688,-0.735864325,-0.793826842,-0.732361651,0.01712265,0.01712265
302,3/30/2018,-0.701751022,-0.722055946,-0.428706138,-0.385714091,-0.470865899,-0.43273997,-0.250000101,-0.279554543,-0.006587374,0.006587374
303,4/2/2018,-0.599785814,-0.548847779,-0.839236979,-0.830315518,-0.835048079,-0.885272316,-0.644464395,-0.71171294,-0.004789096,0.004789096
304,4/3/2018,-0.723964253,-0.700103319,-0.491669179,-0.482348929,-0.174732442,-0.254452833,-0.131732768,-0.130494929,-0.003701647,0.003701647
305,4/4/2018,-0.536035742,-0.571253041,-0.813332236,-0.814967386,-0.565144902,-0.577911417,-0.300066785,-0.345459864,0.00148616,0.00148616
306,4/9/2018,-0.674410929,-0.692715916,-0.136699107,-0.063600179,-0.022712977,-0.091879421,-0.10847013,-0.127123612,0.004822853,0.004822853
307,4/10/2018,-0.687872512,-0.614260427,-0.611255966,-0.617748569,-0.737504143,-0.7302978,-0.770667293,-0.770515155,0.023998523,0.023998523
308,4/11/2018,-0.631759581,-0.591547222,-0.669543492,-0.679411198,-0.46015233,-0.415022911,-0.293954203,-0.299038254,0.000721111,0.000721111
309,4/12/2018,-0.723210053,-0.693581713,-0.778501963,-0.731669912,-0.837334799,-0.845680033,-0.76974612,-0.734715664,-0.01188975,0.01188975
310,4/13/2018,-0.804057009,-0.782219898,-0.864096562,-0.868964204,-0.787985967,-0.769941664,-0.888894296,-0.882768111,-0.008386509,0.008386509
311,4/16/2018,-0.433383703,-0.330200575,-0.83869394,-0.840150342,-0.918880001,-0.931162871,-0.921806714,-0.923810356,-0.022430594,0.022430594
312,4/17/2018,0.216598818,0.16490295,-0.00029246,0.021149223,-0.304114507,-0.420307379,-0.555317758,-0.544586729,-0.011472635,0.011472635
313,4/18/2018,-0.255972033,-0.291738844,-0.721765308,-0.756427792,-0.741966621,-0.663055017,-0.302445519,-0.237790449,0.005898021,0.005898021
314,4/19/2018,-0.007116555,-0.005481728,-0.44323644,-0.484604411,-0.557048038,-0.584611669,-0.745445757,-0.745202754,0.011726877,0.011726877
315,4/23/2018,-0.46014818,-0.428452573,-0.884222784,-0.897879039,-0.691425397,-0.709452782,-0.513138757,-0.515897655,-0.00673023,0.00673023
316,4/24/2018,0.418225302,0.683681673,0.514033917,0.490751602,0.445165541,0.392732994,0.26047146,0.257398653,0.022962545,0.022962545
317,4/25/2018,0.110223478,0.157206136,0.137300755,0.099062389,0.136596221,0.076553474,0.261221654,0.222712067,-0.008831647,0.008831647
318,4/26/2018,-0.616289354,-0.396507197,-0.478734163,-0.420539133,-0.216667664,0.156589236,-0.532490745,-0.642809949,-0.014479302,0.014479302
319,4/27/2018,-0.910832824,-0.912427352,-0.665493818,-0.645408419,-0.521278591,-0.551581342,0.167765228,0.126772224,-0.004520625,0.004520625
320,5/2/2018,-0.812569026,-0.817702117,-0.685544725,-0.723349483,-0.041820042,-0.138320062,0.031349235,-0.159049999,0.001135289,0.001135289
321,5/3/2018,-0.628369375,-0.624764924,-0.492521917,-0.529136743,-0.643608823,-0.674199524,-0.642540627,-0.701220933,0.003024003,0.003024003
322,5/4/2018,-0.281565815,-0.35801109,-0.065246765,-0.201283103,0.086260073,0.185964875,0.611663854,0.59463568,-0.007537215,0.007537215
323,5/7/2018,-0.855452545,-0.845731027,-0.80932806,-0.830359325,-0.831892429,-0.833472569,-0.886528408,-0.903602977,0.015568635,0.015568635
324,5/8/2018,-0.837928601,-0.847486111,-0.492036031,-0.536570268,0.506974183,0.523236075,0.770128134,0.753187131,0.014956067,0.014956067
325,5/9/2018,-0.100106062,-0.13713166,-0.216816936,-0.202197962,0.039367282,-0.029787489,-0.237845701,-0.314419356,-0.001289372,0.001289372
326,5/10/2018,-0.496897131,-0.466718873,-0.269009631,-0.273682567,-0.15035011,-0.129909747,-0.15818557,-0.181150847,0.004610845,0.004610845
