,expiry,date,strike,id,type,path,is_atm,atm_type
0,20170125,20170103,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170103\2300\10000777C\10000777vols_data.csv,1,1
1,20170125,20170103,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170103\2300\10000782P\10000782vols_data.csv,1,1
2,20170222,20170103,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170103\2300\10000833C\10000833vols_data.csv,1,2
3,20170222,20170103,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170103\2300\10000838P\10000838vols_data.csv,1,2
4,20170322,20170103,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170103\2300\10000787C\10000787vols_data.csv,1,3
5,20170322,20170103,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170103\2300\10000792P\10000792vols_data.csv,1,3
6,20170628,20170103,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170103\2300\10000797C\10000797vols_data.csv,1,4
7,20170628,20170103,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170103\2300\10000802P\10000802vols_data.csv,1,4
8,20170125,20170104,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170104\2300\10000777C\10000777vols_data.csv,1,1
9,20170125,20170104,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170104\2300\10000782P\10000782vols_data.csv,1,1
10,20170222,20170104,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170104\2300\10000833C\10000833vols_data.csv,1,2
11,20170222,20170104,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170104\2300\10000838P\10000838vols_data.csv,1,2
12,20170322,20170104,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170104\2300\10000787C\10000787vols_data.csv,1,3
13,20170322,20170104,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170104\2300\10000792P\10000792vols_data.csv,1,3
14,20170628,20170104,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170104\2300\10000797C\10000797vols_data.csv,1,4
15,20170628,20170104,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170104\2300\10000802P\10000802vols_data.csv,1,4
16,20170125,20170105,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170105\2300\10000777C\10000777vols_data.csv,1,1
17,20170125,20170105,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170105\2300\10000782P\10000782vols_data.csv,1,1
18,20170222,20170105,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170105\2300\10000833C\10000833vols_data.csv,1,2
19,20170222,20170105,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170105\2300\10000838P\10000838vols_data.csv,1,2
20,20170322,20170105,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170105\2300\10000787C\10000787vols_data.csv,1,3
21,20170322,20170105,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170105\2300\10000792P\10000792vols_data.csv,1,3
22,20170628,20170105,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170105\2300\10000797C\10000797vols_data.csv,1,4
23,20170628,20170105,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170105\2300\10000802P\10000802vols_data.csv,1,4
24,20170125,20170106,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170106\2300\10000777C\10000777vols_data.csv,1,1
25,20170125,20170106,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170106\2300\10000782P\10000782vols_data.csv,1,1
26,20170222,20170106,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170106\2300\10000833C\10000833vols_data.csv,1,2
27,20170222,20170106,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170106\2300\10000838P\10000838vols_data.csv,1,2
28,20170322,20170106,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170106\2300\10000787C\10000787vols_data.csv,1,3
29,20170322,20170106,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170106\2300\10000792P\10000792vols_data.csv,1,3
30,20170628,20170106,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170106\2300\10000797C\10000797vols_data.csv,1,4
31,20170628,20170106,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170106\2300\10000802P\10000802vols_data.csv,1,4
32,20170125,20170109,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170109\2300\10000777C\10000777vols_data.csv,1,1
33,20170125,20170109,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170109\2300\10000782P\10000782vols_data.csv,1,1
34,20170222,20170109,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170109\2300\10000833C\10000833vols_data.csv,1,2
35,20170222,20170109,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170109\2300\10000838P\10000838vols_data.csv,1,2
36,20170322,20170109,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170109\2300\10000787C\10000787vols_data.csv,1,3
37,20170322,20170109,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170109\2300\10000792P\10000792vols_data.csv,1,3
38,20170628,20170109,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170109\2300\10000797C\10000797vols_data.csv,1,4
39,20170628,20170109,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170109\2300\10000802P\10000802vols_data.csv,1,4
40,20170125,20170110,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170110\2300\10000777C\10000777vols_data.csv,1,1
41,20170125,20170110,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170110\2300\10000782P\10000782vols_data.csv,1,1
42,20170222,20170110,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170110\2300\10000833C\10000833vols_data.csv,1,2
43,20170222,20170110,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170110\2300\10000838P\10000838vols_data.csv,1,2
44,20170322,20170110,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170110\2300\10000787C\10000787vols_data.csv,1,3
45,20170322,20170110,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170110\2300\10000792P\10000792vols_data.csv,1,3
46,20170628,20170110,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170110\2300\10000797C\10000797vols_data.csv,1,4
47,20170628,20170110,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170110\2300\10000802P\10000802vols_data.csv,1,4
48,20170125,20170111,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170111\2300\10000777C\10000777vols_data.csv,1,1
49,20170125,20170111,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170111\2300\10000782P\10000782vols_data.csv,1,1
50,20170222,20170111,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170111\2300\10000833C\10000833vols_data.csv,1,2
51,20170222,20170111,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170111\2300\10000838P\10000838vols_data.csv,1,2
52,20170322,20170111,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170111\2300\10000787C\10000787vols_data.csv,1,3
53,20170322,20170111,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170111\2300\10000792P\10000792vols_data.csv,1,3
54,20170628,20170111,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170111\2300\10000797C\10000797vols_data.csv,1,4
55,20170628,20170111,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170111\2300\10000802P\10000802vols_data.csv,1,4
56,20170125,20170112,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170112\2300\10000777C\10000777vols_data.csv,1,1
57,20170125,20170112,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170112\2300\10000782P\10000782vols_data.csv,1,1
58,20170222,20170112,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170112\2300\10000833C\10000833vols_data.csv,1,2
59,20170222,20170112,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170112\2300\10000838P\10000838vols_data.csv,1,2
60,20170322,20170112,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170112\2300\10000787C\10000787vols_data.csv,1,3
61,20170322,20170112,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170112\2300\10000792P\10000792vols_data.csv,1,3
62,20170628,20170112,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170112\2300\10000797C\10000797vols_data.csv,1,4
63,20170628,20170112,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170112\2300\10000802P\10000802vols_data.csv,1,4
64,20170125,20170113,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170113\2300\10000777C\10000777vols_data.csv,1,1
65,20170125,20170113,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170113\2300\10000782P\10000782vols_data.csv,1,1
66,20170222,20170113,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170113\2300\10000833C\10000833vols_data.csv,1,2
67,20170222,20170113,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170113\2300\10000838P\10000838vols_data.csv,1,2
68,20170322,20170113,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170113\2300\10000787C\10000787vols_data.csv,1,3
69,20170322,20170113,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170113\2300\10000792P\10000792vols_data.csv,1,3
70,20170628,20170113,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170113\2300\10000797C\10000797vols_data.csv,1,4
71,20170628,20170113,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170113\2300\10000802P\10000802vols_data.csv,1,4
72,20170125,20170116,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170116\2300\10000777C\10000777vols_data.csv,1,1
73,20170125,20170116,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170116\2300\10000782P\10000782vols_data.csv,1,1
74,20170222,20170116,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170116\2300\10000833C\10000833vols_data.csv,1,2
75,20170222,20170116,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170116\2300\10000838P\10000838vols_data.csv,1,2
76,20170322,20170116,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170116\2300\10000787C\10000787vols_data.csv,1,3
77,20170322,20170116,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170116\2300\10000792P\10000792vols_data.csv,1,3
78,20170628,20170116,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170116\2300\10000797C\10000797vols_data.csv,1,4
79,20170628,20170116,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170116\2300\10000802P\10000802vols_data.csv,1,4
80,20170125,20170117,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170117\2350\10000778C\10000778vols_data.csv,1,1
81,20170125,20170117,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170117\2350\10000783P\10000783vols_data.csv,1,1
82,20170222,20170117,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170117\2350\10000834C\10000834vols_data.csv,1,2
83,20170222,20170117,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170117\2350\10000839P\10000839vols_data.csv,1,2
84,20170322,20170117,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170117\2350\10000788C\10000788vols_data.csv,1,3
85,20170322,20170117,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170117\2350\10000793P\10000793vols_data.csv,1,3
86,20170628,20170117,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170117\2350\10000798C\10000798vols_data.csv,1,4
87,20170628,20170117,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170117\2350\10000803P\10000803vols_data.csv,1,4
88,20170125,20170118,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170118\2350\10000778C\10000778vols_data.csv,1,1
89,20170125,20170118,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170118\2350\10000783P\10000783vols_data.csv,1,1
90,20170222,20170118,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170118\2350\10000834C\10000834vols_data.csv,1,2
91,20170222,20170118,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170118\2350\10000839P\10000839vols_data.csv,1,2
92,20170322,20170118,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170118\2350\10000788C\10000788vols_data.csv,1,3
93,20170322,20170118,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170118\2350\10000793P\10000793vols_data.csv,1,3
94,20170628,20170118,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170118\2350\10000798C\10000798vols_data.csv,1,4
95,20170628,20170118,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170118\2350\10000803P\10000803vols_data.csv,1,4
96,20170125,20170119,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170119\2350\10000778C\10000778vols_data.csv,1,1
97,20170125,20170119,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170119\2350\10000783P\10000783vols_data.csv,1,1
98,20170222,20170119,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170119\2350\10000834C\10000834vols_data.csv,1,2
99,20170222,20170119,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170119\2350\10000839P\10000839vols_data.csv,1,2
100,20170322,20170119,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170119\2350\10000788C\10000788vols_data.csv,1,3
101,20170322,20170119,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170119\2350\10000793P\10000793vols_data.csv,1,3
102,20170628,20170119,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170119\2350\10000798C\10000798vols_data.csv,1,4
103,20170628,20170119,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170119\2350\10000803P\10000803vols_data.csv,1,4
104,20170125,20170120,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170120\2350\10000778C\10000778vols_data.csv,1,1
105,20170125,20170120,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170120\2350\10000783P\10000783vols_data.csv,1,1
106,20170222,20170120,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170120\2350\10000834C\10000834vols_data.csv,1,2
107,20170222,20170120,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170120\2350\10000839P\10000839vols_data.csv,1,2
108,20170322,20170120,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170120\2350\10000788C\10000788vols_data.csv,1,3
109,20170322,20170120,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170120\2350\10000793P\10000793vols_data.csv,1,3
110,20170628,20170120,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170120\2350\10000798C\10000798vols_data.csv,1,4
111,20170628,20170120,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170120\2350\10000803P\10000803vols_data.csv,1,4
112,20170125,20170123,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170123\2350\10000778C\10000778vols_data.csv,1,1
113,20170125,20170123,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170123\2350\10000783P\10000783vols_data.csv,1,1
114,20170222,20170123,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170123\2350\10000834C\10000834vols_data.csv,1,2
115,20170222,20170123,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170123\2350\10000839P\10000839vols_data.csv,1,2
116,20170322,20170123,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170123\2350\10000788C\10000788vols_data.csv,1,3
117,20170322,20170123,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170123\2350\10000793P\10000793vols_data.csv,1,3
118,20170628,20170123,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170123\2350\10000798C\10000798vols_data.csv,1,4
119,20170628,20170123,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170123\2350\10000803P\10000803vols_data.csv,1,4
120,20170125,20170124,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170124\2350\10000778C\10000778vols_data.csv,1,1
121,20170125,20170124,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170124\2350\10000783P\10000783vols_data.csv,1,1
122,20170222,20170124,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170124\2350\10000834C\10000834vols_data.csv,1,2
123,20170222,20170124,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170124\2350\10000839P\10000839vols_data.csv,1,2
124,20170322,20170124,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170124\2350\10000788C\10000788vols_data.csv,1,3
125,20170322,20170124,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170124\2350\10000793P\10000793vols_data.csv,1,3
126,20170628,20170124,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170124\2350\10000798C\10000798vols_data.csv,1,4
127,20170628,20170124,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170124\2350\10000803P\10000803vols_data.csv,1,4
128,20170125,20170125,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170125\2350\10000778C\10000778vols_data.csv,1,1
129,20170125,20170125,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170125\2350\10000783P\10000783vols_data.csv,1,1
130,20170222,20170125,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170125\2350\10000834C\10000834vols_data.csv,1,2
131,20170222,20170125,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170125\2350\10000839P\10000839vols_data.csv,1,2
132,20170322,20170125,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170125\2350\10000788C\10000788vols_data.csv,1,3
133,20170322,20170125,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170125\2350\10000793P\10000793vols_data.csv,1,3
134,20170628,20170125,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170125\2350\10000798C\10000798vols_data.csv,1,4
135,20170628,20170125,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170125\2350\10000803P\10000803vols_data.csv,1,4
136,20170222,20170126,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170126\2350\10000834C\10000834vols_data.csv,1,1
137,20170222,20170126,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170126\2350\10000839P\10000839vols_data.csv,1,1
138,20170322,20170126,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170126\2350\10000788C\10000788vols_data.csv,1,2
139,20170322,20170126,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170126\2350\10000793P\10000793vols_data.csv,1,2
140,20170628,20170126,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170126\2350\10000798C\10000798vols_data.csv,1,3
141,20170628,20170126,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170126\2350\10000803P\10000803vols_data.csv,1,3
142,20170927,20170126,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170126\2350\10000845C\10000845vols_data.csv,1,4
143,20170927,20170126,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170126\2350\10000850P\10000850vols_data.csv,1,4
144,20170222,20170203,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170203\2350\10000834C\10000834vols_data.csv,1,1
145,20170222,20170203,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170203\2350\10000839P\10000839vols_data.csv,1,1
146,20170322,20170203,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170203\2350\10000788C\10000788vols_data.csv,1,2
147,20170322,20170203,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170203\2350\10000793P\10000793vols_data.csv,1,2
148,20170628,20170203,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170203\2350\10000798C\10000798vols_data.csv,1,3
149,20170628,20170203,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170203\2350\10000803P\10000803vols_data.csv,1,3
150,20170927,20170203,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170203\2350\10000845C\10000845vols_data.csv,1,4
151,20170927,20170203,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170203\2350\10000850P\10000850vols_data.csv,1,4
152,20170222,20170206,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170206\2350\10000834C\10000834vols_data.csv,1,1
153,20170222,20170206,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170206\2350\10000839P\10000839vols_data.csv,1,1
154,20170322,20170206,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170206\2350\10000788C\10000788vols_data.csv,1,2
155,20170322,20170206,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170206\2350\10000793P\10000793vols_data.csv,1,2
156,20170628,20170206,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170206\2350\10000798C\10000798vols_data.csv,1,3
157,20170628,20170206,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170206\2350\10000803P\10000803vols_data.csv,1,3
158,20170927,20170206,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170206\2350\10000845C\10000845vols_data.csv,1,4
159,20170927,20170206,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170206\2350\10000850P\10000850vols_data.csv,1,4
160,20170222,20170207,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170207\2350\10000834C\10000834vols_data.csv,1,1
161,20170222,20170207,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170207\2350\10000839P\10000839vols_data.csv,1,1
162,20170322,20170207,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170207\2350\10000788C\10000788vols_data.csv,1,2
163,20170322,20170207,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170207\2350\10000793P\10000793vols_data.csv,1,2
164,20170628,20170207,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170207\2350\10000798C\10000798vols_data.csv,1,3
165,20170628,20170207,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170207\2350\10000803P\10000803vols_data.csv,1,3
166,20170927,20170207,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170207\2350\10000845C\10000845vols_data.csv,1,4
167,20170927,20170207,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170207\2350\10000850P\10000850vols_data.csv,1,4
168,20170222,20170208,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170208\2350\10000834C\10000834vols_data.csv,1,1
169,20170222,20170208,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170208\2350\10000839P\10000839vols_data.csv,1,1
170,20170322,20170208,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170208\2350\10000788C\10000788vols_data.csv,1,2
171,20170322,20170208,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170208\2350\10000793P\10000793vols_data.csv,1,2
172,20170628,20170208,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170208\2350\10000798C\10000798vols_data.csv,1,3
173,20170628,20170208,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170208\2350\10000803P\10000803vols_data.csv,1,3
174,20170927,20170208,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170208\2350\10000845C\10000845vols_data.csv,1,4
175,20170927,20170208,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170208\2350\10000850P\10000850vols_data.csv,1,4
176,20170222,20170209,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170209\2350\10000834C\10000834vols_data.csv,1,1
177,20170222,20170209,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170209\2350\10000839P\10000839vols_data.csv,1,1
178,20170322,20170209,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170209\2350\10000788C\10000788vols_data.csv,1,2
179,20170322,20170209,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170209\2350\10000793P\10000793vols_data.csv,1,2
180,20170628,20170209,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170209\2350\10000798C\10000798vols_data.csv,1,3
181,20170628,20170209,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170209\2350\10000803P\10000803vols_data.csv,1,3
182,20170927,20170209,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170209\2350\10000845C\10000845vols_data.csv,1,4
183,20170927,20170209,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170209\2350\10000850P\10000850vols_data.csv,1,4
184,20170222,20170210,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170210\2350\10000834C\10000834vols_data.csv,1,1
185,20170222,20170210,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170210\2350\10000839P\10000839vols_data.csv,1,1
186,20170322,20170210,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170210\2350\10000788C\10000788vols_data.csv,1,2
187,20170322,20170210,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170210\2350\10000793P\10000793vols_data.csv,1,2
188,20170628,20170210,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170210\2350\10000798C\10000798vols_data.csv,1,3
189,20170628,20170210,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170210\2350\10000803P\10000803vols_data.csv,1,3
190,20170927,20170210,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170210\2350\10000845C\10000845vols_data.csv,1,4
191,20170927,20170210,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170210\2350\10000850P\10000850vols_data.csv,1,4
192,20170222,20170213,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170213\2350\10000834C\10000834vols_data.csv,1,1
193,20170222,20170213,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170213\2350\10000839P\10000839vols_data.csv,1,1
194,20170322,20170213,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170213\2350\10000788C\10000788vols_data.csv,1,2
195,20170322,20170213,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170213\2350\10000793P\10000793vols_data.csv,1,2
196,20170628,20170213,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170213\2350\10000798C\10000798vols_data.csv,1,3
197,20170628,20170213,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170213\2350\10000803P\10000803vols_data.csv,1,3
198,20170927,20170213,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170213\2350\10000845C\10000845vols_data.csv,1,4
199,20170927,20170213,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170213\2350\10000850P\10000850vols_data.csv,1,4
200,20170222,20170214,2400,10000835,C,E:/Pycharm/data/option_data\20170222\20170214\2400\10000835C\10000835vols_data.csv,1,1
201,20170222,20170214,2400,10000840,P,E:/Pycharm/data/option_data\20170222\20170214\2400\10000840P\10000840vols_data.csv,1,1
202,20170322,20170214,2400,10000789,C,E:/Pycharm/data/option_data\20170322\20170214\2400\10000789C\10000789vols_data.csv,1,2
203,20170322,20170214,2400,10000794,P,E:/Pycharm/data/option_data\20170322\20170214\2400\10000794P\10000794vols_data.csv,1,2
204,20170628,20170214,2400,10000799,C,E:/Pycharm/data/option_data\20170628\20170214\2400\10000799C\10000799vols_data.csv,1,3
205,20170628,20170214,2400,10000804,P,E:/Pycharm/data/option_data\20170628\20170214\2400\10000804P\10000804vols_data.csv,1,3
206,20170927,20170214,2400,10000846,C,E:/Pycharm/data/option_data\20170927\20170214\2400\10000846C\10000846vols_data.csv,1,4
207,20170927,20170214,2400,10000851,P,E:/Pycharm/data/option_data\20170927\20170214\2400\10000851P\10000851vols_data.csv,1,4
208,20170222,20170215,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170215\2350\10000834C\10000834vols_data.csv,1,1
209,20170222,20170215,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170215\2350\10000839P\10000839vols_data.csv,1,1
210,20170322,20170215,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170215\2350\10000788C\10000788vols_data.csv,1,2
211,20170322,20170215,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170215\2350\10000793P\10000793vols_data.csv,1,2
212,20170628,20170215,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170215\2350\10000798C\10000798vols_data.csv,1,3
213,20170628,20170215,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170215\2350\10000803P\10000803vols_data.csv,1,3
