,expiry,date,strike,id,type,path,is_atm
3532,20170628,20170508,2200,10000830,P,E:/Pycharm/data/option_data\20170628\20170508\2200\10000830P\10000830vols_data.csv,0
3533,20170927,20170508,2250,10000843,C,E:/Pycharm/data/option_data\20170927\20170508\2250\10000843C\10000843vols_data.csv,0
3534,20170927,20170508,2300,10000844,C,E:/Pycharm/data/option_data\20170927\20170508\2300\10000844C\10000844vols_data.csv,1
3535,20170927,20170508,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170508\2350\10000845C\10000845vols_data.csv,0
3536,20170927,20170508,2400,10000846,C,E:/Pycharm/data/option_data\20170927\20170508\2400\10000846C\10000846vols_data.csv,0
3537,20170927,20170508,2450,10000847,C,E:/Pycharm/data/option_data\20170927\20170508\2450\10000847C\10000847vols_data.csv,0
3538,20170927,20170508,2500,10000855,C,E:/Pycharm/data/option_data\20170927\20170508\2500\10000855C\10000855vols_data.csv,0
3539,20170927,20170508,2200,10000885,C,E:/Pycharm/data/option_data\20170927\20170508\2200\10000885C\10000885vols_data.csv,0
3540,20170927,20170508,2250,10000848,P,E:/Pycharm/data/option_data\20170927\20170508\2250\10000848P\10000848vols_data.csv,0
3541,20170927,20170508,2300,10000849,P,E:/Pycharm/data/option_data\20170927\20170508\2300\10000849P\10000849vols_data.csv,1
3542,20170927,20170508,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170508\2350\10000850P\10000850vols_data.csv,0
3543,20170927,20170508,2200,10000886,P,E:/Pycharm/data/option_data\20170927\20170508\2200\10000886P\10000886vols_data.csv,0
3544,20171227,20170508,2250,10000887,C,E:/Pycharm/data/option_data\20171227\20170508\2250\10000887C\10000887vols_data.csv,0
3545,20171227,20170508,2300,10000888,C,E:/Pycharm/data/option_data\20171227\20170508\2300\10000888C\10000888vols_data.csv,1
3546,20171227,20170508,2350,10000889,C,E:/Pycharm/data/option_data\20171227\20170508\2350\10000889C\10000889vols_data.csv,0
3547,20171227,20170508,2400,10000890,C,E:/Pycharm/data/option_data\20171227\20170508\2400\10000890C\10000890vols_data.csv,0
3548,20171227,20170508,2450,10000891,C,E:/Pycharm/data/option_data\20171227\20170508\2450\10000891C\10000891vols_data.csv,0
3549,20171227,20170508,2200,10000897,C,E:/Pycharm/data/option_data\20171227\20170508\2200\10000897C\10000897vols_data.csv,0
3550,20171227,20170508,2250,10000892,P,E:/Pycharm/data/option_data\20171227\20170508\2250\10000892P\10000892vols_data.csv,0
3551,20171227,20170508,2300,10000893,P,E:/Pycharm/data/option_data\20171227\20170508\2300\10000893P\10000893vols_data.csv,1
3552,20171227,20170508,2350,10000894,P,E:/Pycharm/data/option_data\20171227\20170508\2350\10000894P\10000894vols_data.csv,0
3553,20171227,20170508,2200,10000898,P,E:/Pycharm/data/option_data\20171227\20170508\2200\10000898P\10000898vols_data.csv,0
3554,20170524,20170509,2250,10000869,C,E:/Pycharm/data/option_data\20170524\20170509\2250\10000869C\10000869vols_data.csv,0
3555,20170524,20170509,2300,10000870,C,E:/Pycharm/data/option_data\20170524\20170509\2300\10000870C\10000870vols_data.csv,1
3556,20170524,20170509,2350,10000871,C,E:/Pycharm/data/option_data\20170524\20170509\2350\10000871C\10000871vols_data.csv,0
3557,20170524,20170509,2400,10000872,C,E:/Pycharm/data/option_data\20170524\20170509\2400\10000872C\10000872vols_data.csv,0
3558,20170524,20170509,2450,10000873,C,E:/Pycharm/data/option_data\20170524\20170509\2450\10000873C\10000873vols_data.csv,0
3559,20170524,20170509,2500,10000879,C,E:/Pycharm/data/option_data\20170524\20170509\2500\10000879C\10000879vols_data.csv,0
3560,20170524,20170509,2200,10000883,C,E:/Pycharm/data/option_data\20170524\20170509\2200\10000883C\10000883vols_data.csv,0
3561,20170524,20170509,2250,10000874,P,E:/Pycharm/data/option_data\20170524\20170509\2250\10000874P\10000874vols_data.csv,0
3562,20170524,20170509,2300,10000875,P,E:/Pycharm/data/option_data\20170524\20170509\2300\10000875P\10000875vols_data.csv,1
3563,20170524,20170509,2350,10000876,P,E:/Pycharm/data/option_data\20170524\20170509\2350\10000876P\10000876vols_data.csv,0
3564,20170524,20170509,2200,10000884,P,E:/Pycharm/data/option_data\20170524\20170509\2200\10000884P\10000884vols_data.csv,0
3565,20170628,20170509,2250,10000729,C,E:/Pycharm/data/option_data\20170628\20170509\2250\10000729C\10000729vols_data.csv,0
3566,20170628,20170509,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170509\2300\10000797C\10000797vols_data.csv,1
3567,20170628,20170509,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170509\2350\10000798C\10000798vols_data.csv,0
3568,20170628,20170509,2400,10000799,C,E:/Pycharm/data/option_data\20170628\20170509\2400\10000799C\10000799vols_data.csv,0
3569,20170628,20170509,2450,10000800,C,E:/Pycharm/data/option_data\20170628\20170509\2450\10000800C\10000800vols_data.csv,0
3570,20170628,20170509,2500,10000801,C,E:/Pycharm/data/option_data\20170628\20170509\2500\10000801C\10000801vols_data.csv,0
3571,20170628,20170509,2200,10000829,C,E:/Pycharm/data/option_data\20170628\20170509\2200\10000829C\10000829vols_data.csv,0
3572,20170628,20170509,2250,10000734,P,E:/Pycharm/data/option_data\20170628\20170509\2250\10000734P\10000734vols_data.csv,0
3573,20170628,20170509,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170509\2300\10000802P\10000802vols_data.csv,1
3574,20170628,20170509,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170509\2350\10000803P\10000803vols_data.csv,0
3575,20170628,20170509,2200,10000830,P,E:/Pycharm/data/option_data\20170628\20170509\2200\10000830P\10000830vols_data.csv,0
3576,20170927,20170509,2250,10000843,C,E:/Pycharm/data/option_data\20170927\20170509\2250\10000843C\10000843vols_data.csv,0
3577,20170927,20170509,2300,10000844,C,E:/Pycharm/data/option_data\20170927\20170509\2300\10000844C\10000844vols_data.csv,1
3578,20170927,20170509,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170509\2350\10000845C\10000845vols_data.csv,0
3579,20170927,20170509,2400,10000846,C,E:/Pycharm/data/option_data\20170927\20170509\2400\10000846C\10000846vols_data.csv,0
3580,20170927,20170509,2450,10000847,C,E:/Pycharm/data/option_data\20170927\20170509\2450\10000847C\10000847vols_data.csv,0
3581,20170927,20170509,2500,10000855,C,E:/Pycharm/data/option_data\20170927\20170509\2500\10000855C\10000855vols_data.csv,0
3582,20170927,20170509,2200,10000885,C,E:/Pycharm/data/option_data\20170927\20170509\2200\10000885C\10000885vols_data.csv,0
3583,20170927,20170509,2250,10000848,P,E:/Pycharm/data/option_data\20170927\20170509\2250\10000848P\10000848vols_data.csv,0
3584,20170927,20170509,2300,10000849,P,E:/Pycharm/data/option_data\20170927\20170509\2300\10000849P\10000849vols_data.csv,1
3585,20170927,20170509,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170509\2350\10000850P\10000850vols_data.csv,0
3586,20170927,20170509,2200,10000886,P,E:/Pycharm/data/option_data\20170927\20170509\2200\10000886P\10000886vols_data.csv,0
3587,20171227,20170509,2250,10000887,C,E:/Pycharm/data/option_data\20171227\20170509\2250\10000887C\10000887vols_data.csv,0
3588,20171227,20170509,2300,10000888,C,E:/Pycharm/data/option_data\20171227\20170509\2300\10000888C\10000888vols_data.csv,1
3589,20171227,20170509,2350,10000889,C,E:/Pycharm/data/option_data\20171227\20170509\2350\10000889C\10000889vols_data.csv,0
3590,20171227,20170509,2400,10000890,C,E:/Pycharm/data/option_data\20171227\20170509\2400\10000890C\10000890vols_data.csv,0
3591,20171227,20170509,2450,10000891,C,E:/Pycharm/data/option_data\20171227\20170509\2450\10000891C\10000891vols_data.csv,0
3592,20171227,20170509,2200,10000897,C,E:/Pycharm/data/option_data\20171227\20170509\2200\10000897C\10000897vols_data.csv,0
3593,20171227,20170509,2250,10000892,P,E:/Pycharm/data/option_data\20171227\20170509\2250\10000892P\10000892vols_data.csv,0
3594,20171227,20170509,2300,10000893,P,E:/Pycharm/data/option_data\20171227\20170509\2300\10000893P\10000893vols_data.csv,1
3595,20171227,20170509,2350,10000894,P,E:/Pycharm/data/option_data\20171227\20170509\2350\10000894P\10000894vols_data.csv,0
3596,20171227,20170509,2200,10000898,P,E:/Pycharm/data/option_data\20171227\20170509\2200\10000898P\10000898vols_data.csv,0
3597,20170524,20170510,2250,10000869,C,E:/Pycharm/data/option_data\20170524\20170510\2250\10000869C\10000869vols_data.csv,0
3598,20170524,20170510,2300,10000870,C,E:/Pycharm/data/option_data\20170524\20170510\2300\10000870C\10000870vols_data.csv,1
3599,20170524,20170510,2350,10000871,C,E:/Pycharm/data/option_data\20170524\20170510\2350\10000871C\10000871vols_data.csv,0
3600,20170524,20170510,2400,10000872,C,E:/Pycharm/data/option_data\20170524\20170510\2400\10000872C\10000872vols_data.csv,0
3601,20170524,20170510,2450,10000873,C,E:/Pycharm/data/option_data\20170524\20170510\2450\10000873C\10000873vols_data.csv,0
3602,20170524,20170510,2500,10000879,C,E:/Pycharm/data/option_data\20170524\20170510\2500\10000879C\10000879vols_data.csv,0
3603,20170524,20170510,2200,10000883,C,E:/Pycharm/data/option_data\20170524\20170510\2200\10000883C\10000883vols_data.csv,0
3604,20170524,20170510,2250,10000874,P,E:/Pycharm/data/option_data\20170524\20170510\2250\10000874P\10000874vols_data.csv,0
3605,20170524,20170510,2300,10000875,P,E:/Pycharm/data/option_data\20170524\20170510\2300\10000875P\10000875vols_data.csv,1
3606,20170524,20170510,2350,10000876,P,E:/Pycharm/data/option_data\20170524\20170510\2350\10000876P\10000876vols_data.csv,0
3607,20170524,20170510,2200,10000884,P,E:/Pycharm/data/option_data\20170524\20170510\2200\10000884P\10000884vols_data.csv,0
3608,20170628,20170510,2250,10000729,C,E:/Pycharm/data/option_data\20170628\20170510\2250\10000729C\10000729vols_data.csv,0
3609,20170628,20170510,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170510\2300\10000797C\10000797vols_data.csv,1
3610,20170628,20170510,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170510\2350\10000798C\10000798vols_data.csv,0
3611,20170628,20170510,2400,10000799,C,E:/Pycharm/data/option_data\20170628\20170510\2400\10000799C\10000799vols_data.csv,0
3612,20170628,20170510,2450,10000800,C,E:/Pycharm/data/option_data\20170628\20170510\2450\10000800C\10000800vols_data.csv,0
3613,20170628,20170510,2500,10000801,C,E:/Pycharm/data/option_data\20170628\20170510\2500\10000801C\10000801vols_data.csv,0
3614,20170628,20170510,2200,10000829,C,E:/Pycharm/data/option_data\20170628\20170510\2200\10000829C\10000829vols_data.csv,0
3615,20170628,20170510,2250,10000734,P,E:/Pycharm/data/option_data\20170628\20170510\2250\10000734P\10000734vols_data.csv,0
3616,20170628,20170510,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170510\2300\10000802P\10000802vols_data.csv,1
3617,20170628,20170510,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170510\2350\10000803P\10000803vols_data.csv,0
3618,20170628,20170510,2200,10000830,P,E:/Pycharm/data/option_data\20170628\20170510\2200\10000830P\10000830vols_data.csv,0
3619,20170927,20170510,2250,10000843,C,E:/Pycharm/data/option_data\20170927\20170510\2250\10000843C\10000843vols_data.csv,0
3620,20170927,20170510,2300,10000844,C,E:/Pycharm/data/option_data\20170927\20170510\2300\10000844C\10000844vols_data.csv,1
3621,20170927,20170510,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170510\2350\10000845C\10000845vols_data.csv,0
3622,20170927,20170510,2400,10000846,C,E:/Pycharm/data/option_data\20170927\20170510\2400\10000846C\10000846vols_data.csv,0
3623,20170927,20170510,2450,10000847,C,E:/Pycharm/data/option_data\20170927\20170510\2450\10000847C\10000847vols_data.csv,0
3624,20170927,20170510,2500,10000855,C,E:/Pycharm/data/option_data\20170927\20170510\2500\10000855C\10000855vols_data.csv,0
3625,20170927,20170510,2200,10000885,C,E:/Pycharm/data/option_data\20170927\20170510\2200\10000885C\10000885vols_data.csv,0
3626,20170927,20170510,2250,10000848,P,E:/Pycharm/data/option_data\20170927\20170510\2250\10000848P\10000848vols_data.csv,0
3627,20170927,20170510,2300,10000849,P,E:/Pycharm/data/option_data\20170927\20170510\2300\10000849P\10000849vols_data.csv,1
3628,20170927,20170510,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170510\2350\10000850P\10000850vols_data.csv,0
3629,20170927,20170510,2200,10000886,P,E:/Pycharm/data/option_data\20170927\20170510\2200\10000886P\10000886vols_data.csv,0
3630,20171227,20170510,2250,10000887,C,E:/Pycharm/data/option_data\20171227\20170510\2250\10000887C\10000887vols_data.csv,0
3631,20171227,20170510,2300,10000888,C,E:/Pycharm/data/option_data\20171227\20170510\2300\10000888C\10000888vols_data.csv,1
3632,20171227,20170510,2350,10000889,C,E:/Pycharm/data/option_data\20171227\20170510\2350\10000889C\10000889vols_data.csv,0
3633,20171227,20170510,2400,10000890,C,E:/Pycharm/data/option_data\20171227\20170510\2400\10000890C\10000890vols_data.csv,0
3634,20171227,20170510,2450,10000891,C,E:/Pycharm/data/option_data\20171227\20170510\2450\10000891C\10000891vols_data.csv,0
3635,20171227,20170510,2200,10000897,C,E:/Pycharm/data/option_data\20171227\20170510\2200\10000897C\10000897vols_data.csv,0
3636,20171227,20170510,2250,10000892,P,E:/Pycharm/data/option_data\20171227\20170510\2250\10000892P\10000892vols_data.csv,0
3637,20171227,20170510,2300,10000893,P,E:/Pycharm/data/option_data\20171227\20170510\2300\10000893P\10000893vols_data.csv,1
3638,20171227,20170510,2350,10000894,P,E:/Pycharm/data/option_data\20171227\20170510\2350\10000894P\10000894vols_data.csv,0
3639,20171227,20170510,2200,10000898,P,E:/Pycharm/data/option_data\20171227\20170510\2200\10000898P\10000898vols_data.csv,0
3640,20170524,20170511,2250,10000869,C,E:/Pycharm/data/option_data\20170524\20170511\2250\10000869C\10000869vols_data.csv,0
3641,20170524,20170511,2300,10000870,C,E:/Pycharm/data/option_data\20170524\20170511\2300\10000870C\10000870vols_data.csv,0
3642,20170524,20170511,2350,10000871,C,E:/Pycharm/data/option_data\20170524\20170511\2350\10000871C\10000871vols_data.csv,1
3643,20170524,20170511,2400,10000872,C,E:/Pycharm/data/option_data\20170524\20170511\2400\10000872C\10000872vols_data.csv,0
3644,20170524,20170511,2450,10000873,C,E:/Pycharm/data/option_data\20170524\20170511\2450\10000873C\10000873vols_data.csv,0
3645,20170524,20170511,2500,10000879,C,E:/Pycharm/data/option_data\20170524\20170511\2500\10000879C\10000879vols_data.csv,0
3646,20170524,20170511,2250,10000874,P,E:/Pycharm/data/option_data\20170524\20170511\2250\10000874P\10000874vols_data.csv,0
3647,20170524,20170511,2300,10000875,P,E:/Pycharm/data/option_data\20170524\20170511\2300\10000875P\10000875vols_data.csv,0
3648,20170524,20170511,2350,10000876,P,E:/Pycharm/data/option_data\20170524\20170511\2350\10000876P\10000876vols_data.csv,1
3649,20170524,20170511,2400,10000877,P,E:/Pycharm/data/option_data\20170524\20170511\2400\10000877P\10000877vols_data.csv,0
3650,20170524,20170511,2200,10000884,P,E:/Pycharm/data/option_data\20170524\20170511\2200\10000884P\10000884vols_data.csv,0
3651,20170628,20170511,2250,10000729,C,E:/Pycharm/data/option_data\20170628\20170511\2250\10000729C\10000729vols_data.csv,0
3652,20170628,20170511,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170511\2300\10000797C\10000797vols_data.csv,0
3653,20170628,20170511,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170511\2350\10000798C\10000798vols_data.csv,1
3654,20170628,20170511,2400,10000799,C,E:/Pycharm/data/option_data\20170628\20170511\2400\10000799C\10000799vols_data.csv,0
3655,20170628,20170511,2450,10000800,C,E:/Pycharm/data/option_data\20170628\20170511\2450\10000800C\10000800vols_data.csv,0
3656,20170628,20170511,2500,10000801,C,E:/Pycharm/data/option_data\20170628\20170511\2500\10000801C\10000801vols_data.csv,0
3657,20170628,20170511,2550,10000813,C,E:/Pycharm/data/option_data\20170628\20170511\2550\10000813C\10000813vols_data.csv,0
3658,20170628,20170511,2250,10000734,P,E:/Pycharm/data/option_data\20170628\20170511\2250\10000734P\10000734vols_data.csv,0
3659,20170628,20170511,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170511\2300\10000802P\10000802vols_data.csv,0
3660,20170628,20170511,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170511\2350\10000803P\10000803vols_data.csv,1
3661,20170628,20170511,2400,10000804,P,E:/Pycharm/data/option_data\20170628\20170511\2400\10000804P\10000804vols_data.csv,0
3662,20170628,20170511,2200,10000830,P,E:/Pycharm/data/option_data\20170628\20170511\2200\10000830P\10000830vols_data.csv,0
3663,20170927,20170511,2250,10000843,C,E:/Pycharm/data/option_data\20170927\20170511\2250\10000843C\10000843vols_data.csv,0
3664,20170927,20170511,2300,10000844,C,E:/Pycharm/data/option_data\20170927\20170511\2300\10000844C\10000844vols_data.csv,0
3665,20170927,20170511,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170511\2350\10000845C\10000845vols_data.csv,1
3666,20170927,20170511,2400,10000846,C,E:/Pycharm/data/option_data\20170927\20170511\2400\10000846C\10000846vols_data.csv,0
3667,20170927,20170511,2450,10000847,C,E:/Pycharm/data/option_data\20170927\20170511\2450\10000847C\10000847vols_data.csv,0
3668,20170927,20170511,2500,10000855,C,E:/Pycharm/data/option_data\20170927\20170511\2500\10000855C\10000855vols_data.csv,0
3669,20170927,20170511,2250,10000848,P,E:/Pycharm/data/option_data\20170927\20170511\2250\10000848P\10000848vols_data.csv,0
3670,20170927,20170511,2300,10000849,P,E:/Pycharm/data/option_data\20170927\20170511\2300\10000849P\10000849vols_data.csv,0
3671,20170927,20170511,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170511\2350\10000850P\10000850vols_data.csv,1
3672,20170927,20170511,2400,10000851,P,E:/Pycharm/data/option_data\20170927\20170511\2400\10000851P\10000851vols_data.csv,0
3673,20170927,20170511,2200,10000886,P,E:/Pycharm/data/option_data\20170927\20170511\2200\10000886P\10000886vols_data.csv,0
3674,20171227,20170511,2250,10000887,C,E:/Pycharm/data/option_data\20171227\20170511\2250\10000887C\10000887vols_data.csv,0
3675,20171227,20170511,2300,10000888,C,E:/Pycharm/data/option_data\20171227\20170511\2300\10000888C\10000888vols_data.csv,0
3676,20171227,20170511,2350,10000889,C,E:/Pycharm/data/option_data\20171227\20170511\2350\10000889C\10000889vols_data.csv,1
3677,20171227,20170511,2400,10000890,C,E:/Pycharm/data/option_data\20171227\20170511\2400\10000890C\10000890vols_data.csv,0
3678,20171227,20170511,2450,10000891,C,E:/Pycharm/data/option_data\20171227\20170511\2450\10000891C\10000891vols_data.csv,0
3679,20171227,20170511,2250,10000892,P,E:/Pycharm/data/option_data\20171227\20170511\2250\10000892P\10000892vols_data.csv,0
3680,20171227,20170511,2300,10000893,P,E:/Pycharm/data/option_data\20171227\20170511\2300\10000893P\10000893vols_data.csv,0
3681,20171227,20170511,2350,10000894,P,E:/Pycharm/data/option_data\20171227\20170511\2350\10000894P\10000894vols_data.csv,1
3682,20171227,20170511,2400,10000895,P,E:/Pycharm/data/option_data\20171227\20170511\2400\10000895P\10000895vols_data.csv,0
3683,20171227,20170511,2200,10000898,P,E:/Pycharm/data/option_data\20171227\20170511\2200\10000898P\10000898vols_data.csv,0
3684,20170524,20170512,2250,10000869,C,E:/Pycharm/data/option_data\20170524\20170512\2250\10000869C\10000869vols_data.csv,0
3685,20170524,20170512,2300,10000870,C,E:/Pycharm/data/option_data\20170524\20170512\2300\10000870C\10000870vols_data.csv,0
3686,20170524,20170512,2350,10000871,C,E:/Pycharm/data/option_data\20170524\20170512\2350\10000871C\10000871vols_data.csv,1
3687,20170524,20170512,2400,10000872,C,E:/Pycharm/data/option_data\20170524\20170512\2400\10000872C\10000872vols_data.csv,0
3688,20170524,20170512,2450,10000873,C,E:/Pycharm/data/option_data\20170524\20170512\2450\10000873C\10000873vols_data.csv,0
3689,20170524,20170512,2500,10000879,C,E:/Pycharm/data/option_data\20170524\20170512\2500\10000879C\10000879vols_data.csv,0
3690,20170524,20170512,2250,10000874,P,E:/Pycharm/data/option_data\20170524\20170512\2250\10000874P\10000874vols_data.csv,0
3691,20170524,20170512,2300,10000875,P,E:/Pycharm/data/option_data\20170524\20170512\2300\10000875P\10000875vols_data.csv,0
3692,20170524,20170512,2350,10000876,P,E:/Pycharm/data/option_data\20170524\20170512\2350\10000876P\10000876vols_data.csv,1
3693,20170524,20170512,2400,10000877,P,E:/Pycharm/data/option_data\20170524\20170512\2400\10000877P\10000877vols_data.csv,0
3694,20170524,20170512,2200,10000884,P,E:/Pycharm/data/option_data\20170524\20170512\2200\10000884P\10000884vols_data.csv,0
3695,20170628,20170512,2250,10000729,C,E:/Pycharm/data/option_data\20170628\20170512\2250\10000729C\10000729vols_data.csv,0
3696,20170628,20170512,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170512\2300\10000797C\10000797vols_data.csv,0
3697,20170628,20170512,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170512\2350\10000798C\10000798vols_data.csv,1
3698,20170628,20170512,2400,10000799,C,E:/Pycharm/data/option_data\20170628\20170512\2400\10000799C\10000799vols_data.csv,0
3699,20170628,20170512,2450,10000800,C,E:/Pycharm/data/option_data\20170628\20170512\2450\10000800C\10000800vols_data.csv,0
3700,20170628,20170512,2500,10000801,C,E:/Pycharm/data/option_data\20170628\20170512\2500\10000801C\10000801vols_data.csv,0
3701,20170628,20170512,2550,10000813,C,E:/Pycharm/data/option_data\20170628\20170512\2550\10000813C\10000813vols_data.csv,0
3702,20170628,20170512,2250,10000734,P,E:/Pycharm/data/option_data\20170628\20170512\2250\10000734P\10000734vols_data.csv,0
3703,20170628,20170512,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170512\2300\10000802P\10000802vols_data.csv,0
3704,20170628,20170512,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170512\2350\10000803P\10000803vols_data.csv,1
3705,20170628,20170512,2400,10000804,P,E:/Pycharm/data/option_data\20170628\20170512\2400\10000804P\10000804vols_data.csv,0
3706,20170628,20170512,2200,10000830,P,E:/Pycharm/data/option_data\20170628\20170512\2200\10000830P\10000830vols_data.csv,0
3707,20170927,20170512,2250,10000843,C,E:/Pycharm/data/option_data\20170927\20170512\2250\10000843C\10000843vols_data.csv,0
3708,20170927,20170512,2300,10000844,C,E:/Pycharm/data/option_data\20170927\20170512\2300\10000844C\10000844vols_data.csv,0
3709,20170927,20170512,2350,10000845,C,E:/Pycharm/data/option_data\20170927\20170512\2350\10000845C\10000845vols_data.csv,1
3710,20170927,20170512,2400,10000846,C,E:/Pycharm/data/option_data\20170927\20170512\2400\10000846C\10000846vols_data.csv,0
3711,20170927,20170512,2450,10000847,C,E:/Pycharm/data/option_data\20170927\20170512\2450\10000847C\10000847vols_data.csv,0
3712,20170927,20170512,2500,10000855,C,E:/Pycharm/data/option_data\20170927\20170512\2500\10000855C\10000855vols_data.csv,0
3713,20170927,20170512,2250,10000848,P,E:/Pycharm/data/option_data\20170927\20170512\2250\10000848P\10000848vols_data.csv,0
3714,20170927,20170512,2300,10000849,P,E:/Pycharm/data/option_data\20170927\20170512\2300\10000849P\10000849vols_data.csv,0
3715,20170927,20170512,2350,10000850,P,E:/Pycharm/data/option_data\20170927\20170512\2350\10000850P\10000850vols_data.csv,1
3716,20170927,20170512,2400,10000851,P,E:/Pycharm/data/option_data\20170927\20170512\2400\10000851P\10000851vols_data.csv,0
3717,20170927,20170512,2200,10000886,P,E:/Pycharm/data/option_data\20170927\20170512\2200\10000886P\10000886vols_data.csv,0
3718,20171227,20170512,2250,10000887,C,E:/Pycharm/data/option_data\20171227\20170512\2250\10000887C\10000887vols_data.csv,0
3719,20171227,20170512,2300,10000888,C,E:/Pycharm/data/option_data\20171227\20170512\2300\10000888C\10000888vols_data.csv,0
3720,20171227,20170512,2350,10000889,C,E:/Pycharm/data/option_data\20171227\20170512\2350\10000889C\10000889vols_data.csv,1
3721,20171227,20170512,2400,10000890,C,E:/Pycharm/data/option_data\20171227\20170512\2400\10000890C\10000890vols_data.csv,0
3722,20171227,20170512,2450,10000891,C,E:/Pycharm/data/option_data\20171227\20170512\2450\10000891C\10000891vols_data.csv,0
3723,20171227,20170512,2250,10000892,P,E:/Pycharm/data/option_data\20171227\20170512\2250\10000892P\10000892vols_data.csv,0
3724,20171227,20170512,2300,10000893,P,E:/Pycharm/data/option_data\20171227\20170512\2300\10000893P\10000893vols_data.csv,0
3725,20171227,20170512,2350,10000894,P,E:/Pycharm/data/option_data\20171227\20170512\2350\10000894P\10000894vols_data.csv,1
3726,20171227,20170512,2400,10000895,P,E:/Pycharm/data/option_data\20171227\20170512\2400\10000895P\10000895vols_data.csv,0
3727,20171227,20170512,2200,10000898,P,E:/Pycharm/data/option_data\20171227\20170512\2200\10000898P\10000898vols_data.csv,0
3728,20170524,20170515,2250,10000869,C,E:/Pycharm/data/option_data\20170524\20170515\2250\10000869C\10000869vols_data.csv,0
3729,20170524,20170515,2300,10000870,C,E:/Pycharm/data/option_data\20170524\20170515\2300\10000870C\10000870vols_data.csv,0
3730,20170524,20170515,2350,10000871,C,E:/Pycharm/data/option_data\20170524\20170515\2350\10000871C\10000871vols_data.csv,1
3731,20170524,20170515,2400,10000872,C,E:/Pycharm/data/option_data\20170524\20170515\2400\10000872C\10000872vols_data.csv,0
3732,20170524,20170515,2450,10000873,C,E:/Pycharm/data/option_data\20170524\20170515\2450\10000873C\10000873vols_data.csv,0
3733,20170524,20170515,2500,10000879,C,E:/Pycharm/data/option_data\20170524\20170515\2500\10000879C\10000879vols_data.csv,0
3734,20170524,20170515,2250,10000874,P,E:/Pycharm/data/option_data\20170524\20170515\2250\10000874P\10000874vols_data.csv,0
3735,20170524,20170515,2300,10000875,P,E:/Pycharm/data/option_data\20170524\20170515\2300\10000875P\10000875vols_data.csv,0
3736,20170524,20170515,2350,10000876,P,E:/Pycharm/data/option_data\20170524\20170515\2350\10000876P\10000876vols_data.csv,1
3737,20170524,20170515,2400,10000877,P,E:/Pycharm/data/option_data\20170524\20170515\2400\10000877P\10000877vols_data.csv,0
3738,20170524,20170515,2200,10000884,P,E:/Pycharm/data/option_data\20170524\20170515\2200\10000884P\10000884vols_data.csv,0
3739,20170628,20170515,2250,10000729,C,E:/Pycharm/data/option_data\20170628\20170515\2250\10000729C\10000729vols_data.csv,0
3740,20170628,20170515,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170515\2300\10000797C\10000797vols_data.csv,0
3741,20170628,20170515,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170515\2350\10000798C\10000798vols_data.csv,1
3742,20170628,20170515,2400,10000799,C,E:/Pycharm/data/option_data\20170628\20170515\2400\10000799C\10000799vols_data.csv,0
3743,20170628,20170515,2450,10000800,C,E:/Pycharm/data/option_data\20170628\20170515\2450\10000800C\10000800vols_data.csv,0
3744,20170628,20170515,2500,10000801,C,E:/Pycharm/data/option_data\20170628\20170515\2500\10000801C\10000801vols_data.csv,0
3745,20170628,20170515,2550,10000813,C,E:/Pycharm/data/option_data\20170628\20170515\2550\10000813C\10000813vols_data.csv,0
3746,20170628,20170515,2250,10000734,P,E:/Pycharm/data/option_data\20170628\20170515\2250\10000734P\10000734vols_data.csv,0
3747,20170628,20170515,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170515\2300\10000802P\10000802vols_data.csv,0
3748,20170628,20170515,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170515\2350\10000803P\10000803vols_data.csv,1
3749,20170628,20170515,2400,10000804,P,E:/Pycharm/data/option_data\20170628\20170515\2400\10000804P\10000804vols_data.csv,0
