,expiry,date,strike,id,type,path,is_atm,sigma,delta
0,20170125,20170103,2250,10000749,C,E:/Pycharm/data/option_data\20170125\20170103\2250\10000749C\10000749vols_data.csv,0,0.162831,0.742163
1,20170125,20170103,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170103\2300\10000777C\10000777vols_data.csv,1,0.161485,0.542195
2,20170125,20170103,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170103\2350\10000778C\10000778vols_data.csv,0,0.1651555,0.334428
3,20170125,20170103,2400,10000779,C,E:/Pycharm/data/option_data\20170125\20170103\2400\10000779C\10000779vols_data.csv,0,0.16762900000000003,0.17763199999999998
4,20170125,20170103,2450,10000780,C,E:/Pycharm/data/option_data\20170125\20170103\2450\10000780C\10000780vols_data.csv,0,0.1768875,0.0880841
5,20170125,20170103,2500,10000781,C,E:/Pycharm/data/option_data\20170125\20170103\2500\10000781C\10000781vols_data.csv,0,0.18691449999999998,0.0454333
6,20170125,20170103,2200,10000825,C,E:/Pycharm/data/option_data\20170125\20170103\2200\10000825C\10000825vols_data.csv,0,0.165043,0.8837020000000001
7,20170125,20170103,2250,10000754,P,E:/Pycharm/data/option_data\20170125\20170103\2250\10000754P\10000754vols_data.csv,0,0.162354,-0.255182
8,20170125,20170103,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170103\2300\10000782P\10000782vols_data.csv,1,0.16185549999999999,-0.45515
9,20170125,20170103,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170103\2350\10000783P\10000783vols_data.csv,0,0.16469250000000002,-0.662917
10,20170125,20170103,2200,10000826,P,E:/Pycharm/data/option_data\20170125\20170103\2200\10000826P\10000826vols_data.csv,0,0.16453800000000002,-0.11364300000000001
11,20170222,20170103,2200,10000831,C,E:/Pycharm/data/option_data\20170222\20170103\2200\10000831C\10000831vols_data.csv,0,0.15898649999999998,0.799543
12,20170222,20170103,2250,10000832,C,E:/Pycharm/data/option_data\20170222\20170103\2250\10000832C\10000832vols_data.csv,0,0.161528,0.6730079999999999
13,20170222,20170103,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170103\2300\10000833C\10000833vols_data.csv,1,0.164493,0.529818
14,20170222,20170103,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170103\2350\10000834C\10000834vols_data.csv,0,0.170621,0.391794
15,20170222,20170103,2400,10000835,C,E:/Pycharm/data/option_data\20170222\20170103\2400\10000835C\10000835vols_data.csv,0,0.1745695,0.274939
16,20170222,20170103,2200,10000836,P,E:/Pycharm/data/option_data\20170222\20170103\2200\10000836P\10000836vols_data.csv,0,0.1593835,-0.196384
17,20170222,20170103,2250,10000837,P,E:/Pycharm/data/option_data\20170222\20170103\2250\10000837P\10000837vols_data.csv,0,0.16254100000000002,-0.322919
18,20170222,20170103,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170103\2300\10000838P\10000838vols_data.csv,1,0.1649965,-0.46611
19,20170222,20170103,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170103\2350\10000839P\10000839vols_data.csv,0,0.169153,-0.604133
20,20170322,20170103,2250,10000675,C,E:/Pycharm/data/option_data\20170322\20170103\2250\10000675C\10000675vols_data.csv,0,0.170277,0.6363850000000001
21,20170322,20170103,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170103\2300\10000787C\10000787vols_data.csv,1,0.1733025,0.52672
22,20170322,20170103,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170103\2350\10000788C\10000788vols_data.csv,0,0.17696699999999999,0.421612
23,20170322,20170103,2400,10000789,C,E:/Pycharm/data/option_data\20170322\20170103\2400\10000789C\10000789vols_data.csv,0,0.1831815,0.328651
24,20170322,20170103,2450,10000790,C,E:/Pycharm/data/option_data\20170322\20170103\2450\10000790C\10000790vols_data.csv,0,0.186279,0.251287
25,20170322,20170103,2500,10000791,C,E:/Pycharm/data/option_data\20170322\20170103\2500\10000791C\10000791vols_data.csv,0,0.1923045,0.189654
26,20170322,20170103,2200,10000827,C,E:/Pycharm/data/option_data\20170322\20170103\2200\10000827C\10000827vols_data.csv,0,0.1670325,0.739926
27,20170322,20170103,2250,10000680,P,E:/Pycharm/data/option_data\20170322\20170103\2250\10000680P\10000680vols_data.csv,0,0.16987649999999999,-0.358383
28,20170322,20170103,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170103\2300\10000792P\10000792vols_data.csv,1,0.1736625,-0.46804799999999996
29,20170322,20170103,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170103\2350\10000793P\10000793vols_data.csv,0,0.1766185,-0.573156
30,20170322,20170103,2200,10000828,P,E:/Pycharm/data/option_data\20170322\20170103\2200\10000828P\10000828vols_data.csv,0,0.167881,-0.254842
31,20170628,20170103,2250,10000729,C,E:/Pycharm/data/option_data\20170628\20170103\2250\10000729C\10000729vols_data.csv,0,0.174182,0.608585
32,20170628,20170103,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170103\2300\10000797C\10000797vols_data.csv,1,0.17817149999999998,0.5375850000000001
33,20170628,20170103,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170103\2350\10000798C\10000798vols_data.csv,0,0.181436,0.469253
34,20170628,20170103,2400,10000799,C,E:/Pycharm/data/option_data\20170628\20170103\2400\10000799C\10000799vols_data.csv,0,0.184914,0.405379
35,20170628,20170103,2450,10000800,C,E:/Pycharm/data/option_data\20170628\20170103\2450\10000800C\10000800vols_data.csv,0,0.1878925,0.347113
36,20170628,20170103,2500,10000801,C,E:/Pycharm/data/option_data\20170628\20170103\2500\10000801C\10000801vols_data.csv,0,0.1908895,0.295031
37,20170628,20170103,2200,10000829,C,E:/Pycharm/data/option_data\20170628\20170103\2200\10000829C\10000829vols_data.csv,0,0.17185,0.6798390000000001
38,20170628,20170103,2250,10000734,P,E:/Pycharm/data/option_data\20170628\20170103\2250\10000734P\10000734vols_data.csv,0,0.174847,-0.38360500000000003
39,20170628,20170103,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170103\2300\10000802P\10000802vols_data.csv,1,0.1784395,-0.45460500000000004
40,20170628,20170103,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170103\2350\10000803P\10000803vols_data.csv,0,0.1809305,-0.522937
41,20170628,20170103,2200,10000830,P,E:/Pycharm/data/option_data\20170628\20170103\2200\10000830P\10000830vols_data.csv,0,0.17163899999999999,-0.31235100000000005
42,20170125,20170104,2250,10000749,C,E:/Pycharm/data/option_data\20170125\20170104\2250\10000749C\10000749vols_data.csv,0,0.15556550000000002,0.799349
43,20170125,20170104,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170104\2300\10000777C\10000777vols_data.csv,1,0.1486965,0.6045020000000001
44,20170125,20170104,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170104\2350\10000778C\10000778vols_data.csv,0,0.1520675,0.37155
45,20170125,20170104,2400,10000779,C,E:/Pycharm/data/option_data\20170125\20170104\2400\10000779C\10000779vols_data.csv,0,0.153885,0.186866
46,20170125,20170104,2450,10000780,C,E:/Pycharm/data/option_data\20170125\20170104\2450\10000780C\10000780vols_data.csv,0,0.165267,0.0870485
47,20170125,20170104,2500,10000781,C,E:/Pycharm/data/option_data\20170125\20170104\2500\10000781C\10000781vols_data.csv,0,0.17483300000000002,0.0444531
48,20170125,20170104,2200,10000825,C,E:/Pycharm/data/option_data\20170125\20170104\2200\10000825C\10000825vols_data.csv,0,0.15658650000000002,0.91586
49,20170125,20170104,2250,10000754,P,E:/Pycharm/data/option_data\20170125\20170104\2250\10000754P\10000754vols_data.csv,0,0.1559035,-0.19711700000000001
50,20170125,20170104,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170104\2300\10000782P\10000782vols_data.csv,1,0.14994649999999998,-0.391963
51,20170125,20170104,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170104\2350\10000783P\10000783vols_data.csv,0,0.149602,-0.624915
52,20170125,20170104,2200,10000826,P,E:/Pycharm/data/option_data\20170125\20170104\2200\10000826P\10000826vols_data.csv,0,0.16321449999999998,-0.0806051
53,20170222,20170104,2200,10000831,C,E:/Pycharm/data/option_data\20170222\20170104\2200\10000831C\10000831vols_data.csv,0,0.149022,0.839859
54,20170222,20170104,2250,10000832,C,E:/Pycharm/data/option_data\20170222\20170104\2250\10000832C\10000832vols_data.csv,0,0.150397,0.717884
55,20170222,20170104,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170104\2300\10000833C\10000833vols_data.csv,1,0.15439200000000003,0.568639
56,20170222,20170104,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170104\2350\10000834C\10000834vols_data.csv,0,0.1604025,0.41835900000000004
57,20170222,20170104,2400,10000835,C,E:/Pycharm/data/option_data\20170222\20170104\2400\10000835C\10000835vols_data.csv,0,0.1644275,0.289615
58,20170222,20170104,2200,10000836,P,E:/Pycharm/data/option_data\20170222\20170104\2200\10000836P\10000836vols_data.csv,0,0.150617,-0.154995
59,20170222,20170104,2250,10000837,P,E:/Pycharm/data/option_data\20170222\20170104\2250\10000837P\10000837vols_data.csv,0,0.1526455,-0.276969
60,20170222,20170104,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170104\2300\10000838P\10000838vols_data.csv,1,0.1543405,-0.42621499999999996
61,20170222,20170104,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170104\2350\10000839P\10000839vols_data.csv,0,0.158525,-0.576495
62,20170322,20170104,2250,10000675,C,E:/Pycharm/data/option_data\20170322\20170104\2250\10000675C\10000675vols_data.csv,0,0.1616515,0.667657
63,20170322,20170104,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170104\2300\10000787C\10000787vols_data.csv,1,0.165221,0.55288
64,20170322,20170104,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170104\2350\10000788C\10000788vols_data.csv,0,0.1686715,0.44086099999999995
65,20170322,20170104,2400,10000789,C,E:/Pycharm/data/option_data\20170322\20170104\2400\10000789C\10000789vols_data.csv,0,0.172571,0.340702
66,20170322,20170104,2450,10000790,C,E:/Pycharm/data/option_data\20170322\20170104\2450\10000790C\10000790vols_data.csv,0,0.17723,0.256662
67,20170322,20170104,2500,10000791,C,E:/Pycharm/data/option_data\20170322\20170104\2500\10000791C\10000791vols_data.csv,0,0.18195499999999998,0.18920599999999999
68,20170322,20170104,2200,10000827,C,E:/Pycharm/data/option_data\20170322\20170104\2200\10000827C\10000827vols_data.csv,0,0.1587135,0.772614
69,20170322,20170104,2250,10000680,P,E:/Pycharm/data/option_data\20170322\20170104\2250\10000680P\10000680vols_data.csv,0,0.1613325,-0.325671
70,20170322,20170104,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170104\2300\10000792P\10000792vols_data.csv,1,0.165423,-0.44044799999999995
71,20170322,20170104,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170104\2350\10000793P\10000793vols_data.csv,0,0.1690045,-0.5524680000000001
72,20170322,20170104,2200,10000828,P,E:/Pycharm/data/option_data\20170322\20170104\2200\10000828P\10000828vols_data.csv,0,0.15815400000000002,-0.220714
73,20170628,20170104,2250,10000729,C,E:/Pycharm/data/option_data\20170628\20170104\2250\10000729C\10000729vols_data.csv,0,0.17028349999999998,0.6231369999999999
74,20170628,20170104,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170104\2300\10000797C\10000797vols_data.csv,1,0.173791,0.550736
75,20170628,20170104,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170104\2350\10000798C\10000798vols_data.csv,0,0.176864,0.480357
76,20170628,20170104,2400,10000799,C,E:/Pycharm/data/option_data\20170628\20170104\2400\10000799C\10000799vols_data.csv,0,0.1798425,0.413995
77,20170628,20170104,2450,10000800,C,E:/Pycharm/data/option_data\20170628\20170104\2450\10000800C\10000800vols_data.csv,0,0.182312,0.353022
78,20170628,20170104,2500,10000801,C,E:/Pycharm/data/option_data\20170628\20170104\2500\10000801C\10000801vols_data.csv,0,0.18478299999999998,0.298229
79,20170628,20170104,2200,10000829,C,E:/Pycharm/data/option_data\20170628\20170104\2200\10000829C\10000829vols_data.csv,0,0.1674305,0.694998
80,20170628,20170104,2250,10000734,P,E:/Pycharm/data/option_data\20170628\20170104\2250\10000734P\10000734vols_data.csv,0,0.1708205,-0.366913
81,20170628,20170104,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170104\2300\10000802P\10000802vols_data.csv,1,0.17424699999999999,-0.43931400000000004
82,20170628,20170104,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170104\2350\10000803P\10000803vols_data.csv,0,0.176381,-0.5096930000000001
83,20170628,20170104,2200,10000830,P,E:/Pycharm/data/option_data\20170628\20170104\2200\10000830P\10000830vols_data.csv,0,0.1685405,-0.295052
84,20170125,20170105,2250,10000749,C,E:/Pycharm/data/option_data\20170125\20170105\2250\10000749C\10000749vols_data.csv,0,0.15298,0.806473
85,20170125,20170105,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170105\2300\10000777C\10000777vols_data.csv,1,0.1466375,0.60126
86,20170125,20170105,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170105\2350\10000778C\10000778vols_data.csv,0,0.14632450000000002,0.35526599999999997
87,20170125,20170105,2400,10000779,C,E:/Pycharm/data/option_data\20170125\20170105\2400\10000779C\10000779vols_data.csv,0,0.15058749999999999,0.16984100000000002
88,20170125,20170105,2450,10000780,C,E:/Pycharm/data/option_data\20170125\20170105\2450\10000780C\10000780vols_data.csv,0,0.16704049999999998,0.0757858
89,20170125,20170105,2500,10000781,C,E:/Pycharm/data/option_data\20170125\20170105\2500\10000781C\10000781vols_data.csv,0,0.176814,0.0372658
90,20170125,20170105,2200,10000825,C,E:/Pycharm/data/option_data\20170125\20170105\2200\10000825C\10000825vols_data.csv,0,0.15541349999999998,0.921708
91,20170125,20170105,2250,10000754,P,E:/Pycharm/data/option_data\20170125\20170105\2250\10000754P\10000754vols_data.csv,0,0.151113,-0.19001099999999999
92,20170125,20170105,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170105\2300\10000782P\10000782vols_data.csv,1,0.1472785,-0.395225
93,20170125,20170105,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170105\2350\10000783P\10000783vols_data.csv,0,0.1455395,-0.6412180000000001
94,20170125,20170105,2200,10000826,P,E:/Pycharm/data/option_data\20170125\20170105\2200\10000826P\10000826vols_data.csv,0,0.160296,-0.0747762
95,20170222,20170105,2200,10000831,C,E:/Pycharm/data/option_data\20170222\20170105\2200\10000831C\10000831vols_data.csv,0,0.1500705,0.837959
96,20170222,20170105,2250,10000832,C,E:/Pycharm/data/option_data\20170222\20170105\2250\10000832C\10000832vols_data.csv,0,0.1505325,0.715093
97,20170222,20170105,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170105\2300\10000833C\10000833vols_data.csv,1,0.15160999999999997,0.563078
98,20170222,20170105,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170105\2350\10000834C\10000834vols_data.csv,0,0.15503250000000002,0.40720100000000004
99,20170222,20170105,2400,10000835,C,E:/Pycharm/data/option_data\20170222\20170105\2400\10000835C\10000835vols_data.csv,0,0.1578305,0.271891
100,20170222,20170105,2450,10000841,C,E:/Pycharm/data/option_data\20170222\20170105\2450\10000841C\10000841vols_data.csv,0,0.16114699999999998,0.169757
101,20170222,20170105,2200,10000836,P,E:/Pycharm/data/option_data\20170222\20170105\2200\10000836P\10000836vols_data.csv,0,0.15044800000000003,-0.156709
102,20170222,20170105,2250,10000837,P,E:/Pycharm/data/option_data\20170222\20170105\2250\10000837P\10000837vols_data.csv,0,0.15136349999999998,-0.279575
103,20170222,20170105,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170105\2300\10000838P\10000838vols_data.csv,1,0.152336,-0.43159
104,20170222,20170105,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170105\2350\10000839P\10000839vols_data.csv,0,0.153579,-0.587467
105,20170322,20170105,2250,10000675,C,E:/Pycharm/data/option_data\20170322\20170105\2250\10000675C\10000675vols_data.csv,0,0.161319,0.6645439999999999
106,20170322,20170105,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170105\2300\10000787C\10000787vols_data.csv,1,0.16486050000000002,0.548567
107,20170322,20170105,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170105\2350\10000788C\10000788vols_data.csv,0,0.167793,0.43532600000000005
108,20170322,20170105,2400,10000789,C,E:/Pycharm/data/option_data\20170322\20170105\2400\10000789C\10000789vols_data.csv,0,0.1719515,0.334251
109,20170322,20170105,2450,10000790,C,E:/Pycharm/data/option_data\20170322\20170105\2450\10000790C\10000790vols_data.csv,0,0.1760205,0.24971
110,20170322,20170105,2500,10000791,C,E:/Pycharm/data/option_data\20170322\20170105\2500\10000791C\10000791vols_data.csv,0,0.18052800000000002,0.182123
111,20170322,20170105,2200,10000827,C,E:/Pycharm/data/option_data\20170322\20170105\2200\10000827C\10000827vols_data.csv,0,0.158538,0.770266
112,20170322,20170105,2250,10000680,P,E:/Pycharm/data/option_data\20170322\20170105\2250\10000680P\10000680vols_data.csv,0,0.160695,-0.32868200000000003
113,20170322,20170105,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170105\2300\10000792P\10000792vols_data.csv,1,0.1646575,-0.44466000000000006
114,20170322,20170105,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170105\2350\10000793P\10000793vols_data.csv,0,0.16783599999999999,-0.557901
115,20170322,20170105,2200,10000828,P,E:/Pycharm/data/option_data\20170322\20170105\2200\10000828P\10000828vols_data.csv,0,0.1584235,-0.22296100000000002
116,20170628,20170105,2250,10000729,C,E:/Pycharm/data/option_data\20170628\20170105\2250\10000729C\10000729vols_data.csv,0,0.1709965,0.619052
117,20170628,20170105,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170105\2300\10000797C\10000797vols_data.csv,1,0.17435299999999998,0.5466260000000001
118,20170628,20170105,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170105\2350\10000798C\10000798vols_data.csv,0,0.17745149999999998,0.47640200000000005
119,20170628,20170105,2400,10000799,C,E:/Pycharm/data/option_data\20170628\20170105\2400\10000799C\10000799vols_data.csv,0,0.18072,0.41033100000000006
120,20170628,20170105,2450,10000800,C,E:/Pycharm/data/option_data\20170628\20170105\2450\10000800C\10000800vols_data.csv,0,0.18344349999999998,0.349734
121,20170628,20170105,2500,10000801,C,E:/Pycharm/data/option_data\20170628\20170105\2500\10000801C\10000801vols_data.csv,0,0.1857785,0.29535500000000003
122,20170628,20170105,2200,10000829,C,E:/Pycharm/data/option_data\20170628\20170105\2200\10000829C\10000829vols_data.csv,0,0.1684125,0.691146
123,20170628,20170105,2250,10000734,P,E:/Pycharm/data/option_data\20170628\20170105\2250\10000734P\10000734vols_data.csv,0,0.1719615,-0.370578
124,20170628,20170105,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170105\2300\10000802P\10000802vols_data.csv,1,0.1749725,-0.443004
125,20170628,20170105,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170105\2350\10000803P\10000803vols_data.csv,0,0.17704199999999998,-0.513228
126,20170628,20170105,2200,10000830,P,E:/Pycharm/data/option_data\20170628\20170105\2200\10000830P\10000830vols_data.csv,0,0.169074,-0.298484
127,20170125,20170106,2250,10000749,C,E:/Pycharm/data/option_data\20170125\20170106\2250\10000749C\10000749vols_data.csv,0,0.150889,0.79289
128,20170125,20170106,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170106\2300\10000777C\10000777vols_data.csv,1,0.14259349999999998,0.573267
129,20170125,20170106,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170106\2350\10000778C\10000778vols_data.csv,0,0.1425005,0.314141
130,20170125,20170106,2400,10000779,C,E:/Pycharm/data/option_data\20170125\20170106\2400\10000779C\10000779vols_data.csv,0,0.143652,0.132857
131,20170125,20170106,2450,10000780,C,E:/Pycharm/data/option_data\20170125\20170106\2450\10000780C\10000780vols_data.csv,0,0.158165,0.054992
132,20170125,20170106,2500,10000781,C,E:/Pycharm/data/option_data\20170125\20170106\2500\10000781C\10000781vols_data.csv,0,0.17666900000000002,0.0288998
133,20170125,20170106,2200,10000825,C,E:/Pycharm/data/option_data\20170125\20170106\2200\10000825C\10000825vols_data.csv,0,0.154825,0.9194540000000001
134,20170125,20170106,2250,10000754,P,E:/Pycharm/data/option_data\20170125\20170106\2250\10000754P\10000754vols_data.csv,0,0.1490685,-0.204073
135,20170125,20170106,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170106\2300\10000782P\10000782vols_data.csv,1,0.14373249999999999,-0.423696
136,20170125,20170106,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170106\2350\10000783P\10000783vols_data.csv,0,0.1402735,-0.682822
137,20170125,20170106,2200,10000826,P,E:/Pycharm/data/option_data\20170125\20170106\2200\10000826P\10000826vols_data.csv,0,0.159222,-0.07750900000000001
138,20170222,20170106,2200,10000831,C,E:/Pycharm/data/option_data\20170222\20170106\2200\10000831C\10000831vols_data.csv,0,0.1523775,0.8250209999999999
139,20170222,20170106,2250,10000832,C,E:/Pycharm/data/option_data\20170222\20170106\2250\10000832C\10000832vols_data.csv,0,0.15016449999999998,0.701222
140,20170222,20170106,2300,10000833,C,E:/Pycharm/data/option_data\20170222\20170106\2300\10000833C\10000833vols_data.csv,1,0.149383,0.544924
141,20170222,20170106,2350,10000834,C,E:/Pycharm/data/option_data\20170222\20170106\2350\10000834C\10000834vols_data.csv,0,0.15011750000000001,0.383571
142,20170222,20170106,2400,10000835,C,E:/Pycharm/data/option_data\20170222\20170106\2400\10000835C\10000835vols_data.csv,0,0.152307,0.24594000000000002
143,20170222,20170106,2450,10000841,C,E:/Pycharm/data/option_data\20170222\20170106\2450\10000841C\10000841vols_data.csv,0,0.15451199999999998,0.146249
144,20170222,20170106,2200,10000836,P,E:/Pycharm/data/option_data\20170222\20170106\2200\10000836P\10000836vols_data.csv,0,0.153339,-0.170189
145,20170222,20170106,2250,10000837,P,E:/Pycharm/data/option_data\20170222\20170106\2250\10000837P\10000837vols_data.csv,0,0.151058,-0.293989
146,20170222,20170106,2300,10000838,P,E:/Pycharm/data/option_data\20170222\20170106\2300\10000838P\10000838vols_data.csv,1,0.148912,-0.45028599999999996
147,20170222,20170106,2350,10000839,P,E:/Pycharm/data/option_data\20170222\20170106\2350\10000839P\10000839vols_data.csv,0,0.149798,-0.61164
148,20170322,20170106,2250,10000675,C,E:/Pycharm/data/option_data\20170322\20170106\2250\10000675C\10000675vols_data.csv,0,0.16301100000000002,0.648572
149,20170322,20170106,2300,10000787,C,E:/Pycharm/data/option_data\20170322\20170106\2300\10000787C\10000787vols_data.csv,1,0.1660525,0.531606
150,20170322,20170106,2350,10000788,C,E:/Pycharm/data/option_data\20170322\20170106\2350\10000788C\10000788vols_data.csv,0,0.167935,0.418513
151,20170322,20170106,2400,10000789,C,E:/Pycharm/data/option_data\20170322\20170106\2400\10000789C\10000789vols_data.csv,0,0.1719175,0.31825
152,20170322,20170106,2450,10000790,C,E:/Pycharm/data/option_data\20170322\20170106\2450\10000790C\10000790vols_data.csv,0,0.176068,0.23474299999999998
153,20170322,20170106,2500,10000791,C,E:/Pycharm/data/option_data\20170322\20170106\2500\10000791C\10000791vols_data.csv,0,0.17924,0.16818699999999998
154,20170322,20170106,2200,10000827,C,E:/Pycharm/data/option_data\20170322\20170106\2200\10000827C\10000827vols_data.csv,0,0.160101,0.756562
155,20170322,20170106,2250,10000680,P,E:/Pycharm/data/option_data\20170322\20170106\2250\10000680P\10000680vols_data.csv,0,0.162796,-0.34465100000000004
156,20170322,20170106,2300,10000792,P,E:/Pycharm/data/option_data\20170322\20170106\2300\10000792P\10000792vols_data.csv,1,0.16523300000000002,-0.46161800000000003
157,20170322,20170106,2350,10000793,P,E:/Pycharm/data/option_data\20170322\20170106\2350\10000793P\10000793vols_data.csv,0,0.1680965,-0.57471
158,20170322,20170106,2200,10000828,P,E:/Pycharm/data/option_data\20170322\20170106\2200\10000828P\10000828vols_data.csv,0,0.159696,-0.23666199999999998
159,20170628,20170106,2250,10000729,C,E:/Pycharm/data/option_data\20170628\20170106\2250\10000729C\10000729vols_data.csv,0,0.1738535,0.610264
160,20170628,20170106,2300,10000797,C,E:/Pycharm/data/option_data\20170628\20170106\2300\10000797C\10000797vols_data.csv,1,0.17742750000000002,0.5388
161,20170628,20170106,2350,10000798,C,E:/Pycharm/data/option_data\20170628\20170106\2350\10000798C\10000798vols_data.csv,0,0.180357,0.469609
162,20170628,20170106,2400,10000799,C,E:/Pycharm/data/option_data\20170628\20170106\2400\10000799C\10000799vols_data.csv,0,0.183564,0.404622
163,20170628,20170106,2450,10000800,C,E:/Pycharm/data/option_data\20170628\20170106\2450\10000800C\10000800vols_data.csv,0,0.1861535,0.34513699999999997
164,20170628,20170106,2500,10000801,C,E:/Pycharm/data/option_data\20170628\20170106\2500\10000801C\10000801vols_data.csv,0,0.18899700000000003,0.29186100000000004
165,20170628,20170106,2200,10000829,C,E:/Pycharm/data/option_data\20170628\20170106\2200\10000829C\10000829vols_data.csv,0,0.172386,0.681488
166,20170628,20170106,2250,10000734,P,E:/Pycharm/data/option_data\20170628\20170106\2250\10000734P\10000734vols_data.csv,0,0.1755235,-0.38002800000000003
167,20170628,20170106,2300,10000802,P,E:/Pycharm/data/option_data\20170628\20170106\2300\10000802P\10000802vols_data.csv,1,0.178319,-0.451491
168,20170628,20170106,2350,10000803,P,E:/Pycharm/data/option_data\20170628\20170106\2350\10000803P\10000803vols_data.csv,0,0.1802895,-0.520683
169,20170628,20170106,2200,10000830,P,E:/Pycharm/data/option_data\20170628\20170106\2200\10000830P\10000830vols_data.csv,0,0.1734465,-0.308804
170,20170125,20170109,2250,10000749,C,E:/Pycharm/data/option_data\20170125\20170109\2250\10000749C\10000749vols_data.csv,0,0.141589,0.842924
171,20170125,20170109,2300,10000777,C,E:/Pycharm/data/option_data\20170125\20170109\2300\10000777C\10000777vols_data.csv,1,0.1386325,0.618276
172,20170125,20170109,2350,10000778,C,E:/Pycharm/data/option_data\20170125\20170109\2350\10000778C\10000778vols_data.csv,0,0.137265,0.33002
173,20170125,20170109,2400,10000779,C,E:/Pycharm/data/option_data\20170125\20170109\2400\10000779C\10000779vols_data.csv,0,0.142457,0.13078800000000002
174,20170125,20170109,2450,10000780,C,E:/Pycharm/data/option_data\20170125\20170109\2450\10000780C\10000780vols_data.csv,0,0.1534755,0.0508795
175,20170125,20170109,2500,10000781,C,E:/Pycharm/data/option_data\20170125\20170109\2500\10000781C\10000781vols_data.csv,0,0.180449,0.0257383
176,20170125,20170109,2200,10000825,C,E:/Pycharm/data/option_data\20170125\20170109\2200\10000825C\10000825vols_data.csv,0,0.143901,0.951312
177,20170125,20170109,2250,10000754,P,E:/Pycharm/data/option_data\20170125\20170109\2250\10000754P\10000754vols_data.csv,0,0.14460099999999998,-0.153694
178,20170125,20170109,2300,10000782,P,E:/Pycharm/data/option_data\20170125\20170109\2300\10000782P\10000782vols_data.csv,1,0.13692900000000002,-0.378342
179,20170125,20170109,2350,10000783,P,E:/Pycharm/data/option_data\20170125\20170109\2350\10000783P\10000783vols_data.csv,0,0.13795400000000002,-0.6665979999999999
180,20170125,20170109,2200,10000826,P,E:/Pycharm/data/option_data\20170125\20170109\2200\10000826P\10000826vols_data.csv,0,0.151248,-0.0453056
181,20170222,20170109,2200,10000831,C,E:/Pycharm/data/option_data\20170222\20170109\2200\10000831C\10000831vols_data.csv,0,0.150055,0.850095
182,20170222,20170109,2250,10000832,C,E:/Pycharm/data/option_data\20170222\20170109\2250\10000832C\10000832vols_data.csv,0,0.14612999999999998,0.727164
