,date,corr
173,2017-09-15,-0.24673770749729315
174,2017-09-18,-0.3513648244855501
175,2017-09-19,0.619911902993599
176,2017-09-20,-0.3489043032820006
177,2017-09-21,0.3098779627636754
178,2017-09-22,0.12814147182106678
179,2017-09-25,-0.048498123073619934
180,2017-09-26,0.18205319943161605
181,2017-09-27,-0.03562965949018055
182,2017-09-28,0.189858767503103
183,2017-09-29,0.15244183235050796
184,2017-10-09,0.5257895087686374
185,2017-10-10,-0.8698304103968603
186,2017-10-11,-0.8427352612958174
187,2017-10-12,-0.8542628603984297
188,2017-10-13,-0.4210042257137372
189,2017-10-16,-0.21701763486721534
190,2017-10-17,0.8331762919252759
191,2017-10-18,-0.6669715346891592
192,2017-10-19,-0.5710677671126063
193,2017-10-20,0.304193917232246
194,2017-10-23,0.08145166556125193
195,2017-10-24,0.2884864023443868
196,2017-10-25,0.15213500160269097
197,2017-10-26,0.8815643395662626
198,2017-10-27,-0.3187188276321601
199,2017-10-30,0.1363108914416414
200,2017-10-31,-0.7201308366246771
201,2017-11-01,0.0700354568426845
202,2017-11-02,-0.5249664771310796
203,2017-11-03,-0.5704265721561753
204,2017-11-06,-0.4950094086349499
205,2017-11-07,
206,2017-11-08,
207,2017-11-09,
208,2017-11-10,0.14232044186278495
209,2017-11-13,0.7064699099786076
210,2017-11-14,0.7036927720166493
211,2017-11-15,0.554057269786002
212,2017-11-16,-0.28362535026717756
213,2017-11-17,0.14335214652635747
214,2017-11-20,0.14195827362319854
215,2017-11-21,0.23107491007954925
216,2017-11-22,-0.49135367032054306
217,2017-11-23,-0.32280999493990054
218,2017-11-24,0.8294302167673109
219,2017-11-27,-0.48820275148238046
220,2017-11-28,0.9304388557112248
221,2017-11-29,-0.5042317942135963
222,2017-11-30,-0.4296738603734535
223,2017-12-01,0.7885357311231671
224,2017-12-04,-0.7065632992412488
225,2017-12-05,-0.2726200145145298
226,2017-12-06,-0.8103735290351617
227,2017-12-07,-0.33598017249504347
228,2017-12-08,-0.4263069874089514
229,2017-12-11,-0.9170794731773064
230,2017-12-12,0.17023281296277945
231,2017-12-13,-0.5836827464184399
232,2017-12-14,0.3964015691353963
233,2017-12-15,0.06571711348656877
234,2017-12-18,0.806284255890153
235,2017-12-19,-0.5579503239998121
236,2017-12-20,-0.10619592378081272
237,2017-12-21,0.1367844119904758
238,2017-12-22,0.8623540666138927
239,2017-12-25,-0.1188354857010641
240,2017-12-26,-0.4021420630867816
241,2017-12-27,-0.7931881444636916
242,2017-12-28,0.8368448597259479
243,2017-12-29,0.17539037257578613
244,2018-01-02,0.9150444685982043
245,2018-01-03,0.486736904611563
246,2018-01-04,0.6503485379917687
247,2018-01-05,-0.16301585774024027
248,2018-01-08,0.8819318667060266
249,2018-01-09,-0.7628626031178802
250,2018-01-10,0.2042753588588208
251,2018-01-11,0.8197676701321738
252,2018-01-12,0.021487154871385427
253,2018-01-15,0.7088133451291267
254,2018-01-16,-0.4552560651344639
255,2018-01-17,0.6720287800266231
256,2018-01-18,0.23635935878687825
257,2018-01-19,-0.4959811230974199
258,2018-01-22,-0.042825045831268935
259,2018-01-23,-0.16465326465031282
260,2018-01-24,0.1296832577590596
261,2018-01-25,0.8207957666213546
262,2018-01-26,-0.4445339128694567
263,2018-01-29,-0.7846946728250297
264,2018-01-30,0.8729681625482397
265,2018-01-31,-0.4714530961783307
266,2018-02-01,-0.34364975220882843
267,2018-02-02,-0.7935275574712042
268,2018-02-05,-0.6410842919203342
269,2018-02-06,0.6885188499356998
270,2018-02-07,0.22660923552179124
271,2018-02-08,0.5387583670565022
272,2018-02-09,0.2776660935911985
273,2018-02-12,0.14018059237804642
274,2018-02-13,-0.548008191351946
275,2018-02-14,0.6218176713140582
276,2018-02-22,-0.08653716853675865
277,2018-02-23,-0.43508239756226724
278,2018-02-26,-0.5371161166095767
279,2018-02-27,0.14154334369245072
280,2018-02-28,-0.27071617849431284
281,2018-03-01,0.5009080949462215
282,2018-03-02,0.6863672916878318
283,2018-03-05,-0.29988644329099995
284,2018-03-06,-0.8916670024702666
285,2018-03-07,-0.7722498691827846
286,2018-03-08,-0.6132912757628433
287,2018-03-09,-0.7869821930114222
288,2018-03-12,0.8588659575647111
289,2018-03-13,-0.4235836542329163
290,2018-03-14,0.6091651398567115
291,2018-03-15,-0.8211723797923398
292,2018-03-16,-0.9246131407360164
293,2018-03-19,-0.23928259706869082
294,2018-03-20,0.8875872713085676
295,2018-03-21,0.6505071000983941
296,2018-03-22,-0.5194772587159364
297,2018-03-23,-0.5096980420203984
298,2018-03-26,0.3861978229159162
299,2018-03-27,0.4490142452469568
300,2018-03-28,-0.41857773583895874
301,2018-03-29,0.6881365492664505
302,2018-03-30,0.8983499556755821
303,2018-04-02,-0.5997858141847406
304,2018-04-03,-0.7239642528427302
305,2018-04-04,-0.5360357420456706
306,2018-04-09,-0.6744109287930751
307,2018-04-10,-0.6878725117986519
308,2018-04-11,0.9383947450236395
309,2018-04-12,-0.7232100529140403
310,2018-04-13,-0.804057008679123
311,2018-04-16,-0.4333837025463179
312,2018-04-17,0.8633056033156316
313,2018-04-18,-0.2559720329456549
314,2018-04-19,-0.007116555086152932
315,2018-04-23,-0.460148179544881
316,2018-04-24,0.41822530190834173
317,2018-04-25,0.11022347817822888
318,2018-04-26,0.9160796930224552
319,2018-04-27,0.6650215535519097
320,2018-05-02,-0.8143799191735213
321,2018-05-03,-0.34561807621343993
322,2018-05-04,-0.3025839970443748
323,2018-05-07,-0.8471234043721825
324,2018-05-08,-0.8374630145605504
325,2018-05-09,-0.06192882960557051
326,2018-05-10,-0.5282312887667162
