,date,expiry,callSigma_0.1,callSigma_0.25,callSigma_0.5,putSigma_-0.5,putSigma_-0.25,putSigma_-0.1,diff_10,diff_25,diff_c_1050,diff_c_2550,diff_p_1050,diff_p_2550,etf_close,timetoexpiry
11,2017-01-05,2017-06-28,0.1941669206219313,0.18772601512532414,0.17641028327922076,0.17665217108111186,0.16713212480927678,0.16112434330180048,-0.170176141303024,-0.10970184554495055,0.10065534169913148,0.06414440040432863,-0.08790057707347174,-0.05389147619059744,2.3215,4
12,2017-01-06,2017-01-25,0.14977610763500931,0.14290791798228195,0.14256720456457475,0.14271393939241914,0.14795264932862223,0.1574176767445719,0.05101994724141451,0.03530057268741221,0.05056494649279137,0.0023898442755316217,0.10302944067518205,0.036707766308645334,2.3135,1
13,2017-01-06,2017-02-22,0.15553495136973244,0.15224241157152094,0.1495874999349253,0.14918498117183335,0.15186849199515348,0.1546322238206785,-0.005804017303531988,-0.002456080224345323,0.039759013536521844,0.017748218519265363,0.03651334474863092,0.01798780817104658,2.3135,2
14,2017-01-06,2017-03-22,0.18248973201514515,0.1753096901756739,0.1665786005986224,0.16620483582393097,0.1600788889979535,0.15577289486892185,-0.14640186519648143,-0.08687940274412649,0.09551725947597102,0.05241423295474438,-0.06276556818154316,-0.03685781340602504,2.3135,3
15,2017-01-06,2017-06-28,0.19923719734026604,0.1912312471938585,0.17907026567761702,0.17970047451294946,0.17173168606087835,0.16735745827249243,-0.1600089716847803,-0.10196848799094373,0.11262021411726644,0.0679117857463566,-0.06868660905827254,-0.0443448381183705,2.3135,4
16,2017-01-09,2017-01-25,0.14670232531583,0.13935032685512366,0.13807139310196492,0.13736159966835038,0.14131203400876036,0.1478938248594868,0.00812188587394006,0.01407752100700986,0.06251064771607816,0.009262843840608275,0.07667517862754739,0.028759379258453732,2.3195,1
17,2017-01-09,2017-02-22,0.15097870442686565,0.14775237305746725,0.1470168826709389,0.14659162555999763,0.14724575470585363,0.14884847002814564,-0.014109502441464514,-0.0034288339410736093,0.02694807347258413,0.005002761405127577,0.015395452908899696,0.00446225453437156,2.3195,2
18,2017-01-09,2017-03-22,0.174310719912809,0.16569386040333828,0.1589548208439013,0.15933416612042556,0.1548636370014189,0.1536339349676809,-0.11862027163602279,-0.06536285276688011,0.09660543157723837,0.04239594322247654,-0.03577532234007104,-0.02805756748761479,2.3195,3
19,2017-01-09,2017-06-28,0.18859912912553778,0.1827702731199686,0.17381325584009993,0.1740071089998057,0.16795412311346156,0.16443304497314315,-0.12813465398511406,-0.08106433148886236,0.08506758137618776,0.05153241757411589,-0.05502110851501616,-0.03478585398686732,2.3195,4
20,2017-01-10,2017-01-25,0.1451003173226212,0.1364271811272481,0.13333245911808522,0.13292327021488376,0.1360860229318381,0.14436558895241552,-0.005063588996652851,-0.002500661470765106,0.08825951521762468,0.023210567251460215,0.08608213384333768,0.02379382264551152,2.3125,1
21,2017-01-10,2017-02-22,0.14374653254440545,0.14417205159140078,0.14228746425064615,0.14185573950803299,0.14289176187316638,0.14272268766437768,-0.007122570972009275,-0.008880290625695514,0.010254369922490741,0.013244928853569626,0.0061114774724754795,0.007303351762335464,2.3125,2
22,2017-01-10,2017-03-22,0.16734841493313524,0.1612889008464981,0.15651268238809563,0.15632456532516184,0.15290175774124742,0.15189364873859953,-0.09235083702890594,-0.052000745626215754,0.06923229721519218,0.030516494801099654,-0.028344339722588117,-0.021895519599205854,2.3125,3
23,2017-01-10,2017-06-28,0.1823563964224489,0.1773991677258481,0.17002277981452943,0.17020584737674557,0.1646600254340998,0.1612732313136533,-0.1156151663578289,-0.07181060911985403,0.07254096551870107,0.0433847036224514,-0.0524812525583813,-0.03258302830436995,2.3125,4
24,2017-01-11,2017-01-25,0.15065549638757114,0.13828945659468728,0.13167283391046333,0.13133058465588088,0.1364492110154369,0.14826632880730345,-0.015858482681052687,-0.013307200885487357,0.14416536739853184,0.05025047678948874,0.12895506553784464,0.03897512809349093,2.3035,1
25,2017-01-11,2017-02-22,0.14521029119992634,0.14219348267314424,0.14010477801743482,0.14009935868150608,0.14158189163604043,0.14344468376092495,-0.012158969067629614,-0.004301118627987051,0.036440678574546484,0.014908161486466271,0.023878232640764205,0.010582010999098541,2.3035,2
26,2017-01-11,2017-03-22,0.16302648877245507,0.1584228657551274,0.1543696004932771,0.15386950506002817,0.1506134908648612,0.1495755808893577,-0.0825074991455623,-0.049294493273067494,0.056078970545466775,0.026256887683186132,-0.02790627141482838,-0.02116088040899799,2.3035,3
27,2017-01-11,2017-06-28,0.18285136482674183,0.17499220689838715,0.16713225050268318,0.1674499474346512,0.1624627829616203,0.15997440720308934,-0.1251123153788282,-0.07159989669735585,0.09405195153407145,0.04702836449616159,-0.04464343134224781,-0.029783016056049615,2.3035,4
28,2017-01-12,2017-01-25,0.1471205629841788,0.13644087393586146,0.1292525237626663,0.12949998736394266,0.13618184404914305,0.14881764521599886,0.011535316324221478,-0.001898477188296085,0.138241317858689,0.05561477612920289,0.14917111766016206,0.051597353955115874,2.2955,1
29,2017-01-12,2017-02-22,0.1422928593883078,0.13929553142240872,0.13789021309698024,0.13874297786471548,0.14073302474865174,0.14430881875390367,0.01416767766325119,0.010319737550545462,0.031928635052809066,0.010191574107149267,0.04011619885090894,0.014343406164142546,2.2955,2
30,2017-01-12,2017-03-22,0.16134430793516466,0.15582084564795515,0.15109200696765968,0.15061608581032998,0.1480650471247489,0.14699272812396633,-0.08895002243875526,-0.04977381871440265,0.06785468783732171,0.031297742185049215,-0.02405691043469639,-0.01693735879442239,2.2955,3
31,2017-01-12,2017-06-28,0.18302432093959975,0.17249988267646846,0.16383065318070836,0.16441802927354354,0.1591373815786112,0.15537895073705993,-0.15104752232170898,-0.07746382716630155,0.11715553461000004,0.052915796448652214,-0.054976200459410866,-0.032117205870086665,2.2955,4
32,2017-01-13,2017-01-25,0.1404760713120437,0.12684584556399492,0.126152379394978,0.12490496263549859,0.13156563743676222,0.145300645642849,0.034344456573592,0.03720888021031895,0.11354278045139997,0.00549705183796574,0.16328961297454372,0.05332594206605715,2.3105,1
33,2017-01-13,2017-02-22,0.13967213771531883,0.13674838173637793,0.1350757301214842,0.13626127984785702,0.138176528280429,0.1395914494637587,-0.0005776975485589608,0.010443608369744652,0.03402837496936523,0.012383065509913568,0.02443958855824631,0.014055705587900418,2.3105,2
34,2017-01-13,2017-03-22,0.15912836955561319,0.15542825106630256,0.15149306141848554,0.151389749940397,0.14880416302577734,0.14854280370417247,-0.06652217879817593,-0.04261830133892145,0.05040038181046338,0.025976038842772022,-0.018805409463622125,-0.01707900908507755,2.3105,3
35,2017-01-13,2017-06-28,0.1753274853820132,0.16819990225755,0.16052902427085458,0.16059196327456754,0.15315893971755518,0.14767905890527588,-0.15769590498885785,-0.08942313484203986,0.09218557938899408,0.04778499104157407,-0.08040816057036544,-0.04628515279001828,2.3105,4
36,2017-01-16,2017-01-25,0.146381579252779,0.13676927014623197,0.13448432498645957,0.13509701067723262,0.14445916923898297,0.15705015031285624,0.07288192349430946,0.05622534275812877,0.08846573210310792,0.01699041996160116,0.1624990777040435,0.06929952420722303,2.3385,1
37,2017-01-16,2017-02-22,0.13665431373153766,0.13635085646029418,0.1353083107041482,0.13498488638514017,0.13812648846633238,0.1395647925129662,0.0212981112849922,0.013022521839129532,0.009947674465705965,0.007704964689312489,0.033929029022986994,0.023273732084557703,2.3385,2
38,2017-01-16,2017-03-22,0.1699157453796221,0.1596206777759028,0.15846775475117328,0.15880948309403217,0.15572784372551368,0.15408167257718086,-0.09318779002537456,-0.024388031078620094,0.07224176708015138,0.007275442417543232,-0.029770328728114692,-0.019404630683759805,2.3385,3
39,2017-01-16,2017-06-28,0.17970874869337117,0.1713290670177307,0.16430597963780405,0.16454056273705192,0.15893744839899393,0.15433089059465946,-0.14121659787422364,-0.07232642326508659,0.09374442177649875,0.0427439548786255,-0.06204957593774782,-0.0340530884594833,2.3385,4
40,2017-01-17,2017-01-25,0.13810449617563397,0.12758021297006777,0.1202783211404952,0.119144703144856,0.11570801271229897,0.13201523970674423,-0.0440916598482482,-0.09305675215132461,0.14820771412594205,0.060708295230055165,0.10802441251828236,-0.028844676614609658,2.3285,1
41,2017-01-17,2017-02-22,0.12845253271537624,0.12419073104319313,0.12324635839087349,0.12261779430981205,0.1262553314472373,0.13155297065053984,0.02413683770668434,0.016624432328416778,0.04224201341504524,0.007662479156784347,0.07287014410120389,0.029665654629494238,2.3285,2
42,2017-01-17,2017-03-22,0.16321063496804697,0.15307038394253664,0.1489224819115113,0.14857021379444588,0.147287058698215,0.14574360243295675,-0.10702141155513471,-0.03778213064711925,0.09594355985166553,0.02785275921932314,-0.019025424338420065,-0.00863669145691728,2.3285,3
43,2017-01-17,2017-06-28,0.17291808124762267,0.16728951525294788,0.16001929850065597,0.1603585660648466,0.15488532691372559,0.15056648781767462,-0.12926116961672768,-0.07414803205369273,0.08060766962376,0.0454333747267497,-0.06106364310598922,-0.03413125525771867,2.3285,4
44,2017-01-18,2017-01-25,0.13281917964752699,0.1258869738487777,0.11875745390933037,0.11576702757033785,0.12172762499731331,0.13679397379186908,0.029926356681996762,-0.03304034344697831,0.11840710014659409,0.06003429430956488,0.1816315635188582,0.05148786793678284,2.3445,1
45,2017-01-18,2017-02-22,0.12574574148966797,0.12157805971074837,0.12024678156703605,0.12024519248898521,0.12493632965832906,0.13488630541095897,0.07269084275145851,0.027622335440872284,0.04573062040389258,0.011071216429773137,0.12176048471388928,0.03901309542810673,2.3445,2
46,2017-01-18,2017-03-22,0.15680531304851655,0.14838696364731782,0.1449062303952387,0.14464126435866267,0.14357265397605865,0.14441337301066365,-0.07902755204486446,-0.032444289935750006,0.08211574216527844,0.024020590712940736,-0.001575562471812545,-0.0073880049883567655,2.3445,3
47,2017-01-18,2017-06-28,0.16855455297010302,0.1645283440829562,0.15864033530421043,0.15839752335206947,0.15658734807983427,0.15538326075611503,-0.07814260713754925,-0.04826521562216676,0.06249493640366419,0.03711545848320891,-0.019029733118078204,-0.011428052875623158,2.3445,4
48,2017-01-19,2017-01-25,0.1306256122348369,0.12014687293624485,0.11011505934728726,0.10951449994032249,0.11473876799575095,0.13056061875022992,-0.0004975554448704476,-0.04501244858335745,0.18626473989231823,0.09110301214403996,0.1921765503323857,0.04770389362390649,2.3345,1
49,2017-01-19,2017-02-22,0.12509642104450894,0.12114041133709309,0.1181713852257916,0.11820142022787776,0.12407472764170874,0.13671956354391934,0.09291346948506964,0.024222439665079455,0.0586016302126406,0.025124746618045805,0.15666599673964057,0.0496889749929228,2.3345,2
50,2017-01-19,2017-03-22,0.15227789963318725,0.14406576286279685,0.14118538639593503,0.14111385252319408,0.14037765418515233,0.14048991856404527,-0.07741097754524659,-0.025600174561647544,0.07856700697156281,0.020401378219019047,-0.004421493340253443,-0.005217052223280135,2.3345,3
51,2017-01-19,2017-06-28,0.16720430874316938,0.16244728298204528,0.15569987565533164,0.15557727636669993,0.1535877976956612,0.15312264822503635,-0.08421828733948995,-0.05453760213006019,0.07388851814695588,0.04333598404182532,-0.01577754926033001,-0.012787720144614725,2.3345,4
52,2017-01-20,2017-01-25,0.12515547919709863,0.11744403608248785,0.10712660321608529,0.1023545374690725,0.11410733055280081,0.12115900640303778,-0.03193206417888489,-0.028411025719036725,0.1682950400718602,0.09631065073155776,0.18371895764413232,0.1148243485275828,2.3495,1
53,2017-01-20,2017-02-22,0.1269450268328257,0.12074838147226633,0.11682787429461232,0.11520992815865179,0.12053602455269688,0.13251210987175374,0.04385428226549856,-0.0017586730106044504,0.08659878988040409,0.03355797750601378,0.15017960682412448,0.04622949149582577,2.3495,2
54,2017-01-20,2017-03-22,0.15747538851095993,0.14552153973806722,0.14337540216154723,0.14266871679569168,0.1409781233890505,0.14219275607519724,-0.09704775190758813,-0.03122160717371936,0.09834313373730343,0.014968659506195109,-0.0033361253341616407,-0.011849783502729562,2.3495,3
55,2017-01-20,2017-06-28,0.17151266824188408,0.1660903076702969,0.16008614625095155,0.16032912144760214,0.1587302327647187,0.15772529479540773,-0.08038691012043515,-0.04431369300723166,0.07137733188367389,0.03750581521234949,-0.016240509700824256,-0.009972540661653765,2.3495,4
56,2017-01-23,2017-01-25,0.1424545122764252,0.12633596745426556,0.1012991357605234,0.11134157699117786,0.13750718352467892,0.15320654744477955,0.07547697153664473,0.08842466872672192,0.40627569235334154,0.2471574066824279,0.3760048275310386,0.23500301720689915,2.3485,1
57,2017-01-23,2017-02-22,0.12671152459198093,0.11950849873922802,0.11023703228719799,0.1111397794444855,0.11258983528088445,0.12392001059998971,-0.022030466455044806,-0.05789264806547644,0.14944607962469753,0.08410482629716749,0.114992410632666,0.013047136170746685,2.3485,2
58,2017-01-23,2017-03-22,0.14878721354782642,0.14091470994700367,0.13811040200103986,0.1393273017324126,0.13737074566041807,0.13772173766847137,-0.07437114800055145,-0.0251497113957687,0.07730635341070241,0.02030482791544332,-0.01152368591063947,-0.014042876361391227,2.3485,3
59,2017-01-23,2017-06-28,0.1653059355059977,0.16012257512589298,0.15306938296345896,0.15333969959106072,0.14967161456236092,0.14723473048903254,-0.10931975891639711,-0.06526850167951156,0.07994121558234728,0.04607839938910433,-0.039813362868907576,-0.023921300475233533,2.3485,4
60,2017-01-24,2017-01-25,0.1580828301831651,0.1378812455696072,0.10421193788034405,0.09463107847057262,0.13307217021149859,0.16752200722622546,0.05971032421499227,-0.03487838638417895,0.5169359038757682,0.32308493992235504,0.770264166209621,0.4062205816758178,2.3535,1
61,2017-01-24,2017-02-22,0.12179541122647294,0.11495886486363102,0.10870890876395656,0.1103623764774378,0.11082314865936325,0.11902712468957759,-0.02272898879373916,-0.035975617967120024,0.12038114089555958,0.05749258428529728,0.07851179440586975,0.004175083906603426,2.3535,2
62,2017-01-24,2017-03-22,0.1464604885577623,0.13796365068165328,0.1346388769792585,0.13507420671190684,0.132735184307605,0.13316184921134133,-0.09080018425021263,-0.037897419705954276,0.08780236320839903,0.024694009464346432,-0.014157828849176829,-0.017316573320994025,2.3535,3
63,2017-01-24,2017-06-28,0.15684215996456605,0.15204273535913398,0.1462028930981805,0.1463601321993707,0.14241386390178745,0.1386268910629095,-0.11613758000891947,-0.06333003306341843,0.07277056316006623,0.03994341108579725,-0.05283707400541982,-0.02696272706427773,2.3535,4
64,2017-01-25,2017-02-22,0.12673953735492996,0.11773889798112878,0.10862950150573206,0.10936243358618984,0.10972277810237224,0.11808703601928189,-0.0682699457188093,-0.06808387046429946,0.16671378951547788,0.08385748207558563,0.07977695948230781,0.0032949570009194163,2.3684,2
65,2017-01-25,2017-03-22,0.14535808561155997,0.13765736122967664,0.13353192113520304,0.13357019740419654,0.13250334019919735,0.13288112641650868,-0.08583601760134235,-0.037440940204279995,0.08856432511281524,0.03089478575161466,-0.005158867779484263,-0.00798723986137996,2.3684,3
66,2017-01-25,2017-06-28,0.1515056748945552,0.15065013425038343,0.14457982791613821,0.14436487795598155,0.14102183927367973,0.13610945037702013,-0.10162143779928053,-0.06391162559935916,0.047903273079244676,0.04198584561717849,-0.05718445993130398,-0.023156869798491766,2.3684,4
67,2017-01-26,2017-02-22,0.11309512351670717,0.11090965143179222,0.10522064740355909,0.10447767551592835,0.10851745529794421,0.12180922003018063,0.07705103670704386,-0.021568872527916835,0.07483774627375772,0.054067373358897476,0.1658875394065402,0.038666440098966116,2.3665,1
68,2017-01-26,2017-03-22,0.13826119989185556,0.12883353155889338,0.12195051892849977,0.12220079012273427,0.11972186242273065,0.12395992961079776,-0.10343661339727922,-0.07072436054426968,0.13374835225521942,0.056441027810871,0.014395483746845385,-0.02028569289538854,2.3665,2
69,2017-01-26,2017-06-28,0.1478969034957205,0.14323115507564485,0.1373973377221511,0.13677068979426976,0.1328294191019804,0.1288625928712383,-0.12869985898679048,-0.07262202115294657,0.07641753433972585,0.04245946428227793,-0.05782011434560143,-0.02881663241018828,2.3665,3
70,2017-01-26,2017-09-27,0.15134385993248348,0.1476857492287992,0.14162816291062935,0.14195364620893708,0.13395496406113358,0.12798944538375054,-0.15431359130890182,-0.09297298648899076,0.06860003562981294,0.042771057632035606,-0.09837155436383138,-0.0563471412071409,2.3665,4
71,2017-02-03,2017-02-22,0.1206876448828377,0.11204591416886543,0.10536885963426433,0.10578610831231859,0.10850731812659593,0.12059987339416851,-0.0007272615913119894,-0.03158166068364124,0.14538247165002,0.06336838566704793,0.14003506999344723,0.025723697162989997,2.3415,1
72,2017-02-03,2017-03-22,0.13448424423817185,0.1246369086038961,0.11855973442902848,0.11873534617539022,0.11782995121039191,0.12077937277163778,-0.1019068928421289,-0.05461429900461609,0.13431634176505347,0.05125833154177236,0.017214979886681903,-0.007625319621849595,2.3415,2
73,2017-02-03,2017-06-28,0.14512057079596674,0.14140276707179153,0.13596730271034596,0.13626873619024027,0.1309388911355037,0.12750268341084542,-0.12140172332901937,-0.07400050333509546,0.06731962687470665,0.03997626085901589,-0.06432915593461477,-0.03911275031784074,2.3415,3
74,2017-02-03,2017-09-27,0.1523535709840758,0.14822353502605126,0.14093350950997585,0.14110686992983995,0.13325379239676877,0.12786573843664198,-0.16073028278407278,-0.10099437060822672,0.0810315553327761,0.051726701062243766,-0.09383761045639821,-0.05565340324660188,2.3415,4
75,2017-02-06,2017-02-22,0.12081412530517913,0.11083276397562934,0.10806153172139836,0.10784655489669666,0.10944667090985291,0.119450520502575,-0.011286799446336518,-0.012506167094066285,0.11801233408998121,0.025644947004598326,0.10759699850397142,0.014836969198403797,2.3425,1
76,2017-02-06,2017-03-22,0.12955427275246162,0.12246996789981288,0.11506165961037165,0.11522900320081121,0.11791375457478964,0.12189280302259682,-0.05913714435728037,-0.037202698777144,0.1259551895146105,0.0643855504477135,0.05783092482517194,0.0232992675403056,2.3425,2
77,2017-02-06,2017-06-28,0.1422229200294504,0.1367550022401153,0.13204579790151427,0.1322393148026708,0.12864770040627627,0.12668111312692631,-0.10927779361656899,-0.0592834024425972,0.07707266940464606,0.035663416885960794,-0.042031385931169514,-0.0271599592129918,2.3425,3
78,2017-02-06,2017-09-27,0.1415329479612526,0.14036397690921382,0.13728520352077336,0.13739272882027442,0.1326813803698305,0.12995887140643275,-0.08177655253805972,-0.05473339177581414,0.030941021548884437,0.022426112279278425,-0.054106629060159485,-0.03429110471054785,2.3425,4
79,2017-02-07,2017-02-22,0.11922809574217379,0.11010316748992476,0.10704406686579325,0.10614496233113842,0.10479814269907001,0.11304175396607705,-0.0518866105978449,-0.04818230857291364,0.11382255208648127,0.028577955917602236,0.06497521392888,-0.012688493193551316,2.3355,1
80,2017-02-07,2017-03-22,0.12736111572121359,0.11992517953125001,0.11677145568968476,0.11638887962755484,0.11755587657815791,0.12310084520200687,-0.033450323476532755,-0.019756509536637417,0.09068706019791685,0.027007660587413877,0.05766844389197972,0.010026704908041641,2.3355,2
81,2017-02-07,2017-06-28,0.13787231738906588,0.13050947217649836,0.1260703625485432,0.12694140158305037,0.12348913893488773,0.1203121832483275,-0.12736519174610617,-0.05379175261789786,0.09361403110091286,0.035211365607407404,-0.05222266535623333,-0.02719571869469251,2.3355,3
82,2017-02-07,2017-09-27,0.14321919370088662,0.1403259718662016,0.1347763000807597,0.13507293941071497,0.1298756058688441,0.12709683577443232,-0.11257120997431294,-0.07447207283425576,0.06264375572758592,0.04117691153501378,-0.05905034473285422,-0.03847797763597467,2.3355,4
83,2017-02-08,2017-02-22,0.11968129341393693,0.11096339346572709,0.10762396774306085,0.10711021480937848,0.10736615699302311,0.11131046407662502,-0.0699426710602137,-0.032418226951711274,0.11203197506768646,0.03102864345829279,0.03921427358465887,0.002389521709952039,2.3485,1
84,2017-02-08,2017-03-22,0.12264112242990816,0.11501836388738149,0.11302009695513905,0.11222964553758712,0.11491311697661508,0.12088352811454349,-0.014331198871481026,-0.0009150444086429621,0.08512667865245212,0.017680633675580766,0.07710870452725505,0.023910540091024623,2.3485,2
85,2017-02-08,2017-06-28,0.1360355406455114,0.12818378984762205,0.12420627979426165,0.12410942270861833,0.12133543847927722,0.11959564191622445,-0.12085002677445092,-0.053426032858646,0.09523883068427812,0.0320234215206256,-0.0363693641778614,-0.022351117012717196,2.3485,3
86,2017-02-08,2017-09-27,0.1401891511951826,0.13803128015391755,0.1331629991899108,0.13354173497122562,0.12776362509977554,0.12412213096158647,-0.11460958352780333,-0.07438643648521287,0.05276354578985881,0.03655881133364851,-0.070536780218325,-0.043268195315083316,2.3485,4
87,2017-02-09,2017-02-22,0.11849310801611801,0.11164671734951796,0.10584150847602578,0.1056577373232917,0.1102243787541713,0.11973286849497315,0.010462722259648252,-0.012739636499064493,0.1195334394063172,0.05484813054045926,0.13321439137594196,0.04322107918047298,2.3545,1
88,2017-02-09,2017-03-22,0.12484030428147529,0.119621624085991,0.1144048207124735,0.11439010164770144,0.11486910837470506,0.12249239314462536,-0.01880731667840326,-0.03972957019768901,0.0912154182316201,0.04559950656824652,0.07083035490148744,0.004187484057657879,2.3545,2
89,2017-02-09,2017-06-28,0.14119841647446457,0.1363886216564325,0.1286570199168141,0.1288948766410097,0.12419460863393787,0.12225720717685312,-0.1341460461848517,-0.08940638063790805,0.09747930245671295,0.06009467454335121,-0.051496767265959115,-0.03646590252118974,2.3545,3
90,2017-02-09,2017-09-27,0.1470076018026839,0.14297742374108652,0.13615536760466446,0.13623398436526077,0.1298293494742165,0.12568467149229154,-0.14504644691104046,-0.09195909342078688,0.07970478423979277,0.05010493714967098,-0.07743525172606837,-0.04701202068547457,2.3545,4
91,2017-02-10,2017-02-22,0.11712148172882954,0.10687273836151819,0.10361483303461654,0.10418724454157438,0.10828699937785152,0.11645269825798424,-0.00571016914210263,0.013233131648122646,0.13035439327205772,0.031442460808803516,0.11772509936679926,0.03934987295533279,2.3665,1
92,2017-02-10,2017-03-22,0.1278612430024201,0.12150815712179458,0.11970729720070053,0.12027453733033827,0.12008532057378347,0.12740050410396714,-0.00360342890178415,-0.011709802713779248,0.06811569547050017,0.015043860843961244,0.05924750933821634,-0.0015732071039700319,2.3665,2
93,2017-02-10,2017-06-28,0.1463066212661084,0.14097079372290516,0.13244266761843715,0.13223149464877096,0.12689047382296773,0.12437062726531523,-0.14993165593575639,-0.09988111386826677,0.10467890670711076,0.06439107772305869,-0.059447769265071955,-0.04039144259837553,2.3665,3
94,2017-02-10,2017-09-27,0.15325301568481725,0.1482457236821809,0.13985997260492156,0.13991190612266566,0.13326906903693478,0.12858318709009323,-0.16097450666458932,-0.10102587968981869,0.09576037253867162,0.059958191904895645,-0.08097037161826777,-0.04747871192539448,2.3665,4
95,2017-02-13,2017-02-22,0.12056215524467205,0.11149602508077049,0.10911952417893746,0.11030230380134683,0.11251590310511732,0.12240987126688768,0.015325837684850832,0.009147214204345016,0.10486327860970714,0.021778878891883468,0.10976713131347142,0.020068477515729485,2.3775,1
96,2017-02-13,2017-03-22,0.12452031774605024,0.11622803123104912,0.11553841820746055,0.11478862967562245,0.11414646237846315,0.1205294644912467,-0.03204981586171812,-0.01790935310990535,0.077739505853904,0.00596869019229863,0.05001222535583091,-0.0055943458770609635,2.3775,2
97,2017-02-13,2017-06-28,0.13824667995888573,0.1365066648556805,0.13334672712554088,0.1319697685496504,0.12649975216941825,0.12435641325917017,-0.1004745047320232,-0.07330713629874334,0.0367459549924441,0.02369715251552185,-0.05769014657031763,-0.04144901093900294,2.3775,3
98,2017-02-13,2017-09-27,0.14728387041975635,0.14341830133342398,0.13680849912777177,0.13642158525759476,0.13093887191804227,0.12648646155109874,-0.14120628965945403,-0.08701420459840124,0.07656959442410924,0.04831426591032927,-0.0728266255500276,-0.040189485624286626,2.3775,4
99,2017-02-14,2017-02-22,0.11416690436901507,0.1038323306641982,0.10299399064651361,0.1026937924317635,0.10154920112620712,0.1121410081818134,-0.01774503914596373,-0.021988618799041456,0.10848121965531066,0.008139698369022863,0.09199402930150079,-0.011145671792352275,2.3695,1
100,2017-02-14,2017-03-22,0.11415221446212909,0.10980857585780232,0.10727239975592531,0.10764698816790427,0.10732691068532735,0.11370282976930071,-0.003936714630949732,-0.022599921300214557,0.06413406171445102,0.02364239177689245,0.05625648895954928,-0.0029733993307613804,2.3695,2
101,2017-02-14,2017-06-28,0.1338233206974981,0.13115084154662623,0.1284321944171435,0.12803205007899476,0.12328547818766185,0.12085282095,-0.09692256685826363,-0.05997188631205331,0.04197643982352584,0.021167956693573613,-0.05607368721007936,-0.03707331006887977,2.3695,3
