,sec,average_accu_orders
2597,2597,9711.478287836175
2598,2598,9717.181165154432
2599,2599,9722.641409527883
2600,2600,9727.184164714585
2601,2601,9731.423080622175
2602,2602,9734.31064822517
2603,2603,9738.343713505717
2604,2604,9741.174986628657
2605,2605,9743.438722900411
2606,2606,9747.48620645864
2607,2607,9749.859209227187
2608,2608,9751.692719546008
2609,2609,9753.891847540333
2610,2610,9755.94247714087
2611,2611,9757.65542667489
2612,2612,9758.904600823003
2613,2613,9760.518085754164
2614,2614,9763.690683787307
2615,2615,9766.691087963749
2616,2616,9770.336052056728
2617,2617,9772.332598921128
2618,2618,9773.752377008575
2619,2619,9775.017492056375
2620,2620,9777.615412135478
2621,2621,9778.73639945555
2622,2622,9780.143269742428
2623,2623,9781.619925459781
2624,2624,9784.814258744947
2625,2625,9787.75685771012
2626,2626,9789.146556959491
2627,2627,9792.119106425225
2628,2628,9794.187156838743
2629,2629,9796.838907321984
2630,2630,9799.334578785178
2631,2631,9801.896400259919
2632,2632,9804.126296036715
2633,2633,9805.187324564058
2634,2634,9807.150391538764
2635,2635,9811.269023847706
2636,2636,9814.572743738969
2637,2637,9817.20372743035
2638,2638,9820.587148966388
2639,2639,9827.05294598322
2640,2640,9830.13698084758
2641,2641,9832.536933393545
2642,2642,9835.527105123514
2643,2643,9840.46080756608
2644,2644,9843.486509136794
2645,2645,9848.443853627863
2646,2646,9852.83307103503
2647,2647,9856.045964452907
2648,2648,9859.766373479926
2649,2649,9861.704089014504
2650,2650,9865.08119937159
2651,2651,9868.628702987153
2652,2652,9872.459917194828
2653,2653,9875.534423158499
2654,2654,9878.03245057877
2655,2655,9880.967239546626
2656,2656,9884.886332428048
2657,2657,9888.254223585369
2658,2658,9891.44188931731
2659,2659,9893.778273216945
2660,2660,9896.10783140283
2661,2661,9899.752093558736
2662,2662,9903.331394257793
2663,2663,9906.355641845648
2664,2664,9908.413615246625
2665,2665,9911.42142940418
2666,2666,9914.818508163478
2667,2667,9917.357489558926
2668,2668,9920.08683433661
2669,2669,9922.716295858263
2670,2670,9925.431125761828
2671,2671,9928.010578337882
2672,2672,9931.06762742485
2673,2673,9934.49541951817
2674,2674,9937.187780355443
2675,2675,9940.368634120883
2676,2676,9943.033038439868
2677,2677,9946.173902979552
2678,2678,9949.495052231749
2679,2679,9952.26366524495
2680,2680,9954.96051932501
2681,2681,9957.651697109382
2682,2682,9961.248443771921
2683,2683,9963.940529562542
2684,2684,9966.578767321687
2685,2685,9969.070818796868
2686,2686,9971.689245871912
2687,2687,9974.064328908846
2688,2688,9976.18078886596
2689,2689,9979.222007931576
2690,2690,9981.45485469239
2691,2691,9983.727297555393
2692,2692,9985.831113291151
2693,2693,9987.424435087267
2694,2694,9990.517161967813
2695,2695,9993.33175899416
2696,2696,9996.935897574562
2697,2697,9999.630507020951
2698,2698,10004.19135164276
2699,2699,10007.706104116309
2700,2700,10009.400227957525
2701,2701,10013.272425446743
2702,2702,10018.856139294965
2703,2703,10026.726293538008
2704,2704,10034.286364186624
2705,2705,10038.92211682028
2706,2706,10043.71217755736
2707,2707,10048.068384380662
2708,2708,10053.244918945846
2709,2709,10056.345545919658
2710,2710,10060.759873106483
2711,2711,10064.497383966003
2712,2712,10066.918025159961
2713,2713,10069.26665609918
2714,2714,10071.884334350509
2715,2715,10077.507873985931
2716,2716,10081.068618788577
2717,2717,10086.335375899409
2718,2718,10093.173134807472
2719,2719,10097.754601165261
2720,2720,10102.138278658447
2721,2721,10103.674565548461
2722,2722,10107.559758765612
2723,2723,10111.869944767152
2724,2724,10114.554335793042
2725,2725,10116.702154513492
2726,2726,10119.752498871736
2727,2727,10122.109440007065
2728,2728,10125.863467092482
2729,2729,10129.54063365059
2730,2730,10131.781906535985
2731,2731,10134.933919364043
2732,2732,10137.42468298357
2733,2733,10140.598225640742
2734,2734,10142.189121613796
2735,2735,10143.538952012444
2736,2736,10144.68752490537
2737,2737,10146.335650261717
2738,2738,10147.29049359108
2739,2739,10148.098697081527
2740,2740,10150.100238116502
2741,2741,10152.292353398778
2742,2742,10154.073017998995
2743,2743,10155.962013275028
2744,2744,10158.732846392406
2745,2745,10160.675216963315
2746,2746,10162.62809154476
2747,2747,10166.379720387662
2748,2748,10170.82981940526
2749,2749,10172.949479615512
2750,2750,10175.317894040514
2751,2751,10178.138226315528
2752,2752,10182.515984556147
2753,2753,10185.059002506896
2754,2754,10188.207630466643
2755,2755,10190.992865387054
2756,2756,10193.655908762948
2757,2757,10195.41223960428
2758,2758,10198.050291924186
2759,2759,10201.961176577646
2760,2760,10204.645557963497
2761,2761,10210.034778045627
2762,2762,10216.304977522452
2763,2763,10220.796799995045
2764,2764,10225.091589436382
2765,2765,10228.344729093653
2766,2766,10230.944757475723
2767,2767,10233.992936366227
2768,2768,10236.70870793473
2769,2769,10242.561251996198
2770,2770,10246.477989274386
2771,2771,10251.7219060628
2772,2772,10255.52396245409
2773,2773,10259.529367115567
2774,2774,10263.089921371235
2775,2775,10266.022708530369
2776,2776,10268.729758762369
2777,2777,10272.541925127698
2778,2778,10274.535293710278
2779,2779,10277.441581243127
2780,2780,10280.94796389978
2781,2781,10284.110259313515
2782,2782,10288.224442809113
2783,2783,10293.245875252263
2784,2784,10297.271086375384
2785,2785,10300.48204596872
2786,2786,10303.698237797616
2787,2787,10306.911142244366
2788,2788,10309.882754965942
2789,2789,10310.926290049356
2790,2790,10312.760530072675
2791,2791,10315.015734574756
2792,2792,10319.880870296814
2793,2793,10324.556040145284
2794,2794,10326.894066328712
2795,2795,10328.40762104957
2796,2796,10330.249278797475
2797,2797,10331.165964870508
2798,2798,10332.693949981183
2799,2799,10335.685587073862
2800,2800,10337.067025888387
2801,2801,10341.151777160552
2802,2802,10345.185876221673
2803,2803,10347.427360842312
2804,2804,10350.932539004876
2805,2805,10353.815954115946
2806,2806,10355.601778774088
2807,2807,10357.05207745206
2808,2808,10359.76226400343
2809,2809,10363.717543261424
2810,2810,10367.598636653725
2811,2811,10369.366230879106
2812,2812,10373.741676319785
2813,2813,10379.497685296416
2814,2814,10383.458428057147
2815,2815,10386.16840230939
2816,2816,10387.85333309443
2817,2817,10389.20843164934
2818,2818,10390.271203196031
2819,2819,10393.176514905825
2820,2820,10395.616951948561
2821,2821,10397.525576362346
2822,2822,10399.885381241163
2823,2823,10403.044727012328
2824,2824,10406.354960783154
2825,2825,10408.608658420097
2826,2826,10410.441452308512
2827,2827,10412.845639503363
2828,2828,10416.233992489366
2829,2829,10421.05901225695
2830,2830,10423.964148728539
2831,2831,10426.350262959259
2832,2832,10429.733447536297
2833,2833,10432.318811643021
2834,2834,10435.859681292102
2835,2835,10439.252489588489
2836,2836,10443.325038738536
2837,2837,10448.39616967181
2838,2838,10450.931935826957
2839,2839,10453.922415377918
2840,2840,10456.61088372781
2841,2841,10458.99540645924
2842,2842,10462.197911423533
2843,2843,10464.50242295358
2844,2844,10467.457456875138
2845,2845,10469.103815468885
2846,2846,10471.06604733172
2847,2847,10474.084092638532
2848,2848,10476.962892703934
2849,2849,10478.977941761199
2850,2850,10482.035328811988
2851,2851,10485.609613695133
2852,2852,10489.328402866
2853,2853,10493.631594416735
2854,2854,10497.205331452027
2855,2855,10499.502958760335
2856,2856,10501.197982642427
2857,2857,10502.79523638643
2858,2858,10504.826218424128
2859,2859,10506.728566419159
2860,2860,10507.955539395987
2861,2861,10511.99403940541
2862,2862,10514.777636124345
2863,2863,10516.96937040403
2864,2864,10519.441152926018
2865,2865,10522.499374842942
2866,2866,10525.17762322667
2867,2867,10528.480398594878
2868,2868,10532.053077984445
2869,2869,10534.908864559186
2870,2870,10537.277804392614
2871,2871,10539.291544578744
2872,2872,10541.30170746553
2873,2873,10544.119605570697
2874,2874,10547.052539867014
2875,2875,10549.634315999761
2876,2876,10551.830702924613
2877,2877,10555.547276325198
2878,2878,10559.119306781791
2879,2879,10562.288746133738
2880,2880,10564.023666298992
2881,2881,10566.284949415025
2882,2882,10568.318618575682
2883,2883,10570.685136941953
2884,2884,10572.79942833173
2885,2885,10576.76866862722
2886,2886,10579.199404399707
2887,2887,10582.632441691629
2888,2888,10585.278167012188
2889,2889,10587.799106407068
2890,2890,10591.485125479212
2891,2891,10595.239471206072
2892,2892,10599.309161689114
2893,2893,10601.097247542037
2894,2894,10603.225488322067
2895,2895,10606.013727204814
2896,2896,10608.739907497331
2897,2897,10611.136197165531
2898,2898,10613.869292482179
2899,2899,10616.531016438013
2900,2900,10621.230907106408
2901,2901,10625.025367772645
2902,2902,10627.258580821239
2903,2903,10628.66024497166
2904,2904,10631.004389000878
2905,2905,10634.666595701652
2906,2906,10637.429153852569
2907,2907,10641.063669292098
2908,2908,10644.233878124465
2909,2909,10646.780933082313
2910,2910,10649.081806675069
2911,2911,10651.28773782343
2912,2912,10652.924126395117
2913,2913,10655.20729141666
2914,2914,10657.469940074672
2915,2915,10660.068431966723
2916,2916,10662.410932502278
2917,2917,10665.451936313304
2918,2918,10669.005177378942
2919,2919,10674.058173023825
2920,2920,10677.210910661419
2921,2921,10680.725254826482
2922,2922,10683.134315327245
2923,2923,10686.070212813414
2924,2924,10688.077609331109
2925,2925,10691.073590478789
2926,2926,10694.565811520972
2927,2927,10698.276917114152
2928,2928,10702.222253520953
2929,2929,10705.407678084994
2930,2930,10707.860795586992
2931,2931,10710.170733822815
2932,2932,10713.494482336768
2933,2933,10716.013945031555
2934,2934,10717.369845246689
2935,2935,10719.739585891899
2936,2936,10723.18326868973
2937,2937,10726.836842857145
2938,2938,10729.276602017859
2939,2939,10731.681817396326
2940,2940,10733.20112095632
2941,2941,10735.658046039753
2942,2942,10738.812985739949
2943,2943,10741.812744895808
2944,2944,10745.6332983168
2945,2945,10748.797199207762
2946,2946,10751.47155016944
2947,2947,10753.624500404972
2948,2948,10755.998947964481
2949,2949,10758.560548381505
2950,2950,10760.352161823028
2951,2951,10762.380950782039
2952,2952,10764.491179687819
2953,2953,10767.329279469268
2954,2954,10770.195661329222
2955,2955,10772.371940471017
2956,2956,10775.511132337713
2957,2957,10777.827547920606
2958,2958,10780.571264890687
2959,2959,10782.831793201522
2960,2960,10784.826661871424
2961,2961,10786.620948087002
2962,2962,10788.089493815194
2963,2963,10790.81253650973
2964,2964,10793.325069193705
2965,2965,10795.06605507092
2966,2966,10797.925676617368
2967,2967,10799.867262677242
2968,2968,10801.820776094437
2969,2969,10804.566564250086
2970,2970,10806.227026165656
2971,2971,10809.01471071022
2972,2972,10812.463042813788
2973,2973,10814.69386137157
2974,2974,10816.653398832366
2975,2975,10819.665797480922
2976,2976,10822.846175435121
2977,2977,10824.024685097369
2978,2978,10825.745122490258
2979,2979,10830.40716425254
2980,2980,10834.09251318423
2981,2981,10836.646229237525
2982,2982,10839.781803811738
2983,2983,10843.220594510663
2984,2984,10847.496849151821
2985,2985,10849.429020493295
2986,2986,10851.92390497623
2987,2987,10853.873671614141
2988,2988,10856.33435000065
2989,2989,10858.895087374554
2990,2990,10859.895909161603
2991,2991,10860.9034817994
2992,2992,10862.617676447913
2993,2993,10864.094517271116
2994,2994,10866.987832819488
2995,2995,10869.6527342611
2996,2996,10874.869404117231
2997,2997,10877.741810468404
2998,2998,10880.738515949524
2999,2999,10882.580250709352
3000,3000,10884.173791699914
3001,3001,10886.579374801757
3002,3002,10889.338557376173
3003,3003,10891.658164142622
3004,3004,10894.628402269494
3005,3005,10899.545716545472
3006,3006,10905.180536304732
3007,3007,10911.852853757173
3008,3008,10915.773975573622
3009,3009,10918.173144772203
3010,3010,10920.224519544961
3011,3011,10923.003805212878
3012,3012,10924.439742861943
3013,3013,10925.969544110016
3014,3014,10928.858423426806
3015,3015,10931.852985142197
3016,3016,10934.354745459159
3017,3017,10937.355182178708
3018,3018,10940.272441339295
3019,3019,10942.7235463767
3020,3020,10945.882697872768
3021,3021,10948.59567317332
3022,3022,10951.07943404443
3023,3023,10955.335910131802
3024,3024,10957.771660909268
3025,3025,10960.64157140221
3026,3026,10962.7160206225
3027,3027,10964.385117731017
3028,3028,10967.633726835205
3029,3029,10969.79092817009
3030,3030,10973.394035903922
3031,3031,10976.791768183502
3032,3032,10978.334233137983
3033,3033,10980.100009073238
3034,3034,10981.172594879858
3035,3035,10983.181759859659
3036,3036,10984.682041151393
3037,3037,10986.65304203974
3038,3038,10988.050763638435
3039,3039,10989.266740711942
3040,3040,10992.453919958278
3041,3041,10995.96138066252
3042,3042,10998.736226964138
3043,3043,11002.538857825397
3044,3044,11008.235697804625
3045,3045,11011.862941580326
3046,3046,11014.960794277278
3047,3047,11017.314041876265
3048,3048,11019.466059432454
3049,3049,11022.95866019173
3050,3050,11027.800994468143
3051,3051,11030.854210467774
3052,3052,11032.861858056316
3053,3053,11034.453319650474
3054,3054,11035.626857471409
3055,3055,11037.14168935313
3056,3056,11038.199400725465
3057,3057,11040.597203940995
3058,3058,11043.288864601069
3059,3059,11044.653953838502
3060,3060,11047.483172562983
3061,3061,11049.931157021816
3062,3062,11053.330079341249
3063,3063,11056.848342954885
3064,3064,11060.4485730107
3065,3065,11066.189891762837
3066,3066,11071.082634019913
3067,3067,11074.473472993383
3068,3068,11078.724446695871
3069,3069,11081.967692899847
3070,3070,11086.11042854886
3071,3071,11088.166944864683
3072,3072,11089.960047112301
3073,3073,11092.742108478335
3074,3074,11094.574917597376
3075,3075,11096.1208372993
3076,3076,11098.271815285834
3077,3077,11101.993606046246
3078,3078,11106.804734540989
3079,3079,11110.501799826547
3080,3080,11112.070111715366
3081,3081,11115.749148658602
3082,3082,11118.02231097096
3083,3083,11120.424638847993
3084,3084,11122.156986107693
3085,3085,11125.111356522635
3086,3086,11127.284422059076
3087,3087,11132.24334227099
3088,3088,11134.24106023086
3089,3089,11137.848883670073
3090,3090,11141.808614992155
3091,3091,11147.257458847884
3092,3092,11150.560633811097
3093,3093,11152.109552220818
3094,3094,11153.774759045333
3095,3095,11156.16849882968
3096,3096,11158.549410971424
3097,3097,11161.74531214597
3098,3098,11163.911547211284
3099,3099,11165.657223999197
3100,3100,11168.005421855438
3101,3101,11170.344997445167
3102,3102,11171.655738392517
3103,3103,11175.234980235467
3104,3104,11180.817558286437
3105,3105,11184.388986266178
3106,3106,11188.432030138883
3107,3107,11192.049669997194
3108,3108,11196.340829085319
3109,3109,11200.069499499108
3110,3110,11203.69325962053
3111,3111,11206.36159654115
3112,3112,11208.126033100836
3113,3113,11210.131209632269
3114,3114,11212.875197784062
3115,3115,11215.00059540689
3116,3116,11216.132543879066
3117,3117,11219.17111018348
3118,3118,11222.129040877568
3119,3119,11224.727781404528
3120,3120,11228.109046167881
3121,3121,11230.169812556445
3122,3122,11233.288436957271
3123,3123,11236.918658944634
3124,3124,11239.031079634771
3125,3125,11242.216320436575
3126,3126,11244.486832210056
3127,3127,11246.228285018955
3128,3128,11250.793949602572
3129,3129,11253.512117484723
3130,3130,11258.388274669916
3131,3131,11261.89040958911
3132,3132,11265.871283667266
3133,3133,11269.870862304848
3134,3134,11272.643435403917
3135,3135,11275.379273086084
3136,3136,11277.032956434894
3137,3137,11280.288866235025
3138,3138,11284.868118593968
3139,3139,11287.991870719692
3140,3140,11289.591638763983
3141,3141,11294.027324671646
3142,3142,11296.790494533645
3143,3143,11301.924442405534
3144,3144,11306.97985142267
3145,3145,11311.874567262299
3146,3146,11317.139790468307
3147,3147,11323.45436431787
3148,3148,11326.410606449026
3149,3149,11329.52042271109
3150,3150,11331.433147378926
3151,3151,11333.232316712447
3152,3152,11335.429723807096
3153,3153,11337.220136204916
3154,3154,11338.844300197898
3155,3155,11340.570394370956
3156,3156,11341.94817668944
3157,3157,11345.993139260489
3158,3158,11349.137403923562
3159,3159,11351.6013677528
3160,3160,11354.537868756568
3161,3161,11358.201623645222
3162,3162,11360.909701243885
3163,3163,11362.712705432607
3164,3164,11364.157676054052
3165,3165,11366.743705444345
3166,3166,11368.91785345664
3167,3167,11371.283292527856
3168,3168,11374.73277570119
3169,3169,11376.803972619384
3170,3170,11380.841203292828
3171,3171,11382.483257191283
3172,3172,11385.241125315379
3173,3173,11390.53288649847
3174,3174,11394.538682137041
3175,3175,11397.007775586018
3176,3176,11400.470848257057
3177,3177,11402.173377342502
3178,3178,11404.001503983758
3179,3179,11405.72822174926
3180,3180,11408.94227377962
3181,3181,11411.94990936214
3182,3182,11416.334101456538
3183,3183,11420.143632004481
3184,3184,11423.661400208513
3185,3185,11426.311438031393
3186,3186,11428.024085073941
3187,3187,11430.097516400197
3188,3188,11432.318204040488
3189,3189,11433.591365172364
3190,3190,11435.23755923153
3191,3191,11437.944619594378
3192,3192,11440.934578567108
3193,3193,11446.5141497973
3194,3194,11451.03378597052
3195,3195,11453.833061230256
3196,3196,11456.935708421988
3197,3197,11459.298605826274
3198,3198,11460.620997606577
3199,3199,11461.960435853462
3200,3200,11464.896248101524
3201,3201,11468.154444158896
3202,3202,11469.614976684348
3203,3203,11470.543727813341
3204,3204,11471.532353891242
3205,3205,11473.486550649428
3206,3206,11475.241589971223
3207,3207,11478.727389183798
3208,3208,11481.304042150241
3209,3209,11482.783612111903
3210,3210,11484.775870211482
3211,3211,11486.581226252016
3212,3212,11487.636321525715
3213,3213,11489.362261715858
3214,3214,11491.921673672778
3215,3215,11493.96880794613
3216,3216,11495.2120465876
3217,3217,11496.428435339125
3218,3218,11499.49426223808
3219,3219,11502.312314389606
3220,3220,11505.634071555753
3221,3221,11508.106890409064
3222,3222,11510.643958726694
3223,3223,11512.641289082194
3224,3224,11514.43346158235
3225,3225,11516.477803303678
3226,3226,11517.941960758815
3227,3227,11519.865095554616
3228,3228,11524.529272093618
3229,3229,11527.836675837825
3230,3230,11530.737342489343
3231,3231,11535.00069332342
3232,3232,11538.275232846283
3233,3233,11540.68571452656
3234,3234,11543.345980592538
3235,3235,11546.50376275717
3236,3236,11549.003689238401
3237,3237,11552.076193610812
3238,3238,11554.681503703128
3239,3239,11558.637854734758
3240,3240,11562.745892271596
3241,3241,11566.367227559504
3242,3242,11568.6772047721
3243,3243,11570.92461419166
3244,3244,11572.324704807064
3245,3245,11573.706614057468
3246,3246,11575.616608192358
3247,3247,11577.679274252556
3248,3248,11580.79574197599
3249,3249,11587.640610634116
3250,3250,11594.481078423805
3251,3251,11597.971564575591
3252,3252,11600.66570915339
3253,3253,11604.350926769355
3254,3254,11607.716977581127
3255,3255,11610.930098974046
3256,3256,11613.473008260204
3257,3257,11616.535357858716
3258,3258,11619.05137603681
3259,3259,11623.018867363158
3260,3260,11627.0751751695
3261,3261,11631.87575437352
3262,3262,11634.501620166957
3263,3263,11637.425386600009
3264,3264,11640.282052442637
3265,3265,11644.499392134028
3266,3266,11648.425613496924
3267,3267,11651.429998875436
3268,3268,11653.710470165652
3269,3269,11655.584280580451
3270,3270,11657.221786882283
3271,3271,11659.579920434384
3272,3272,11663.432620229249
3273,3273,11666.193396231107
3274,3274,11668.605989911597
3275,3275,11670.69617021904
3276,3276,11674.32620023442
3277,3277,11678.568293036355
3278,3278,11680.824232407147
3279,3279,11682.491742412943
3280,3280,11683.781527734309
3281,3281,11686.824003191803
3282,3282,11688.797463860672
3283,3283,11692.057789104463
3284,3284,11694.972516520444
3285,3285,11697.060484572929
3286,3286,11699.057997775353
3287,3287,11701.96815090242
3288,3288,11704.531855356614
3289,3289,11707.76650572686
3290,3290,11709.846215877207
3291,3291,11710.975820169499
3292,3292,11711.770870153756
3293,3293,11714.963926708037
3294,3294,11716.510363544812
3295,3295,11718.986177004179
3296,3296,11721.669232250713
3297,3297,11723.29725437232
3298,3298,11725.658954066033
3299,3299,11727.205512987804
3300,3300,11729.26141665808
3301,3301,11731.962929059364
3302,3302,11733.91622427517
3303,3303,11735.34988194057
3304,3304,11737.63355383846
3305,3305,11739.393986173114
3306,3306,11742.237667396019
3307,3307,11745.44704643105
3308,3308,11748.737432943257
3309,3309,11750.452671128156
3310,3310,11753.010192976013
3311,3311,11755.863171603007
3312,3312,11758.945640932607
3313,3313,11761.99770979735
3314,3314,11764.847880672662
3315,3315,11767.679818406974
3316,3316,11770.783494490077
3317,3317,11774.530613285111
3318,3318,11779.853614164394
3319,3319,11785.015480181431
3320,3320,11790.313851996441
3321,3321,11792.907236431243
3322,3322,11794.776405535305
3323,3323,11796.914471540253
3324,3324,11799.562928627665
3325,3325,11801.860378179836
3326,3326,11805.096561950571
3327,3327,11807.070038300943
3328,3328,11808.777492638294
3329,3329,11810.524013037353
3330,3330,11811.994619225246
3331,3331,11813.555596596621
3332,3332,11814.642603893173
3333,3333,11815.847037090678
3334,3334,11819.755983034955
3335,3335,11822.45050771755
3336,3336,11824.772567806447
3337,3337,11826.298688659184
3338,3338,11828.485331885466
3339,3339,11830.984153371546
3340,3340,11833.346822780004
3341,3341,11834.816936935735
3342,3342,11836.30318090916
3343,3343,11838.43776774876
3344,3344,11840.669529655272
3345,3345,11842.346547715633
3346,3346,11844.36895748189
3347,3347,11846.489713642366
3348,3348,11848.792110812652
3349,3349,11850.05245982274
3350,3350,11852.609551644056
3351,3351,11855.038086037177
3352,3352,11858.14248834444
3353,3353,11861.081751985923
3354,3354,11863.489130365318
3355,3355,11866.886950686252
3356,3356,11869.446087405555
3357,3357,11871.864503251745
3358,3358,11874.187733546756
3359,3359,11878.26040783437
3360,3360,11882.241614764655
3361,3361,11884.935699281856
3362,3362,11886.828759659866
3363,3363,11888.966078877263
3364,3364,11890.931648485344
3365,3365,11892.422005907343
3366,3366,11894.61656955458
3367,3367,11896.677637505647
3368,3368,11898.78440707009
3369,3369,11902.384826538857
3370,3370,11904.129815249207
3371,3371,11907.993584787098
3372,3372,11913.138291134212
3373,3373,11915.549932798882
3374,3374,11917.221977251798
3375,3375,11919.613506593148
3376,3376,11922.442762589382
3377,3377,11926.578137259823
3378,3378,11930.511043653323
3379,3379,11934.192060911824
3380,3380,11935.417970659924
3381,3381,11937.039865728811
3382,3382,11937.94224201208
3383,3383,11940.807406058828
3384,3384,11943.85081797841
3385,3385,11946.249266153824
3386,3386,11948.371348540993
3387,3387,11951.138362850235
3388,3388,11953.930687386568
3389,3389,11957.38533575385
3390,3390,11960.384954530522
3391,3391,11962.283135077483
3392,3392,11964.089406967581
3393,3393,11965.755127164286
3394,3394,11968.24134498267
3395,3395,11971.703036922849
3396,3396,11974.615928205993
3397,3397,11976.274282730436
3398,3398,11978.64027217511
3399,3399,11980.038363951506
3400,3400,11983.289258455405
3401,3401,11986.848866881128
3402,3402,11989.24324508055
3403,3403,11991.92223124319
3404,3404,11996.348132880892
3405,3405,12000.408667509357
3406,3406,12002.895558366812
3407,3407,12005.222099740398
3408,3408,12007.493535963913
3409,3409,12008.759139601249
3410,3410,12009.725005564298
3411,3411,12011.134844722286
3412,3412,12014.549767496515
3413,3413,12016.418657163427
3414,3414,12018.83042507135
3415,3415,12021.249227139273
3416,3416,12021.978501793981
3417,3417,12024.099343142438
3418,3418,12025.583296317029
3419,3419,12027.023087023234
3420,3420,12028.454409490196
3421,3421,12030.17550686002
3422,3422,12032.864884795872
3423,3423,12034.616256555935
3424,3424,12038.070343006706
3425,3425,12040.406408826171
3426,3426,12043.891869637377
3427,3427,12046.35415909959
3428,3428,12048.90605243552
3429,3429,12050.306356785475
3430,3430,12052.014285503865
3431,3431,12053.169759505172
3432,3432,12055.611558894476
3433,3433,12058.088280225353
3434,3434,12059.734521985445
3435,3435,12062.993504249867
3436,3436,12065.120939990613
3437,3437,12067.675424408895
3438,3438,12070.220063092565
3439,3439,12074.141700766162
3440,3440,12077.31708918395
3441,3441,12080.516613482114
3442,3442,12084.472399565895
3443,3443,12087.861974606434
3444,3444,12091.073712951487
3445,3445,12095.057210832047
3446,3446,12098.071467887185
3447,3447,12101.14812743427
3448,3448,12102.520590123906
3449,3449,12105.210381702194
3450,3450,12107.65038965842
3451,3451,12110.235358496651
3452,3452,12113.210320278578
3453,3453,12116.604637526303
3454,3454,12119.581410238186
3455,3455,12121.89859491599
3456,3456,12123.198219075779
3457,3457,12124.366868455474
3458,3458,12126.944338383051
3459,3459,12128.856453769813
3460,3460,12131.871783555505
3461,3461,12133.80777829343
3462,3462,12134.943299694058
3463,3463,12136.814441704528
3464,3464,12138.762232228291
3465,3465,12140.142156125865
3466,3466,12142.321861989401
3467,3467,12144.0180827079
3468,3468,12145.611871799845
3469,3469,12147.991820183117
3470,3470,12149.713486477205
3471,3471,12150.905443964448
3472,3472,12152.894035711763
3473,3473,12154.905108139888
3474,3474,12156.918209729194
3475,3475,12159.095480304557
3476,3476,12160.092928316612
3477,3477,12163.584245644084
3478,3478,12164.846147883121
3479,3479,12167.100672302606
3480,3480,12169.26316543772
3481,3481,12173.277665398202
3482,3482,12176.139013414084
3483,3483,12179.544759745697
3484,3484,12183.041065298701
3485,3485,12186.161718607353
3486,3486,12188.813689384337
3487,3487,12191.583203914053
3488,3488,12194.421451324415
3489,3489,12199.94057339438
3490,3490,12205.337384290558
3491,3491,12208.500296813005
3492,3492,12210.126093891005
3493,3493,12212.358864320666
3494,3494,12214.019741403774
3495,3495,12217.806839811386
3496,3496,12221.252132084088
3497,3497,12224.169911732244
3498,3498,12226.254567538203
3499,3499,12229.402752366615
3500,3500,12231.894193035596
3501,3501,12234.423981122292
3502,3502,12237.047921755207
3503,3503,12238.871423471166
3504,3504,12240.64116512881
3505,3505,12242.374773618474
3506,3506,12245.599792363626
3507,3507,12248.993219680682
3508,3508,12252.936732414311
3509,3509,12257.113003650242
3510,3510,12258.800500566733
3511,3511,12260.016391692054
3512,3512,12261.179023990595
3513,3513,12263.680374985839
3514,3514,12264.80611664647
3515,3515,12267.020747083401
3516,3516,12268.246944740773
3517,3517,12270.428638263249
3518,3518,12273.004873028205
3519,3519,12274.553976033665
3520,3520,12275.64009586217
3521,3521,12277.028649169755
3522,3522,12278.256298951475
3523,3523,12280.185049506661
3524,3524,12282.316949755019
3525,3525,12283.720969618538
3526,3526,12285.338875675472
3527,3527,12286.631769481313
3528,3528,12287.997117786424
3529,3529,12288.775099711216
3530,3530,12291.887404198644
3531,3531,12293.781218762719
3532,3532,12295.63246774901
3533,3533,12298.004892571113
3534,3534,12299.548241886096
3535,3535,12301.985923870072
3536,3536,12303.44188279809
3537,3537,12305.430805440608
3538,3538,12307.733051356672
3539,3539,12310.507330450264
3540,3540,12312.026320922456
3541,3541,12316.17942927482
3542,3542,12318.469963299396
3543,3543,12319.953675164932
3544,3544,12322.377533523842
3545,3545,12324.555285244534
3546,3546,12325.180144377724
3547,3547,12326.228236768467
3548,3548,12327.762093108237
3549,3549,12329.20133913249
3550,3550,12333.727521368044
3551,3551,12336.094950382429
3552,3552,12337.605619598355
3553,3553,12339.741415205968
3554,3554,12342.675788175877
3555,3555,12345.114164363575
3556,3556,12346.636789304612
3557,3557,12349.322272556641
3558,3558,12352.284531105319
3559,3559,12356.410019876548
3560,3560,12358.844496568718
3561,3561,12360.40157636009
3562,3562,12363.406546470867
3563,3563,12366.774317316336
3564,3564,12369.10327007986
3565,3565,12371.175440367118
3566,3566,12374.284808942894
3567,3567,12377.051581404086
3568,3568,12378.399797160802
3569,3569,12379.73052259869
3570,3570,12380.87547141253
3571,3571,12382.603812951298
3572,3572,12385.106480812057
3573,3573,12387.903992444386
3574,3574,12389.95901693732
3575,3575,12391.468829474998
3576,3576,12393.115446977765
3577,3577,12394.952914458567
3578,3578,12395.731664148681
3579,3579,12398.289783334632
3580,3580,12400.850368392112
3581,3581,12403.591036492195
3582,3582,12406.279293990889
3583,3583,12409.09518493784
3584,3584,12412.249521981317
3585,3585,12413.424133228058
3586,3586,12414.765795021201
3587,3587,12416.568975910906
3588,3588,12418.1065945654
3589,3589,12423.193602886115
3590,3590,12427.343458730587
3591,3591,12429.136090088823
3592,3592,12432.337415920569
3593,3593,12434.75451152499
3594,3594,12436.138139687344
3595,3595,12439.618446765546
