,optionCode,callorput,maturityDate,multi,netPositionToday,deltaToday,gammaToday,vegaToday,thetaToday,closingPriceTodayUnderlyer,volToday,deltaNotionalToday,deltaSensOfVolToday,vegaNotionalToday,gammaNotionalToday,thetaNotionalToday,rohToday,robToday,rhoNotionalToday,robNotionalToday,brBase,BR,RF,StrategyID
86,10000923.0,1.0,737056.0,10185.0,0.0,0.91606,0.66004,0.00114562,-0.251443,2.8458,0.304162,0.0,-0.6525571711446521,0.0,0.0,0.0,0.095875,-0.0949008,0.0,0.0,0.0704624,0.0249202,0.03,6.0
87,10000924.0,0.0,737056.0,10185.0,0.0,-0.0821859,0.66004,0.00114562,-0.245808,2.8458,0.304162,0.0,-0.6525571711446521,0.0,0.0,0.0,-0.0836354,-0.0742414,0.0,0.0,0.0704624,0.0249202,0.03,6.0
88,10000931.0,1.0,737056.0,10185.0,0.0,0.902069,0.844178,0.0012878,-0.249721,2.8458,0.26733,0.0,-0.7853887113484781,0.0,0.0,0.0,0.051203,-0.132463,0.0,0.0,0.0704624,0.0249202,0.03,6.0
89,10000932.0,0.0,737056.0,10185.0,0.0,-0.0961767,0.844178,0.0012878,-0.24262,2.8458,0.26733,0.0,-0.7853887113484781,0.0,0.0,0.0,-0.131753,-0.115249,0.0,0.0,0.0704624,0.0249202,0.03,6.0
90,10000951.0,1.0,737056.0,10185.0,0.0,0.877003,1.12846,0.00152133,-0.261527,2.8458,0.23625,0.0,-0.9418294464491606,0.0,0.0,0.0,-0.00431665,-0.177658,0.0,0.0,0.0704624,0.0249202,0.03,6.0
91,10000952.0,0.0,737056.0,10185.0,0.0,-0.121242,1.12846,0.00152133,-0.252958,2.8458,0.23625,0.0,-0.9418294464491606,0.0,0.0,0.0,-0.190718,-0.163889,0.0,0.0,0.0704624,0.0249202,0.03,6.0
92,10000959.0,1.0,737056.0,10185.0,-30.0,0.832576,1.55516,0.00187894,-0.289497,2.8458,0.211724,-254393.5968,-1.0735122241611883,-574.1101170000001,-475179.13800000004,88455.80835,-0.065278,-0.224841,54.64573397260274,188.21963712328767,0.0704624,0.0249202,0.03,6.0
93,10000960.0,0.0,737056.0,10185.0,30.0,-0.16567,1.55516,0.00187894,-0.279461,2.8458,0.211724,-50620.4685,-1.0735122241611883,574.1101170000001,475179.13800000004,-85389.30855,-0.255124,-0.214517,-213.57024164383563,-179.5771763013699,0.0704624,0.0249202,0.03,6.0
94,10000967.0,1.0,737056.0,10185.0,-201.0,0.757634,2.11686,0.00234975,-0.331718,2.8458,0.194519,-1551016.96029,-1.0411308436286681,-4810.372953749999,-4333604.0391,679088.11383,-0.123912,-0.266506,694.9884595068493,1494.7591386575343,0.0704624,0.0249202,0.03,6.0
95,10000968.0,0.0,737056.0,10185.0,179.0,-0.240612,2.11686,0.00234975,-0.320215,2.8458,0.194519,-438663.34638,-1.0411308436286681,4283.86447125,3859279.2188999997,-583788.769725,-0.317204,-0.259628,-1584.3818368767124,-1296.7991814246577,0.0704624,0.0249202,0.03,6.0
96,10000971.0,1.0,737147.0,10185.0,0.0,0.780317,0.916648,0.00470378,-0.217855,2.8458,0.202997,0.0,-0.9612758405896926,0.0,0.0,0.0,0.0569053,-0.602894,0.0,0.0,0.312138,0.0,0.0331892,6.0
97,10000972.0,1.0,737147.0,10185.0,0.0,0.7341,1.04402,0.00521667,-0.226961,2.8458,0.197665,0.0,-0.8541586275856439,0.0,0.0,0.0,-0.0130259,-0.633704,0.0,0.0,0.312138,0.0,0.0331892,6.0
98,10000973.0,1.0,737147.0,10185.0,0.0,0.680906,1.16177,0.005679,-0.233827,2.8458,0.193374,0.0,-0.6686565734936867,0.0,0.0,0.0,-0.0782061,-0.657776,0.0,0.0,0.312138,0.0,0.0331892,6.0
99,10001092.0,0.0,737056.0,10000.0,60.0,-0.634345,2.64373,0.00283323,-0.365772,2.8458,0.187801,-380607.00000000006,0.7908899653719104,1699.938,1586238.0000000002,-219463.2,-0.418825,-0.299306,-688.4794520547945,-492.00986301369875,0.0704624,0.0249202,0.03,6.0
100,10000976.0,0.0,737147.0,10185.0,0.0,-0.219683,0.916648,0.00470378,-0.130778,2.8458,0.202997,0.0,-0.9612758405896926,0.0,0.0,0.0,-0.76203,-0.533563,0.0,0.0,0.312138,0.0,0.0331892,6.0
101,10000977.0,0.0,737147.0,10185.0,0.0,-0.2659,1.04402,0.00521667,-0.138274,2.8458,0.197665,0.0,-0.8541586275856439,0.0,0.0,0.0,-0.847099,-0.57951,0.0,0.0,0.312138,0.0,0.0331892,6.0
102,10000978.0,0.0,737147.0,10185.0,0.0,-0.319094,1.16177,0.005679,-0.14353,2.8458,0.193374,0.0,-0.6686565734936867,0.0,0.0,0.0,-0.927416,-0.618719,0.0,0.0,0.312138,0.0,0.0331892,6.0
103,10000984.0,0.0,737056.0,10185.0,-60.0,-0.352571,2.65393,0.0028023,-0.361822,2.8458,0.185036,215456.1381,-0.6564247784546229,-1712.4855300000002,-1621816.623,221109.42419999998,-0.368775,-0.291833,617.4202808219178,488.6004008219178,0.0704624,0.0249202,0.03,6.0
