,date,tomorrow_bid1,OptionPrice,tomorrow_delta_cost,tomorrow_vega_cost,volume,profit,cum_profit
0,2017-12-01,0.0073,0.0140514,-0.0,-0.00012875384615384616,-19.0,-0.1307229230769231,-0.1307229230769231
1,2017-12-04,0.0025,0.00742051,-0.0,-6.587932692307692e-05,0.0,0.0,-0.1307229230769231
2,2017-12-04,0.0025,0.00742051,-0.0,-6.587932692307692e-05,0.0,0.0,-0.1307229230769231
3,2017-12-05,0.0085,0.00465518,-0.0,-0.00014362692307692308,-95.6571,0.35404539627853854,0.22332247320161544
4,2017-12-05,0.0049,0.00257449,-0.0,-9.720673076923078e-05,-95.6571,0.2131530286551346,0.43647550185675005
5,2017-12-05,0.0049,0.00257449,-0.0,-9.720673076923078e-05,-95.6571,0.2131530286551346,0.6496285305118846
6,2017-12-06,0.0114,0.00846095,-0.0,-0.00017175576923076925,-112.6554,0.311750638485,0.9613791689968847
7,2017-12-06,0.0114,0.00846095,-0.0,-0.00017175576923076925,-112.6554,0.311750638485,1.2731298074818846
8,2017-12-06,0.0055,0.00481112,-0.0,-0.00011264519230769232,-112.6554,0.06491596275449993,1.3380457702363846
9,2017-12-07,0.0025,0.00572071,-0.0,-6.732288461538462e-05,-31.6635,-0.10411062924201925,1.2339351409943653
10,2017-12-07,0.0055,0.0115414,-0.0,-0.00011751634615384616,-31.6635,-0.1950128477264423,1.038922293267923
11,2017-12-07,0.0055,0.0115414,-0.0,-0.00011751634615384616,-31.6635,-0.1950128477264423,0.8439094455414806
12,2017-12-08,0.0012,0.00249356,-0.0,-3.770115384615385e-05,-13.332,-0.017748373703076928,0.8261610718384037
13,2017-12-08,0.0012,0.00249356,-0.0,-3.770115384615385e-05,-13.332,-0.017748373703076928,0.8084126981353268
14,2017-12-08,0.0022,0.00552653,-0.0,-6.41948076923077e-05,-13.332,-0.04520514313615385,0.7632075549991729
15,2017-12-11,0.005,0.00224223,-0.0,-0.00010627692307692308,-8.9991,0.023861051348538463,0.7870686063477114
16,2017-12-11,0.0015,0.00119545,-0.0,-5.837586538461539e-05,-8.9991,0.002215345654817308,0.7892839520025287
17,2017-12-11,0.0015,0.00119545,-0.0,-5.837586538461539e-05,-8.9991,0.002215345654817308,0.791499297657346
18,2017-12-12,0.0013,0.00214072,-0.0,-3.67875e-05,-122.9877,-0.10792262915775001,0.683576668499596
19,2017-12-12,0.0028,0.0049513000000000005,-0.0,-7.358480769230771e-05,-122.9877,-0.2736334652630193,0.4099432032365767
20,2017-12-12,0.0013,0.00214072,-0.0,-3.67875e-05,-122.9877,-0.10792262915775001,0.30202057407882665
21,2017-12-13,0.0033,0.00287089,-0.0,-8.12998076923077e-05,-152.6514,0.053093712790038446,0.3551142868688651
22,2017-12-13,0.0013,0.00115365,-0.0,-3.967125e-05,-152.6514,0.016284660537749993,0.3713989474066151
23,2017-12-13,0.0033,0.00287089,-0.0,-8.12998076923077e-05,-152.6514,0.053093712790038446,0.42449266019665355
24,2017-12-14,0.0015,0.00125371,-0.0,-5.486442307692309e-05,-133.6533,0.025584660060173094,0.4500773202568266
25,2017-12-14,0.0058,0.00326975,-0.0,-0.0001125125,-133.6533,0.32313859540874995,0.7732159156655766
26,2017-12-14,0.0015,0.00125371,-0.0,-5.486442307692309e-05,-133.6533,0.025584660060173094,0.7988005757257497
27,2017-12-15,0.0009,0.0019771,-0.0,-3.404394230769231e-05,-85.3248,-0.09480813464861537,0.7039924410771343
28,2017-12-15,0.0009,0.0019771,-0.0,-3.404394230769231e-05,-85.3248,-0.09480813464861537,0.609184306428519
29,2017-12-15,0.0031,0.00582293,-0.0,-7.702557692307693e-05,-85.3248,-0.23890564960984614,0.3702786568186728
30,2017-12-18,0.0004,0.00109772,-0.0,-1.6862115384615384e-05,-21.9978,-0.015719234457807693,0.3545594223608651
31,2017-12-18,0.0004,0.00109772,-0.0,-1.6862115384615384e-05,-21.9978,-0.015719234457807693,0.33884018790305737
32,2017-12-18,0.0004,0.00109772,-0.0,-1.6862115384615384e-05,-21.9978,-0.015719234457807693,0.32312095344524966
33,2017-12-19,0.0008,0.00113151,-0.0,-2.5872019230769235e-05,0.0,0.0,0.32312095344524966
34,2017-12-19,0.0002,0.000500175,-0.0,-1.1412884615384615e-05,0.0,0.0,0.32312095344524966
35,2017-12-19,0.0002,0.000500175,-0.0,-1.1412884615384615e-05,0.0,0.0,0.32312095344524966
36,2017-12-20,0.0005,0.000785847,-0.0,-1.598625e-05,-46.9953,-0.014184744133724999,0.30893620931152466
37,2017-12-20,0.0005,0.000785847,-0.0,-1.598625e-05,-46.9953,-0.014184744133724999,0.29475146517779965
38,2017-12-20,0.0003,0.000312651,-0.0,-9.815865384615384e-06,-46.9953,-0.0010558370788096166,0.29369562809899
39,2017-12-21,0.0003,0.0004883730000000001,-0.0,-1.293721153846154e-05,-145.6521,-0.029321255062021163,0.26437437303696887
40,2017-12-21,0.0003,0.0004883730000000001,-0.0,-1.293721153846154e-05,-145.6521,-0.029321255062021163,0.2350531179749477
41,2017-12-21,0.0003,0.0004883730000000001,-0.0,-1.293721153846154e-05,-145.6521,-0.029321255062021163,0.20573186291292656
42,2017-12-22,0.0002,0.000379682,-0.0,-5.114278846153847e-06,-145.6521,-0.026915966086127882,0.17881589682679866
