,date,timestamp,spot_price,id,OptionPrice,BidPrice,AskPrice,Sigma,BidSigma,AskSigma,Delta,Vega,Gamma,Theta,Rho,RhoB,Risk_free_rate,Borrow_rate,time2expiry,Delta_time_decay,Delta_time,strike,Z,type,expiry,etf_price,tomorrow_bid1,tomorrow_delta,tomorrow_delta_cost,tomorrow_vega,tomorrow_vega_cost,volume
10,2017-12-07,2017-12-07 14:56:11,2.8443,10001126,0.0115414,0.0114,0.0115,0.165713,0.16492,0.165481,-0.18778699999999998,0.00178626,2.44854,-0.27420500000000003,-0.26405700000000004,-0.221847,0.03,0.034806800000000006,0.0544163,-0.218032,-1.36671,2.75,-0.573654,0,20171227,2.8395,0.0055,-0.109893,-0.0,0.00122217,0.00011751634615384616,-31.6635
11,2017-12-07,2017-12-07 14:56:11,2.8443,10001126,0.0115414,0.0114,0.0115,0.165713,0.16492,0.165481,-0.18778699999999998,0.00178626,2.44854,-0.27420500000000003,-0.26405700000000004,-0.221847,0.03,0.034806800000000006,0.0544163,-0.218032,-1.36671,2.75,-0.573654,0,20171227,2.8395,0.0055,-0.109893,-0.0,0.00122217,0.00011751634615384616,-31.6635
12,2017-12-08,2017-12-08 14:56:10,2.8726,10000960,0.00249356,0.0025,0.0026,0.169762,0.169854,0.171265,-0.0527544,0.000700158,0.973792,-0.117154,-0.159395,-0.13988599999999998,0.03,0.0395026,0.0513261,-0.0963849,-2.0393,2.7,-1.08545,0,20171227,2.8645,0.0012,-0.0278775,-0.0,0.000392092,3.770115384615385e-05,-13.332
13,2017-12-08,2017-12-08 14:56:10,2.8726,10000960,0.00249356,0.0025,0.0026,0.169762,0.169854,0.171265,-0.0527544,0.000700158,0.973792,-0.117154,-0.159395,-0.13988599999999998,0.03,0.0395026,0.0513261,-0.0963849,-2.0393,2.7,-1.08545,0,20171227,2.8645,0.0012,-0.0278775,-0.0,0.000392092,3.770115384615385e-05,-13.332
14,2017-12-08,2017-12-08 14:56:10,2.8726,10001126,0.00552653,0.0055,0.0057,0.157583,0.157366,0.158993,-0.109893,0.00122217,1.83119,-0.190452,-0.222302,-0.190707,0.03,0.0395026,0.0513261,-0.149581,-1.8549900000000001,2.75,-0.76148,0,20171227,2.8645,0.0022,-0.0536102,-0.0,0.000667626,6.41948076923077e-05,-13.332
15,2017-12-11,2017-12-11 14:56:06,2.9036,10001126,0.00224223,0.0022,0.0023,0.159421,0.15878499999999998,0.160281,-0.0536102,0.000667626,1.11555,-0.122116,-0.16138,-0.142213,0.03,0.04713730000000002,0.044527,-0.0949591,-2.43922,2.75,-1.0158,0,20171227,2.8955,0.005,-0.111737,-0.0,0.00110528,0.00010627692307692308,-8.9991
16,2017-12-11,2017-12-11 14:56:06,2.9036,10000960,0.00119545,0.0012,0.0013,0.180086,0.180202,0.182686,-0.027877499999999996,0.00039209199999999997,0.579976,-0.0806404,-0.103657,-0.0930553,0.03,0.04713730000000002,0.044527,-0.0650137,-2.1907,2.7,-1.36363,0,20171227,2.8955,0.0015,-0.0507939,-0.0,0.000607109,5.837586538461539e-05,-8.9991
17,2017-12-11,2017-12-11 14:56:06,2.9036,10000960,0.00119545,0.0012,0.0013,0.180086,0.180202,0.182686,-0.027877499999999996,0.00039209199999999997,0.579976,-0.0806404,-0.103657,-0.0930553,0.03,0.04713730000000002,0.044527,-0.0650137,-2.1907,2.7,-1.36363,0,20171227,2.8955,0.0015,-0.0507939,-0.0,0.000607109,5.837586538461539e-05,-8.9991
18,2017-12-12,2017-12-12 14:56:15,2.8565,10000960,0.00214072,0.0015,0.0016,0.17073,0.159137,0.161108,-0.0507939,0.000607109,1.05175,-0.12526600000000002,-0.137776,-0.12254200000000001,0.03,0.031764999999999995,0.0414357,-0.092434,-2.56778,2.7,-1.1057700000000001,0,20171227,2.8495,0.0013,-0.0299011,-0.0,0.00038259,3.67875e-05,-122.9877
19,2017-12-12,2017-12-12 14:56:15,2.8565,10001126,0.0049513000000000005,0.005,0.0051,0.15515,0.15559,0.156487,-0.11173699999999999,0.00110528,2.1070599999999997,-0.20734299999999997,-0.198956,-0.172908,0.03,0.031764999999999995,0.0414357,-0.149508,-2.32918,2.75,-0.745204,0,20171227,2.8495,0.0028,-0.0710051,-0.0,0.0007652819999999999,7.35848076923077e-05,-122.9877
20,2017-12-12,2017-12-12 14:56:15,2.8565,10000960,0.00214072,0.0015,0.0016,0.17073,0.159137,0.161108,-0.0507939,0.000607109,1.05175,-0.12526600000000002,-0.137776,-0.12254200000000001,0.03,0.031764999999999995,0.0414357,-0.092434,-2.56778,2.7,-1.1057700000000001,0,20171227,2.8495,0.0013,-0.0299011,-0.0,0.00038259,3.67875e-05,-122.9877
