,date,tomorrow_bid1,OptionPrice,tomorrow_delta_cost,tomorrow_vega_cost,volume,profit,cum_profit
0,2017-12-01,0.0073,0.0140514,-0.0004441991538461538,-0.00012875384615384616,-19.0,-0.139162707,-0.139162707
1,2017-12-04,0.0025,0.00742051,-0.00018719927480769232,-6.587932692307692e-05,0.0,0.0,-0.139162707
2,2017-12-04,0.0025,0.00742051,-0.00018719927480769232,-6.587932692307692e-05,0.0,0.0,-0.139162707
3,2017-12-05,0.0085,0.00465518,-0.0005541648259615384,-0.00014362692307692308,-95.6571,0.30103559610505304,0.16187288910505304
4,2017-12-05,0.0049,0.00257449,-0.00032347228730769234,-9.720673076923078e-05,-95.6571,0.18221060772091394,0.34408349682596695
5,2017-12-05,0.0049,0.00257449,-0.00032347228730769234,-9.720673076923078e-05,-95.6571,0.18221060772091394,0.5262941045468809
6,2017-12-06,0.0114,0.00846095,-0.0007740796817307693,-0.00017175576923076925,-112.6554,0.22454638230774748,0.7508404868546283
7,2017-12-06,0.0114,0.00846095,-0.0007740796817307693,-0.00017175576923076925,-112.6554,0.22454638230774748,0.9753868691623758
8,2017-12-06,0.0055,0.00481112,-0.0004159420528846154,-0.00011264519230769232,-112.6554,0.018057844409962425,0.9934447135723382
9,2017-12-07,0.0025,0.00572071,-0.00021745972384615384,-6.732288461538462e-05,-31.6635,-0.11099616520802193,0.8824485483643163
10,2017-12-07,0.0055,0.0115414,-0.0004529916259615385,-0.00011751634615384616,-31.6635,-0.2093561480750755,0.6730924002892408
11,2017-12-07,0.0055,0.0115414,-0.0004529916259615385,-0.00011751634615384616,-31.6635,-0.2093561480750755,0.46373625221416526
12,2017-12-08,0.0012,0.00249356,-0.0001149142716346154,-3.770115384615385e-05,-13.332,-0.01928041077250962,0.4444558414416556
13,2017-12-08,0.0012,0.00249356,-0.0001149142716346154,-3.770115384615385e-05,-13.332,-0.01928041077250962,0.425175430669146
14,2017-12-08,0.0022,0.00552653,-0.00022098743019230766,-6.41948076923077e-05,-13.332,-0.048151347555477696,0.3770240831136683
15,2017-12-11,0.005,0.00224223,-0.00046059280673076933,-0.00010627692307692308,-8.9991,0.019716130621487592,0.3967402137351559
16,2017-12-11,0.0015,0.00119545,-0.00020937831663461542,-5.837586538461539e-05,-8.9991,0.00033112924559074007,0.39707134298074664
17,2017-12-11,0.0015,0.00119545,-0.00020937831663461542,-5.837586538461539e-05,-8.9991,0.00033112924559074007,0.3974024722263374
18,2017-12-12,0.0013,0.00214072,-0.00012325578432692308,-3.67875e-05,-122.9877,-0.12308157458381436,0.27432089764252304
19,2017-12-12,0.0028,0.0049513000000000005,-0.00029269121509615387,-7.358480769230771e-05,-122.9877,-0.30963088461790056,-0.035309986975377516
20,2017-12-12,0.0013,0.00214072,-0.00012325578432692308,-3.67875e-05,-122.9877,-0.12308157458381436,-0.15839156155919187
21,2017-12-13,0.0033,0.00287089,-0.00035622991384615387,-8.12998076923077e-05,-152.6514,-0.001285282280456326,-0.1596768438396482
22,2017-12-13,0.0013,0.00115365,-0.00014336057769230768,-3.967125e-05,-152.6514,-0.005599532351789544,-0.16527637619143773
23,2017-12-13,0.0033,0.00287089,-0.00035622991384615387,-8.12998076923077e-05,-152.6514,-0.001285282280456326,-0.16656165847189405
24,2017-12-14,0.0015,0.00125371,-0.00022979639076923082,-5.486442307692309e-05,-133.6533,-0.005128385894224145,-0.1716900443661182
25,2017-12-14,0.0058,0.00326975,-0.0006083541548076922,-0.0001125125,-133.6533,0.24183005504999103,0.07014001068387282
26,2017-12-14,0.0015,0.00125371,-0.00022979639076923082,-5.486442307692309e-05,-133.6533,-0.005128385894224145,0.06501162478964867
27,2017-12-15,0.0009,0.0019771,-0.00014652347682692307,-3.404394230769231e-05,-85.3248,-0.10731022100417723,-0.042298596214528555
28,2017-12-15,0.0009,0.0019771,-0.00014652347682692307,-3.404394230769231e-05,-85.3248,-0.10731022100417723,-0.14960881721870578
29,2017-12-15,0.0031,0.00582293,-0.0004174383807692308,-7.702557692307693e-05,-85.3248,-0.2745234959613046,-0.4241323131800104
30,2017-12-18,0.0004,0.00109772,-6.737556375e-05,-1.6862115384615384e-05,-21.9978,-0.017201348634067443,-0.44133366181407785
31,2017-12-18,0.0004,0.00109772,-6.737556375e-05,-1.6862115384615384e-05,-21.9978,-0.017201348634067443,-0.45853501044814526
