,date,timestamp,spot_price,id,OptionPrice,BidPrice,AskPrice,Sigma,BidSigma,AskSigma,Delta,Vega,Gamma,Theta,Rho,RhoB,Risk_free_rate,Borrow_rate,time2expiry,Delta_time_decay,Delta_time,strike,Z,type,expiry,etf_price,tomorrow_bid1,volume
61,2018-03-06,2018-03-06 14:56:01,2.8983,10001130,0.013989600000000001,0.0142,0.0144,0.21849899999999997,0.21968600000000002,0.220809,-0.164928,0.00176857,1.58975,-0.331598,-0.20661999999999997,-0.177668,0.03,0.057699699999999986,0.0606116,-0.205377,-1.71426,2.75,-0.8260870000000001,0,20180328,2.8845,0.0181,0.0
62,2018-03-07,2018-03-07 14:56:04,2.8757,10001130,0.018229099999999998,0.0181,0.0183,0.226361,0.225696,0.226725,-0.202822,0.00194491,1.8063,-0.393652,-0.229043,-0.195512,0.03,0.0497277,0.0575202,-0.24149099999999998,-1.69147,2.75,-0.726511,0,20180328,2.8685,0.0122,-2.0
63,2018-03-08,2018-03-08 14:56:06,2.9074,10001130,0.011876799999999998,0.0122,0.0123,0.225631,0.227696,0.228331,-0.146927,0.00155795,1.5007700000000002,-0.33752600000000005,-0.179637,-0.156404,0.03,0.0650332,0.054428899999999995,-0.191234,-2.00241,2.75,-0.921585,0,20180328,2.8965,0.0088,-24.0
64,2018-03-09,2018-03-09 14:56:02,2.9135,10001130,0.00884752,0.0088,0.0089,0.216565,0.21620999999999999,0.216957,-0.12247999999999999,0.00133826,1.41802,-0.295984,-0.152542,-0.134239,0.03,0.06918510000000001,0.051338199999999994,-0.168122,-2.13347,2.75,-0.9840700000000001,0,20180328,2.9025,0.0079,0.0
65,2018-03-12,2018-03-12 14:56:08,2.915,10001130,0.00771411,0.0079,0.008,0.226785,0.22836700000000001,0.229212,-0.11175299999999999,0.00116907,1.36216,-0.306399,-0.131707,-0.11721300000000001,0.03,0.057574099999999996,0.044537099999999996,-0.15268800000000002,-2.41518,2.75,-1.08115,0,20180328,2.9035,0.0127,-86.0
66,2018-03-13,2018-03-13 14:56:01,2.8774,10001130,0.0124881,0.0127,0.0128,0.230406,0.23183600000000001,0.232508,-0.169446,0.00147776,1.86904,-0.429388,-0.16846,-0.148265,0.03,0.068999,0.041446699999999996,-0.213759,-2.73279,2.75,-0.858017,0,20180328,2.8695,0.0109,-95.0
67,2018-03-14,2018-03-14 14:56:03,2.8753,10000977,0.00615511,0.0068,0.0069,0.23975100000000002,0.24636999999999998,0.24737199999999998,-0.09528939999999997,0.000952944,1.25347,-0.316587,-0.105994,-0.0954962,0.03,0.09912289999999999,0.038355300000000016,-0.13984000000000002,-2.87776,2.7,-1.23065,0,20180328,2.8655,0.0037,-50.0
68,2018-03-15,2018-03-15 14:56:07,2.8981,10001130,0.00621226,0.0061,0.0062,0.22352199999999997,0.22238200000000002,0.223398,-0.1049,0.00098842,1.49301,-0.31943299999999997,-0.10973599999999999,-0.099026,0.03,0.050924000000000004,0.035263800000000005,-0.149841,-3.04755,2.75,-1.1016,0,20180328,2.8905,0.0091,-110.0
69,2018-03-16,2018-03-16 14:56:02,2.8671,10000977,0.00463649,0.0052,0.0053,0.241786,0.24891300000000002,0.25014000000000003,-0.08068860000000001,0.000769279,1.2030100000000001,-0.290952,-0.0844803,-0.0770456,0.03,0.0387853,0.032173200000000006,-0.123655,-3.0662,2.7,-1.3328200000000001,0,20180328,2.8635,0.0035,-51.0
70,2018-03-19,2018-03-19 14:56:06,2.8963,10001130,0.00582075,0.0057,0.0058,0.253812,0.252341,0.25356,-0.10263499999999999,0.000824631,1.5265,-0.42976099999999995,-0.0901198,-0.08258439999999999,0.03,0.0887995,0.025372299999999997,-0.14518699999999998,-4.44687,2.75,-1.26416,0,20180328,2.8895,0.004,-158.0
71,2018-03-20,2018-03-20 14:56:26,2.9024,10001130,0.00512458,0.004,0.0041,0.267429,0.25095700000000004,0.25250300000000003,-0.09316360000000001,0.000721262,1.43695,-0.4574760000000001,-0.07823560000000003,-0.0722165,0.03,0.121616,0.022279,-0.137797,-5.05314,2.75,-1.39068,0,20180328,2.8965,0.0053,-167.0
72,2018-03-21,2018-03-21 14:56:09,2.8875,10001130,0.00584482,0.0053,0.0054,0.277469,0.269957,0.271359,-0.107714,0.000740341,1.6676400000000002,-0.567004,-0.0800893,-0.0741255,0.03,0.13271,0.0191897,-0.157595,-6.15771,2.75,-1.35191,0,20180328,2.8875,0.0039,-146.0
73,2018-03-22,2018-03-22 14:56:10,2.8589,10000977,0.00180535,0.0017,0.0019,0.26362199999999997,0.260523,0.266322,-0.0453101,0.000345621,0.996396,-0.292358,-0.036655400000000005,-0.034572900000000004,0.03,0.102773,0.0160985,-0.0825972,-5.06191,2.7,-1.76587,0,20180328,2.8575,0.027000000000000003,-64.0
74,2018-03-23,2018-03-23 14:56:18,2.7401,10001165,0.0155359,0.0155,0.0156,0.394296,0.393904,0.394996,-0.216121,0.0009157480000000001,2.3782,-1.34744,-0.0994712,-0.09177060000000001,0.0883447,0.022141400000000002,0.013006499999999999,-0.26769699999999996,-7.777610000000001,2.65,-1.20286,0,20180328,2.7835,0.005,-30.0
75,2018-03-26,2018-03-26 14:56:01,2.7272,10001238,0.00175807,0.0017,0.0018,0.387236,0.384588,0.389119,-0.0501751,0.000221284,1.2482799999999998,-0.657954,-0.0229731,-0.022131599999999998,0.275196,0.0,0.00615487,-0.0774685,-12.5589,2.6,-2.52163,0,20180328,2.7335,0.0001,-7.0
76,2018-03-27,2018-03-27 14:56:09,2.7369,10001165,0.000965504,0.001,0.0011,0.339336,0.3417,0.34830700000000003,-0.0452275,0.000144524,1.84645,-0.81919,-0.014830200000000003,-0.0144494,0.03,0.215023,0.00307921,-0.0837095,-26.7565,2.65,-2.28478,0,20180328,2.7375,0.0,-135.0
77,2018-03-28,2018-03-28 14:56:05,2.6707,10001165,9.527710000000001e-10,0.0,0.0001,1.0,0.0,1.0,-8.2612e-07,2.46745e-10,0.0006857660000000001,-0.00114188,-2.4537299999999996e-08,-2.4525900000000002e-08,590.674,0.0,4.82988e-06,-7.84446e-07,0.00826115,2.65,-19.1641,0,20180328,2.6845,,-140.0
